RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,Year
1,Kevin DurantOKC,PF,82,39.5,30.1,9.7,20.3,47.6,1.6,4.3,36.5,9.2,10.2,90.0,7.6,2.8,1.4,1.0,3.3,25,0,2010
2,LeBron JamesCLE,SF,76,39.0,29.7,10.1,20.1,50.3,1.7,5.1,33.3,7.8,10.2,76.7,7.3,8.6,1.6,1.0,3.4,31,4,2010
3,Carmelo AnthonyDEN,PF,69,38.2,28.2,10.0,21.8,45.8,0.9,2.7,31.6,7.4,8.9,83.0,6.6,3.2,1.3,0.4,3.0,10,0,2010
4,Kobe BryantLAL,SF,73,38.8,27.0,9.8,21.5,45.6,1.4,4.1,32.9,6.0,7.4,81.1,5.4,5.0,1.5,0.3,3.2,7,0,2010
5,Dwyane WadeMIA,G,77,36.3,26.6,9.3,19.6,47.6,0.9,3.2,30.0,6.9,9.1,76.1,4.8,6.5,1.8,1.1,3.3,17,0,2010
6,Monta EllisGS,SG,64,41.4,25.5,9.9,22.0,44.9,1.2,3.6,33.8,4.6,6.1,75.3,4.0,5.3,2.2,0.4,3.8,6,0,2010
7,Dirk NowitzkiDAL,F,81,37.5,25.0,8.9,18.5,48.1,0.6,1.5,42.1,6.6,7.2,91.5,7.7,2.7,0.9,1.0,1.8,19,1,2010
8,Danny GrangerIND,SF,62,36.7,24.1,7.9,18.4,42.8,2.5,7.1,36.1,5.9,6.9,84.8,5.5,2.8,1.5,0.8,2.5,3,0,2010
9,Chris BoshTOR,PF,70,36.1,24.0,8.6,16.5,51.8,0.1,0.3,36.4,6.7,8.4,79.7,10.8,2.4,0.6,1.0,2.4,49,0,2010
10,Amar'e StoudemirePHX,C,82,34.6,23.1,8.6,15.4,55.7,0.0,0.1,16.7,5.9,7.7,77.1,8.9,1.0,0.6,1.0,2.6,31,0,2010
11,Gilbert ArenasWSH,PG,32,36.5,22.6,7.9,19.3,41.1,2.0,5.7,34.8,4.8,6.5,73.9,4.2,7.2,1.3,0.3,3.7,5,1,2010
12,Brandon RoyPOR,SG,65,37.2,21.5,7.6,16.0,47.3,1.1,3.4,33.0,5.3,6.8,78.0,4.4,4.7,0.9,0.2,2.0,1,0,2010
13,Joe JohnsonATL,G,76,38.0,21.3,8.4,18.2,45.8,1.7,4.6,36.9,2.9,3.5,81.8,4.6,4.9,1.1,0.1,1.9,4,0,2010
14,Derrick RoseCHI,PG,78,36.8,20.8,8.6,17.6,48.9,0.2,0.8,26.7,3.3,4.3,76.6,3.8,6.0,0.7,0.3,2.8,6,0,2010
15,Zach RandolphMEM,F,81,37.7,20.8,8.0,16.5,48.8,0.2,0.6,28.8,4.5,5.7,77.8,11.7,1.8,1.0,0.4,2.1,57,0,2010
16,Stephen JacksonGS/CHA,SF,81,38.6,20.6,7.4,17.5,42.3,1.6,4.9,32.8,4.2,5.4,77.9,5.0,3.7,1.6,0.5,3.2,3,0,2010
17,Kevin MartinSAC/HOU,SG,46,35.5,20.6,6.3,15.1,41.7,1.5,4.6,33.3,6.5,7.4,87.6,3.6,2.4,1.0,0.1,2.0,1,0,2010
18,David LeeNY,PF,81,37.3,20.2,8.5,15.5,54.5,0.0,0.1,0.0,3.3,4.1,81.2,11.7,3.6,1.0,0.5,2.3,53,1,2010
19,Tyreke EvansSAC,G,72,37.2,20.1,7.4,16.2,45.8,0.5,2.0,25.5,4.8,6.5,74.8,5.3,5.8,1.5,0.4,3.0,13,1,2010
20,Corey MaggetteGS,SF,70,29.7,19.8,6.5,12.7,51.6,0.2,0.7,26.0,6.6,7.9,83.5,5.3,2.5,0.7,0.1,2.4,5,0,2010
21,Rudy GayMEM,SF,80,39.7,19.6,7.5,16.1,46.6,0.8,2.5,32.7,3.8,5.0,75.3,5.9,1.9,1.5,0.8,2.1,8,0,2010
22,Aaron BrooksHOU,G,82,35.6,19.6,7.0,16.2,43.2,2.5,6.4,39.8,3.0,3.6,82.2,2.6,5.3,0.8,0.2,2.8,6,0,2010
23,Chauncey BillupsDEN,PG,73,34.1,19.5,5.5,13.2,41.8,2.2,5.6,38.6,6.4,7.0,91.0,3.1,5.6,1.1,0.1,2.4,4,0,2010
24,Carlos BoozerUTAH,PF,78,34.3,19.5,7.9,14.1,56.2,0.0,0.0,0.0,3.7,4.9,74.2,11.2,3.2,1.1,0.5,2.7,55,0,2010
25,David WestNO,F,81,36.4,19.0,7.6,15.1,50.5,0.1,0.3,25.9,3.7,4.2,86.6,7.5,3.0,0.9,0.7,2.1,21,0,2010
26,Brook LopezNJ,C,82,36.9,18.8,6.9,13.8,49.9,0.0,0.0,0.0,5.1,6.2,81.7,8.6,2.3,0.7,1.7,2.5,33,0,2010
27,Antawn JamisonWSH/CLE,PF,66,36.5,18.7,7.2,15.7,46.1,1.3,3.7,34.4,2.9,4.5,64.7,8.4,1.3,1.1,0.3,1.4,25,0,2010
28,Chris PaulNO,PG,45,38.0,18.7,7.0,14.2,49.3,1.2,2.8,40.9,3.6,4.2,84.7,4.2,10.7,2.1,0.2,2.5,23,1,2010
29,Deron WilliamsUTAH,PG,76,36.9,18.7,6.5,13.9,46.9,1.3,3.4,37.1,4.4,5.5,80.1,4.0,10.5,1.3,0.2,3.3,44,0,2010
30,Chris KamanLAC,C,76,34.3,18.5,7.8,15.8,49.0,0.0,0.1,0.0,3.0,4.0,74.9,9.3,1.6,0.5,1.2,2.9,33,0,2010
31,Dwight HowardORL,C,82,34.7,18.3,6.2,10.2,61.2,0.0,0.1,0.0,5.9,10.0,59.2,13.2,1.8,0.9,2.8,3.3,64,0,2010
32,Pau GasolLAL,PF,65,37.0,18.3,7.0,13.0,53.6,0.0,0.1,0.0,4.4,5.6,79.0,11.3,3.4,0.6,1.7,2.2,40,0,2010
33,Paul PierceBOS,SF,71,34.0,18.3,5.8,12.2,47.2,1.5,3.7,41.4,5.2,6.1,85.2,4.4,3.1,1.2,0.4,2.3,1,0,2010
34,Gerald WallaceCHA,SF,76,41.0,18.2,6.0,12.4,48.4,0.7,1.8,37.1,5.6,7.2,77.6,10.0,2.1,1.5,1.1,2.3,33,0,2010
35,Richard HamiltonDET,SG,46,33.7,18.1,6.4,15.6,40.9,0.9,3.0,29.7,4.4,5.2,84.6,2.7,4.4,0.7,0.1,2.5,2,0,2010
36,Jamal CrawfordATL,G,79,31.1,18.0,6.3,14.0,44.9,2.1,5.4,38.2,3.4,4.0,85.7,2.5,3.0,0.8,0.2,1.7,0,0,2010
37,Tim DuncanSA,C,78,31.3,17.9,7.2,13.9,51.8,0.0,0.1,18.2,3.5,4.8,72.5,10.1,3.2,0.6,1.5,1.8,38,0,2010
38,LaMarcus AldridgePOR,C,78,37.5,17.9,7.4,15.0,49.5,0.1,0.2,31.3,2.9,3.9,75.7,8.0,2.1,0.9,0.6,1.3,24,0,2010
39,Al HarringtonNY,PF,72,30.5,17.7,6.2,14.3,43.5,1.9,5.7,34.2,3.3,4.4,75.7,5.6,1.5,0.9,0.4,1.8,6,0,2010
40,Luol DengCHI,F,70,37.9,17.6,6.8,14.5,46.6,0.5,1.2,38.6,3.6,4.7,76.4,7.3,2.0,0.9,0.9,1.9,13,0,2010
41,Stephen CurryGS,PG,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,4.5,5.9,1.9,0.2,3.1,12,1,2010
42,O.J. MayoMEM,SG,82,38.0,17.5,6.6,14.4,45.8,1.7,4.3,38.3,2.6,3.2,80.9,3.8,3.0,1.2,0.2,2.1,0,0,2010
43,Andrea BargnaniTOR,C,80,35.0,17.2,6.7,14.3,47.0,1.5,4.1,37.2,2.3,2.9,77.3,6.2,1.2,0.3,1.4,1.5,10,0,2010
44,Al JeffersonMIN,C,76,32.4,17.1,7.4,14.8,49.8,0.0,0.1,0.0,2.4,3.5,68.0,9.3,1.8,0.8,1.3,1.8,35,0,2010
45,Andre IguodalaPHI,F,82,38.9,17.1,6.0,13.7,44.3,1.1,3.7,31.0,3.8,5.2,73.3,6.5,5.8,1.7,0.7,2.7,11,0,2010
46,Devin HarrisNJ,G,64,34.7,16.9,5.6,13.8,40.3,0.9,3.4,27.6,4.8,6.0,79.8,3.2,6.6,1.2,0.3,2.8,6,0,2010
47,Eric GordonLAC,SG,62,36.0,16.9,5.7,12.6,44.9,1.9,5.2,37.1,3.6,4.8,74.2,2.6,3.0,1.1,0.2,2.3,0,0,2010
48,Carl LandrySAC/HOU,PF,80,30.9,16.8,6.2,11.6,53.6,0.0,0.0,33.3,4.3,5.3,80.6,5.9,0.8,0.7,0.8,1.7,7,0,2010
49,Rodney StuckeyDET,PG,73,34.2,16.6,6.2,15.2,40.5,0.2,1.1,22.8,4.1,4.9,83.3,3.8,4.8,1.4,0.2,2.2,5,0,2010
50,Jason TerryDAL,G,77,33.0,16.6,5.9,13.5,43.8,1.8,4.8,36.5,3.0,3.5,86.6,1.8,3.8,1.2,0.2,1.4,1,0,2010
1,Kevin DurantOKC,PF,78,38.9,27.7,9.1,19.7,46.2,1.9,5.3,35.0,7.6,8.7,88.0,6.8,2.7,1.1,1.0,2.8,14,0,2011
2,LeBron JamesMIA,SF,79,38.8,26.7,9.6,18.8,51.0,1.2,3.5,33.0,6.4,8.4,75.9,7.5,7.0,1.6,0.6,3.6,31,4,2011
3,Carmelo AnthonyDEN/NY,PF,77,35.7,25.6,8.9,19.5,45.5,1.2,3.3,37.8,6.6,7.9,83.8,7.3,2.9,0.9,0.6,2.7,18,0,2011
4,Dwyane WadeMIA,G,76,37.1,25.5,9.1,18.2,50.0,0.8,2.7,30.6,6.5,8.6,75.8,6.4,4.6,1.5,1.1,3.1,10,1,2011
5,Kobe BryantLAL,SF,82,33.9,25.3,9.0,20.0,45.1,1.4,4.3,32.3,5.9,7.1,82.8,5.1,4.7,1.2,0.1,3.0,9,1,2011
6,Amar'e StoudemireNY,C,78,36.8,25.3,9.5,19.0,50.2,0.1,0.3,43.5,6.1,7.7,79.2,8.2,2.6,0.9,1.9,3.2,26,0,2011
7,Derrick RoseCHI,PG,81,37.4,25.0,8.8,19.7,44.5,1.6,4.8,33.2,5.9,6.9,85.8,4.1,7.7,1.0,0.6,3.4,23,1,2011
8,Monta EllisGS,SG,80,40.3,24.1,9.1,20.1,45.1,1.7,4.7,36.1,4.3,5.4,78.9,3.5,5.6,2.1,0.3,3.2,10,0,2011
9,Kevin MartinHOU,SG,80,32.5,23.5,6.9,15.8,43.6,2.2,5.7,38.3,7.4,8.4,88.8,3.2,2.5,1.0,0.2,2.3,0,0,2011
10,Dirk NowitzkiDAL,F,73,34.3,23.0,8.4,16.2,51.7,0.9,2.3,39.3,5.4,6.1,89.2,7.0,2.6,0.5,0.6,1.9,16,0,2011
11,Dwight HowardORL,C,78,37.6,22.9,7.9,13.4,59.3,0.0,0.1,0.0,7.0,11.7,59.6,14.1,1.4,1.4,2.4,3.6,66,0,2011
12,Blake GriffinLAC,PF,82,38.0,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,12.1,3.8,0.8,0.5,2.7,63,2,2011
13,Eric GordonLAC,SG,56,37.7,22.3,7.6,16.9,45.0,1.9,5.2,36.4,5.1,6.2,82.5,2.9,4.4,1.3,0.3,2.7,1,0,2011
14,Russell WestbrookOKC,PG,82,34.7,21.9,7.5,17.0,44.2,0.4,1.3,33.0,6.5,7.7,84.2,4.6,8.2,1.9,0.4,3.9,31,3,2011
15,LaMarcus AldridgePOR,C,81,39.6,21.8,8.7,17.5,50.0,0.0,0.3,17.4,4.3,5.5,79.1,8.8,2.1,1.0,1.2,1.9,36,0,2011
16,Andrea BargnaniTOR,C,66,35.7,21.4,8.0,17.8,44.8,1.2,3.4,34.5,4.3,5.3,82.0,5.2,1.8,0.5,0.7,2.3,2,0,2011
17,Danny GrangerIND,SF,79,35.0,20.5,6.8,15.9,42.5,2.0,5.2,38.6,5.0,5.9,84.8,5.4,2.6,1.1,0.8,2.6,5,0,2011
18,Brook LopezNJ,C,82,35.2,20.4,7.9,16.0,49.2,0.0,0.0,0.0,4.7,6.0,78.7,6.0,1.6,0.6,1.5,2.1,9,0,2011
19,Kevin LoveMIN,PF,73,35.8,20.2,6.6,14.1,47.0,1.2,2.9,41.7,5.8,6.8,85.0,15.2,2.5,0.6,0.4,2.1,64,0,2011
20,Deron WilliamsUTAH/NJ,PG,65,37.9,20.1,6.6,15.0,43.9,1.6,4.9,33.1,5.4,6.3,84.5,4.0,10.3,1.2,0.2,3.5,34,0,2011
21,Zach RandolphMEM,F,75,36.3,20.1,8.0,15.8,50.3,0.1,0.6,18.6,4.0,5.3,75.8,12.2,2.2,0.8,0.3,2.0,53,0,2011
22,Rudy GayMEM,SF,54,39.9,19.8,7.6,16.1,47.1,1.1,2.7,39.6,3.6,4.5,80.5,6.2,2.8,1.7,1.1,2.5,4,0,2011
23,Michael BeasleyMIN,F,73,32.3,19.2,7.7,17.1,45.0,0.8,2.2,36.6,3.0,4.0,75.3,5.6,2.2,0.7,0.7,2.7,8,0,2011
24,Paul PierceBOS,SF,80,34.7,18.9,6.3,12.8,49.7,1.4,3.7,37.4,4.8,5.6,86.0,5.4,3.3,1.0,0.6,2.1,7,1,2011
25,David WestNO,F,70,35.0,18.9,7.5,14.9,50.8,0.0,0.1,22.2,3.8,4.7,80.7,7.6,2.3,1.0,0.9,2.0,16,0,2011
26,Pau GasolLAL,PF,82,37.0,18.8,7.2,13.7,52.9,0.0,0.0,33.3,4.3,5.2,82.3,10.2,3.3,0.6,1.6,1.7,43,1,2011
27,Chris BoshMIA,PF,77,36.3,18.7,6.8,13.7,49.6,0.1,0.3,24.0,5.0,6.1,81.5,8.3,1.9,0.8,0.6,1.8,28,0,2011
28,Al JeffersonUTAH,C,82,35.9,18.6,8.0,16.1,49.6,0.0,0.0,0.0,2.7,3.5,76.1,9.7,1.8,0.6,1.9,1.3,37,0,2011
29,Stephen CurryGS,PG,74,33.6,18.6,6.8,14.2,48.0,2.0,4.6,44.2,2.9,3.1,93.4,3.9,5.8,1.5,0.3,3.1,5,0,2011
30,Stephen JacksonCHA,SF,67,35.9,18.5,6.5,15.8,41.1,1.8,5.4,33.7,3.7,4.6,81.6,4.5,3.6,1.2,0.4,3.1,3,1,2011
31,Luis ScolaHOU,F,74,32.6,18.3,7.7,15.3,50.4,0.0,0.0,0.0,2.9,3.9,73.8,8.2,2.5,0.6,0.6,2.0,19,0,2011
32,Joe JohnsonATL,G,72,35.5,18.2,7.1,16.1,44.3,1.2,4.2,29.7,2.7,3.4,80.2,4.0,4.7,0.7,0.1,2.0,2,0,2011
33,Antawn JamisonCLE,PF,56,32.9,18.0,6.7,15.6,42.7,1.6,4.7,34.6,3.1,4.2,73.1,6.7,1.7,0.9,0.5,1.4,10,0,2011
34,Tyreke EvansSAC,G,57,37.0,17.8,6.7,16.4,40.9,0.8,2.6,29.1,3.6,4.7,77.1,4.8,5.6,1.5,0.5,3.2,6,0,2011
35,Tony ParkerSA,G,78,32.4,17.5,7.1,13.7,51.9,0.3,0.9,35.7,3.0,3.9,76.9,3.1,6.6,1.2,0.0,2.6,9,0,2011
36,Carlos BoozerCHI,PF,59,31.9,17.5,7.3,14.3,51.0,0.0,0.0,0.0,2.9,4.1,70.1,9.6,2.5,0.8,0.3,2.5,30,0,2011
37,Luol DengCHI,F,82,39.1,17.4,6.5,14.1,46.0,1.4,4.1,34.5,3.1,4.1,75.3,5.8,2.8,1.0,0.6,1.9,8,0,2011
38,Nick YoungWSH,G,64,31.8,17.4,6.4,14.6,44.1,1.6,4.2,38.7,2.9,3.6,81.6,2.7,1.2,0.7,0.3,1.4,0,0,2011
39,Manu GinobiliSA,G,80,30.3,17.4,5.5,12.7,43.3,1.9,5.5,34.9,4.5,5.1,87.1,3.7,4.9,1.5,0.4,2.2,0,0,2011
40,Paul MillsapUTAH,PF,76,34.3,17.3,6.9,13.0,53.1,0.1,0.3,39.1,3.4,4.4,75.7,7.6,2.5,1.4,0.9,1.9,19,0,2011
41,DeMar DeRozanTOR,SF,82,34.8,17.2,6.6,14.1,46.7,0.1,0.6,9.6,4.0,4.9,81.3,3.8,1.8,1.0,0.4,1.8,1,0,2011
42,Andray BlatcheWSH,C,64,33.9,16.8,6.7,15.0,44.5,0.1,0.3,22.2,3.4,4.4,77.7,8.2,2.3,1.5,0.8,2.7,17,0,2011
43,Chauncey BillupsDEN/NY,PG,72,32.1,16.8,4.7,11.0,42.7,2.0,5.0,40.2,5.3,5.8,91.6,2.6,5.4,1.0,0.2,2.5,2,0,2011
44,Josh SmithATL,PF,77,34.4,16.5,6.5,13.5,47.7,0.7,2.0,33.1,3.0,4.1,72.5,8.5,3.3,1.3,1.6,2.6,31,1,2011
45,Ray AllenBOS,SG,80,36.1,16.5,6.0,12.2,49.1,2.1,4.7,44.4,2.4,2.7,88.1,3.4,2.7,1.0,0.2,1.5,0,0,2011
46,David LeeGS,PF,73,36.1,16.5,6.8,13.4,50.7,0.0,0.0,33.3,2.9,3.7,78.7,9.8,3.2,1.0,0.4,2.3,37,0,2011
47,John WallWSH,PG,69,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,4.6,8.3,1.8,0.5,3.8,26,1,2011
48,Dorell WrightGS,SF,82,38.4,16.4,5.9,14.0,42.3,2.4,6.3,37.6,2.2,2.8,78.9,5.3,3.0,1.5,0.8,1.6,7,0,2011
49,Brandon JenningsMIL,G,63,34.4,16.2,5.7,14.7,39.0,1.6,4.8,32.3,3.2,3.9,80.9,3.7,4.8,1.5,0.3,2.3,6,1,2011
50,Wesley MatthewsPOR,SG,82,33.6,15.9,5.4,11.9,44.9,1.9,4.6,40.7,3.2,3.8,84.4,3.1,2.0,1.2,0.1,1.7,1,0,2011
1,Kevin DurantOKC,PF,66,38.6,28.0,9.7,19.7,49.6,2.0,5.2,38.7,6.5,7.6,86.0,8.0,3.5,1.3,1.2,3.8,18,0,2012
2,Kobe BryantLAL,SF,58,38.5,27.9,9.9,23.0,43.0,1.5,4.9,30.3,6.6,7.8,84.5,5.4,4.6,1.2,0.3,3.5,3,0,2012
3,LeBron JamesMIA,SF,62,37.5,27.1,10.0,18.9,53.1,0.9,2.4,36.2,6.2,8.1,77.1,7.9,6.2,1.9,0.8,3.4,23,0,2012
4,Kevin LoveMIN,PF,55,39.0,26.0,8.6,19.3,44.8,1.9,5.1,37.2,6.9,8.4,82.4,13.3,2.0,0.9,0.5,2.3,48,0,2012
5,Russell WestbrookOKC,PG,66,35.3,23.6,8.8,19.2,45.7,0.9,3.0,31.6,5.2,6.3,82.3,4.6,5.5,1.7,0.3,3.6,7,0,2012
6,Carmelo AnthonyNY,PF,55,34.1,22.6,8.0,18.6,43.0,1.2,3.7,33.5,5.4,6.7,80.4,6.3,3.6,1.1,0.4,2.6,8,1,2012
7,LaMarcus AldridgePOR,C,55,36.3,21.7,8.8,17.1,51.2,0.0,0.2,18.2,4.1,5.0,81.4,8.0,2.4,0.9,0.8,2.0,13,0,2012
8,Dirk NowitzkiDAL,F,62,33.5,21.6,7.6,16.7,45.7,1.3,3.4,36.8,5.1,5.7,89.6,6.8,2.2,0.7,0.5,1.9,11,0,2012
9,Deron WilliamsNJ,PG,55,36.3,21.0,7.1,17.5,40.7,2.1,6.2,33.6,4.7,5.5,84.3,3.3,8.7,1.2,0.4,4.0,22,0,2012
10,Blake GriffinLAC,PF,66,36.2,20.7,8.5,15.5,54.9,0.0,0.2,12.5,3.7,7.1,52.1,10.9,3.2,0.8,0.7,2.3,41,0,2012
11,Monta EllisMIL/GS,SG,58,36.6,20.4,7.8,17.9,43.3,1.1,3.5,30.8,3.8,4.7,79.6,3.4,6.0,1.5,0.3,3.1,5,0,2012
12,David LeeGS,PF,57,37.2,20.1,8.1,16.2,50.3,0.0,0.1,0.0,3.8,4.9,78.2,9.6,2.8,0.9,0.4,2.6,27,1,2012
13,Chris PaulLAC,PG,60,36.4,19.8,7.1,14.8,47.8,1.3,3.6,37.1,4.3,5.0,86.1,3.6,9.1,2.5,0.1,2.1,23,0,2012
14,Paul PierceBOS,SF,61,34.0,19.4,6.5,14.6,44.3,1.6,4.5,36.6,4.8,5.6,85.2,5.2,4.5,1.1,0.4,2.8,6,0,2012
15,Al JeffersonUTAH,C,61,34.0,19.2,8.5,17.2,49.2,0.0,0.1,25.0,2.2,2.9,77.4,9.6,2.2,0.8,1.7,1.0,31,0,2012
16,Brandon JenningsMIL,G,66,35.3,19.1,7.1,17.0,41.8,2.0,5.9,33.2,2.9,3.6,80.8,3.4,5.5,1.6,0.3,2.2,6,0,2012
17,Rudy GayMEM,SF,65,37.3,19.0,7.5,16.4,45.5,0.8,2.7,31.2,3.2,4.0,79.1,6.4,2.3,1.5,0.8,2.5,8,0,2012
18,Joe JohnsonATL,G,60,35.5,18.8,7.1,15.5,45.4,2.1,5.4,38.8,2.6,3.1,84.9,3.7,3.9,0.8,0.2,1.9,0,0,2012
19,Josh SmithATL,PF,66,35.3,18.8,7.6,16.7,45.8,0.4,1.7,25.7,3.1,4.9,63.0,9.6,3.9,1.4,1.7,2.5,28,0,2012
20,Andrew BynumLAL,C,60,35.2,18.7,7.4,13.3,55.8,0.0,0.1,20.0,3.9,5.6,69.2,11.8,1.4,0.5,1.9,2.5,37,0,2012
21,Danny GrangerIND,SF,62,33.3,18.7,6.3,15.2,41.6,2.0,5.2,38.1,4.1,4.7,87.3,5.0,1.8,1.0,0.6,1.8,0,0,2012
22,Tony ParkerSA,G,60,32.1,18.3,7.1,14.8,48.0,0.2,1.0,23.0,3.8,4.7,79.9,2.9,7.7,1.0,0.1,2.6,12,0,2012
23,DeMarcus CousinsSAC,C,64,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,11.0,1.6,1.5,1.2,2.7,36,0,2012
24,Chris BoshMIA,PF,57,35.2,18.0,6.9,14.2,48.7,0.2,0.6,28.6,4.0,4.9,82.1,7.9,1.8,0.9,0.8,2.1,11,0,2012
25,Pau GasolLAL,PF,65,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4.0,78.2,10.4,3.7,0.6,1.4,2.2,42,1,2012
26,Antawn JamisonCLE,PF,65,33.1,17.2,6.5,16.1,40.3,1.4,4.1,34.1,2.8,4.2,68.3,6.3,2.0,0.8,0.7,1.4,7,0,2012
27,James HardenOKC,SG,62,31.4,16.8,5.0,10.1,49.1,1.8,4.7,39.0,5.0,6.0,84.6,4.1,3.7,1.0,0.2,2.2,0,0,2012
28,DeMar DeRozanTOR,SF,63,35.0,16.7,6.0,14.3,42.2,0.4,1.5,26.1,4.3,5.3,81.0,3.3,2.0,0.8,0.3,2.0,0,0,2012
29,Paul MillsapUTAH,PF,64,32.8,16.6,6.7,13.5,49.5,0.1,0.5,22.6,3.2,4.0,79.2,8.8,2.3,1.8,0.8,1.8,21,0,2012
30,Tyreke EvansSAC,G,63,34.3,16.5,6.5,14.3,45.3,0.3,1.6,20.2,3.2,4.1,77.9,4.6,4.5,1.3,0.5,2.7,5,0,2012
31,Ty LawsonDEN,G,61,34.8,16.4,6.1,12.6,48.8,1.2,3.3,36.5,2.9,3.5,82.4,3.7,6.6,1.3,0.1,2.4,11,0,2012
32,John WallWSH,PG,66,36.2,16.3,5.7,13.5,42.3,0.0,0.6,7.1,4.8,6.1,78.9,4.5,8.0,1.4,0.9,3.9,16,0,2012
33,Ryan AndersonORL,PF,61,32.2,16.1,5.4,12.4,43.9,2.7,6.9,39.3,2.5,2.8,87.7,7.7,0.9,0.8,0.4,0.9,14,0,2012
34,Kevin GarnettBOS,PF,60,31.1,15.8,6.5,13.0,50.3,0.1,0.2,33.3,2.7,3.2,85.7,8.2,2.9,0.9,1.0,1.8,21,0,2012
35,Luis ScolaHOU,F,66,31.3,15.5,6.6,13.5,49.1,0.0,0.0,0.0,2.3,3.0,77.3,6.5,2.1,0.5,0.4,2.3,11,0,2012
36,Tim DuncanSA,C,58,28.2,15.4,6.2,12.6,49.3,0.0,0.1,0.0,3.0,4.3,69.5,9.0,2.3,0.7,1.5,1.7,22,0,2012
37,Marcin GortatPHX,C,66,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,10.0,0.9,0.7,1.5,1.4,31,0,2012
38,Greg MonroeDET,C,66,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,9.7,2.3,1.3,0.7,2.4,30,0,2012
39,Arron AfflaloDEN,G,62,33.6,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4.0,79.8,3.2,2.4,0.6,0.2,1.4,1,0,2012
40,Jason TerryDAL,G,63,31.7,15.1,5.7,13.2,43.0,2.2,5.8,37.8,1.6,1.8,88.3,2.4,3.6,1.2,0.2,2.0,0,0,2012
41,Carlos BoozerCHI,PF,66,29.5,15.0,6.8,12.8,53.2,0.0,0.0,0.0,1.4,2.1,69.3,8.5,1.9,1.0,0.4,1.7,18,0,2012
42,Lou WilliamsPHI,SG,64,26.3,14.9,5.0,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,2.4,3.5,0.8,0.3,1.1,0,0,2012
43,Jordan CrawfordWSH,G,64,27.4,14.7,5.5,13.6,40.0,1.2,4.3,28.9,2.5,3.2,79.3,2.6,3.0,0.9,0.1,2.2,0,0,2012
44,Marc GasolMEM,C,65,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,8.9,3.1,1.0,1.9,1.9,24,0,2012
45,Al HarringtonDEN,PF,64,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,6.1,1.4,0.9,0.2,1.8,9,0,2012
46,Nick YoungLAC/WSH,G,62,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,2.1,0.9,0.7,0.3,1.3,0,0,2012
47,Jamal CrawfordPOR,G,60,26.9,14.0,4.7,12.3,38.4,1.3,4.3,30.8,3.2,3.4,92.7,2.0,3.2,0.9,0.2,1.9,0,0,2012
48,Nicolas BatumPOR,PF,59,30.4,13.9,4.9,10.9,45.1,1.8,4.6,39.1,2.3,2.7,83.6,4.6,1.4,1.0,1.0,1.5,2,0,2012
49,Gerald WallacePOR/NJ,SF,58,35.8,13.8,4.9,10.9,45.4,0.8,2.6,30.7,3.1,3.9,80.0,6.7,2.8,1.5,0.6,1.9,9,0,2012
50,Kris HumphriesNJ,PF,62,34.9,13.8,5.2,10.8,48.1,0.0,0.0,0.0,3.4,4.5,75.2,11.0,1.5,0.8,1.2,1.9,29,0,2012
1,Carmelo AnthonyNY,PF,67,37.0,28.7,10.0,22.2,44.9,2.3,6.2,37.9,6.3,7.6,83.0,6.9,2.6,0.8,0.5,2.6,10,0,2013
2,Kevin DurantOKC,PF,81,38.5,28.1,9.0,17.7,51.0,1.7,4.1,41.6,8.4,9.3,90.5,7.9,4.6,1.4,1.3,3.5,19,3,2013
3,Kobe BryantLAL,SF,78,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8.0,83.9,5.6,6.0,1.4,0.3,3.7,16,2,2013
4,LeBron JamesMIA,SF,76,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7.0,75.3,8.0,7.3,1.7,0.9,3.0,36,4,2013
5,James HardenHOU,SG,78,38.3,25.9,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,4.9,5.8,1.8,0.5,3.8,9,1,2013
6,Russell WestbrookOKC,PG,82,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7.0,80.0,5.2,7.4,1.8,0.3,3.3,23,1,2013
