RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,Year
7,Brook LopezBKN,C,7,37.6,22.3,8.3,17.6,47.2,0.1,0.1,100.0,5.6,6.3,88.6,7.4,1.4,0.9,3.0,2.3,2,0,2013
8,Ty LawsonDEN,G,6,39.3,21.3,8.0,18.2,44.0,0.7,3.5,19.0,4.7,5.5,84.8,3.3,8.0,1.7,0.0,2.2,3,0,2013
9,Tony ParkerSA,G,21,36.4,20.6,8.0,17.4,45.8,0.5,1.5,35.5,4.1,5.3,77.7,3.2,7.0,1.1,0.1,2.5,2,0,2013
9,Deron WilliamsBKN,PG,7,41.7,20.6,6.4,15.1,42.5,2.4,6.1,39.5,5.3,6.4,82.2,3.1,8.4,1.0,0.6,3.0,3,0,2013
11,Jeff GreenBOS,PF,6,43.0,20.3,6.2,14.2,43.5,1.7,3.7,45.5,6.3,7.5,84.4,5.3,2.3,0.3,0.7,3.2,0,0,2013
12,Paul GeorgeIND,SG,19,41.1,19.2,6.3,14.6,43.0,1.8,5.5,32.7,4.9,6.7,72.7,7.4,5.1,1.3,0.5,3.9,5,1,2013
13,Paul PierceBOS,SF,6,42.5,19.2,6.5,17.7,36.8,1.8,6.8,26.8,4.3,4.8,89.7,5.7,5.3,0.8,0.5,5.3,0,0,2013
14,Chandler ParsonsHOU,SF,6,39.7,18.2,7.0,15.5,45.2,2.7,6.7,40.0,1.5,2.3,64.3,6.5,3.7,0.2,0.3,3.0,1,0,2013
15,Tim DuncanSA,C,21,35.0,18.1,7.2,15.3,47.0,0.0,0.0,0.0,3.8,4.7,80.6,10.2,1.9,0.9,1.6,2.0,11,0,2013
16,Andre IguodalaDEN,F,6,40.5,18.0,6.3,12.7,50.0,2.3,4.8,48.3,3.0,4.2,72.0,8.0,5.3,2.0,0.3,2.8,1,0,2013
17,Zach RandolphMEM,F,15,36.9,17.4,6.6,14.3,46.0,0.0,0.1,0.0,4.2,6.3,67.0,10.0,1.6,0.7,0.5,2.1,7,0,2013
18,Marc GasolMEM,C,15,40.6,17.2,6.2,13.7,45.4,0.0,0.0,0.0,4.8,6.0,80.0,8.5,3.2,0.9,2.2,1.2,5,0,2013
19,Jarrett JackGS,G,12,35.5,17.2,6.5,12.8,50.6,0.6,2.0,29.2,3.6,4.0,89.6,4.4,4.7,0.9,0.3,3.2,1,0,2013
20,Dwight HowardLAL,C,4,31.5,17.0,6.5,10.5,61.9,0.0,0.0,0.0,4.0,9.0,44.4,10.8,1.0,0.5,2.0,4.0,2,0,2013
20,Josh SmithATL,PF,6,33.2,17.0,6.5,15.0,43.3,0.8,3.3,25.0,3.2,6.0,52.8,7.5,3.5,1.8,0.5,2.7,1,0,2013
20,Mike ConleyMEM,PG,15,38.3,17.0,5.5,14.4,38.4,1.2,4.3,28.1,4.7,6.2,76.3,4.7,7.1,1.7,0.3,2.3,3,0,2013
20,Roy HibbertIND,C,19,36.5,17.0,6.3,12.4,51.1,0.0,0.0,0.0,4.4,5.4,80.6,9.9,1.4,0.2,1.9,2.3,7,0,2013
24,Al HorfordATL,C,6,36.3,16.7,6.8,13.8,49.4,0.0,0.0,0.0,3.0,4.5,66.7,8.8,3.0,1.0,0.8,1.5,2,0,2013
25,Carlos BoozerCHI,PF,12,35.9,16.4,6.9,14.0,49.4,0.0,0.1,0.0,2.6,3.8,68.9,9.6,1.5,0.8,0.1,2.4,6,0,2013
26,Nate RobinsonCHI,PG,12,33.7,16.3,5.9,13.6,43.6,1.8,5.4,33.8,2.6,3.4,75.6,2.7,4.4,1.0,0.2,2.7,0,0,2013
27,Harrison BarnesGS,SF,12,38.4,16.1,6.0,13.5,44.4,1.6,4.3,36.5,2.5,2.9,85.7,6.4,1.3,0.6,0.4,1.3,2,0,2013
28,David WestIND,F,19,36.3,15.9,6.1,13.1,46.2,0.0,0.2,0.0,3.8,4.9,76.6,7.6,2.1,0.7,0.8,2.4,6,0,2013
29,Dwyane WadeMIA,G,22,35.5,15.9,6.5,14.3,45.7,0.0,0.2,25.0,2.7,3.6,75.0,4.6,4.8,1.7,1.0,2.6,2,0,2013
30,Klay ThompsonGS,SG,12,41.3,15.2,6.3,14.5,43.7,2.1,4.9,42.4,0.4,0.5,83.3,4.6,1.8,1.0,0.6,2.0,1,0,2013
31,Joe JohnsonBKN,G,7,38.7,14.9,6.1,14.7,41.7,1.4,5.6,25.6,1.1,1.3,88.9,3.1,2.7,1.1,0.0,1.7,0,0,2013
32,George HillIND,PG,18,38.1,14.6,4.6,11.5,40.1,1.9,5.3,35.8,3.5,4.2,82.9,3.7,4.3,1.2,0.2,2.2,1,0,2013
33,JR SmithNY,G,11,31.9,14.3,4.9,14.8,33.1,1.6,6.0,27.3,2.8,3.9,72.1,4.7,1.4,1.0,0.5,1.8,1,0,2013
34,Monta EllisMIL,SG,4,38.0,14.3,6.0,13.8,43.6,0.8,4.8,15.8,1.5,4.0,37.5,3.3,5.5,2.5,0.3,3.5,0,0,2013
35,Raymond FeltonNY,G,12,37.8,14.1,6.0,13.5,44.4,0.8,2.3,32.1,1.3,2.0,66.7,3.4,4.7,1.7,0.4,1.7,1,0,2013
36,Andre MillerDEN,PG,6,25.7,14.0,4.8,11.5,42.0,0.8,1.8,45.5,3.5,4.5,77.8,3.3,3.8,0.3,0.0,2.7,0,0,2013
36,Pau GasolLAL,PF,4,36.5,14.0,6.3,13.0,48.1,0.0,0.0,0.0,1.5,2.8,54.5,11.5,6.5,0.5,0.8,3.3,2,1,2013
-,Steve BlakeLAL,PG,2,37.5,14.0,5.5,14.0,39.3,2.5,6.0,41.7,0.5,0.5,100.0,4.0,2.5,2.0,1.5,2.0,0,0,2013
36,Kevin MartinOKC,SG,11,29.4,14.0,4.5,11.7,38.0,1.5,4.2,37.0,3.5,3.9,90.7,3.1,1.3,0.6,0.3,1.0,0,0,2013
39,Reggie JacksonOKC,PG,11,33.5,13.9,5.2,10.8,47.9,1.2,3.9,30.2,2.4,2.6,89.7,4.9,3.6,0.5,0.5,1.9,1,0,2013
-,Luol DengCHI,F,5,44.8,13.8,6.4,16.8,38.1,0.2,3.6,5.6,0.8,2.0,40.0,7.6,3.8,1.0,0.6,2.4,2,0,2013
40,Kawhi LeonardSA,SF,21,36.9,13.5,5.5,10.0,54.5,1.1,2.8,39.0,1.5,2.3,63.3,9.0,1.0,1.8,0.5,1.1,6,0,2013
41,Jeff TeagueATL,PG,6,35.5,13.3,4.5,13.5,33.3,0.5,1.7,30.0,3.8,4.7,82.1,2.8,5.0,1.5,0.3,2.3,0,0,2013
41,Jimmy ButlerCHI,SF,12,40.8,13.3,4.2,9.6,43.5,1.3,3.1,40.5,3.8,4.6,81.8,5.2,2.7,1.3,0.5,1.3,1,0,2013
43,Brandon JenningsMIL,G,4,33.3,13.3,4.3,14.3,29.8,1.5,7.0,21.4,3.3,4.5,72.2,2.3,4.0,2.3,0.3,2.8,0,0,2013
44,Blake GriffinLAC,PF,6,26.3,13.2,4.8,10.7,45.3,0.0,0.0,0.0,3.5,4.3,80.8,5.5,2.5,0.0,0.8,2.2,1,0,2013
45,Serge IbakaOKC,F,11,33.3,12.8,5.4,12.3,43.7,0.4,0.8,44.4,1.7,2.2,79.2,8.4,0.7,0.0,3.0,0.6,4,0,2013
46,Kevin GarnettBOS,PF,6,35.3,12.7,5.0,10.0,50.0,0.0,0.3,0.0,2.7,2.8,94.1,13.7,3.5,0.8,1.0,3.2,5,0,2013
-,Steve NashLAL,PG,2,30.5,12.5,5.0,11.5,43.5,0.0,1.5,0.0,2.5,2.5,100.0,2.5,4.5,0.0,0.0,1.5,0,0,2013
1,Kevin DurantOKC,PF,19,42.9,29.6,10.2,22.2,46.0,2.3,6.6,34.4,6.9,8.6,81.0,8.9,3.9,1.0,1.3,3.8,8,0,2014
2,LeBron JamesMIA,SF,20,38.2,27.4,9.6,17.0,56.5,1.8,4.3,40.7,6.5,8.0,80.6,7.1,4.8,1.8,0.6,3.1,5,0,2014
3,James HardenHOU,SG,6,43.8,26.8,8.3,22.2,37.6,2.7,9.0,29.6,7.5,8.3,90.0,4.7,5.8,2.0,0.2,3.5,0,0,2014
4,Russell WestbrookOKC,PG,19,38.7,26.7,8.8,20.9,42.0,1.5,5.3,28.0,7.6,8.6,88.4,7.3,8.1,2.2,0.3,4.4,8,3,2014
5,LaMarcus AldridgePOR,C,11,40.1,26.2,10.3,22.7,45.2,0.2,0.3,66.7,5.5,6.8,80.0,10.6,1.5,0.6,1.6,1.7,8,0,2014
6,Dwight HowardHOU,C,6,38.5,26.0,9.7,17.7,54.7,0.0,0.0,0.0,6.7,10.7,62.5,13.7,1.8,0.7,2.8,3.2,6,0,2014
7,DeMar DeRozanTOR,SF,7,40.3,23.9,6.4,16.7,38.5,0.9,2.6,33.3,10.1,11.3,89.9,4.1,3.6,1.1,0.3,2.6,0,0,2014
8,Blake GriffinLAC,PF,13,36.8,23.5,9.0,18.0,50.0,0.1,0.5,14.3,5.5,7.4,74.0,7.4,3.8,1.2,1.1,2.4,1,0,2014
9,Stephen CurryGS,PG,7,42.3,23.0,7.3,16.6,44.0,3.1,8.1,38.6,5.3,6.0,88.1,3.6,8.4,1.7,0.1,3.7,1,0,2014
10,Damian LillardPOR,PG,11,42.4,22.9,7.5,17.2,43.9,2.5,6.4,38.6,5.4,6.0,89.4,5.1,6.5,1.0,0.1,2.7,2,0,2014
11,Paul GeorgeIND,SG,19,41.1,22.6,7.3,16.6,43.8,2.7,6.8,40.3,5.3,6.7,78.9,7.6,3.8,2.2,0.4,2.6,7,0,2014
12,Joe JohnsonBKN,G,12,39.1,21.2,8.2,15.3,53.3,1.8,4.4,41.5,3.0,3.6,83.7,3.8,2.9,0.5,0.3,1.6,0,0,2014
13,Kyle LowryTOR,PG,7,38.7,21.1,6.3,15.6,40.4,2.4,6.1,39.5,6.1,7.0,87.8,4.7,4.7,0.9,0.0,2.9,0,0,2014
14,Monta EllisDAL,SG,7,35.6,20.4,7.4,18.1,40.9,1.7,4.9,35.3,3.9,4.4,87.1,2.4,2.9,1.3,0.1,2.1,0,0,2014
15,Chris PaulLAC,PG,13,36.3,19.8,7.1,15.2,46.7,2.5,5.4,45.7,3.2,4.1,77.4,4.2,10.3,2.8,0.0,3.0,9,0,2014
-,Kemba WalkerCHA,PG,4,38.3,19.5,6.5,13.8,47.3,3.0,6.0,50.0,3.5,4.5,77.8,3.8,6.0,2.0,0.8,3.8,0,0,2014
16,Paul MillsapATL,PF,7,38.1,19.4,5.9,14.7,39.8,1.3,3.9,33.3,6.4,8.0,80.4,10.9,2.9,1.4,1.9,2.9,3,0,2014
17,Chandler ParsonsHOU,SF,6,41.7,19.3,7.7,17.5,43.8,2.2,6.0,36.1,1.8,2.5,73.3,6.8,2.3,0.7,0.3,0.8,1,0,2014
18,Jeff TeagueATL,PG,7,34.6,19.3,6.3,16.0,39.3,1.3,3.9,33.3,5.4,5.7,95.0,3.7,5.0,1.0,0.6,3.0,1,0,2014
19,Bradley BealWSH,SG,11,41.6,19.2,6.8,16.1,42.4,2.0,4.8,41.5,3.5,4.5,79.6,5.0,4.5,1.6,0.6,2.1,0,0,2014
20,Dirk NowitzkiDAL,F,7,37.6,19.1,7.7,18.0,42.9,0.1,1.7,8.3,3.6,4.4,80.6,8.0,1.6,0.9,0.9,2.1,1,0,2014
-,Al JeffersonCHA,C,3,35.3,18.7,8.7,17.7,49.1,0.0,0.0,0.0,1.3,1.7,80.0,9.3,0.7,0.3,1.7,0.3,2,0,2014
-,Taj GibsonCHI,F,5,30.8,18.2,6.4,11.4,56.1,0.0,0.0,0.0,5.4,7.2,75.0,6.2,0.4,0.4,2.4,1.6,1,0,2014
21,Zach RandolphMEM,F,6,39.0,18.2,7.0,17.3,40.4,0.0,0.2,0.0,4.2,6.8,61.0,8.7,2.3,0.8,0.2,1.7,3,0,2014
22,Dwyane WadeMIA,G,20,34.7,17.8,7.0,13.9,50.0,0.5,1.2,37.5,3.5,4.5,76.7,3.9,3.9,1.5,0.3,2.7,0,0,2014
23,Tony ParkerSA,G,23,31.3,17.4,7.3,15.0,48.6,0.6,1.5,37.1,2.2,3.0,72.9,2.0,4.8,0.7,0.1,2.7,2,0,2014
24,Marc GasolMEM,C,7,42.7,17.3,6.7,16.6,40.5,0.0,0.1,0.0,3.9,4.9,79.4,7.7,4.4,1.7,0.9,1.7,2,0,2014
25,Klay ThompsonGS,SG,7,36.7,16.4,5.7,14.0,40.8,2.3,6.3,36.4,2.7,3.4,79.2,3.4,3.6,1.0,0.7,2.1,0,0,2014
26,John WallWSH,PG,11,38.2,16.3,5.5,14.9,36.6,0.6,2.9,21.9,4.7,6.2,76.5,4.0,7.1,1.6,0.7,3.3,2,0,2014
27,Tim DuncanSA,C,23,32.7,16.3,6.5,12.4,52.3,0.0,0.1,0.0,3.3,4.3,76.0,9.2,2.0,0.3,1.3,1.1,9,0,2014
28,Mike ConleyMEM,PG,7,38.1,15.9,6.3,14.6,43.1,0.4,3.9,11.1,2.9,3.7,76.9,4.6,7.9,2.0,0.1,2.1,3,0,2014
29,Jamal CrawfordLAC,G,13,24.1,15.5,5.2,13.2,39.8,2.1,6.1,34.2,3.0,3.4,88.6,1.5,2.0,0.9,0.2,1.2,0,0,2014
30,Nicolas BatumPOR,PF,11,41.7,15.2,6.1,12.9,47.2,1.9,5.5,35.0,1.1,1.4,80.0,7.6,4.8,1.4,0.5,2.5,2,0,2014
31,David WestIND,F,19,36.2,15.1,6.4,12.9,49.4,0.1,0.5,20.0,2.3,3.2,70.5,6.7,3.9,0.7,0.8,2.3,3,0,2014
32,Chris BoshMIA,PF,20,34.3,14.9,5.8,11.5,50.7,1.5,3.7,40.5,1.8,2.4,75.0,5.6,1.1,0.9,1.0,0.7,2,0,2014
33,Wesley MatthewsPOR,SG,11,38.7,14.5,5.1,12.4,41.2,2.0,6.2,32.4,2.4,2.9,81.3,3.9,1.3,1.3,0.5,2.0,0,0,2014
34,Deron WilliamsBKN,PG,12,35.7,14.5,5.0,12.7,39.5,1.5,4.4,34.0,3.0,3.8,80.0,3.2,5.8,1.1,0.2,2.3,0,0,2014
35,Manu GinobiliSA,G,23,25.5,14.3,4.5,10.3,43.9,1.8,4.6,39.0,3.5,4.1,86.2,3.3,4.1,1.6,0.1,2.3,1,0,2014
36,Kawhi LeonardSA,SF,23,32.0,14.3,5.3,10.4,51.0,1.3,3.2,41.9,2.3,3.1,73.6,6.7,1.7,1.7,0.6,1.3,5,0,2014
-,David LeeGS,PF,7,31.0,13.9,5.9,11.0,53.2,0.0,0.0,0.0,2.1,2.7,78.9,9.1,2.6,0.6,0.0,2.4,3,0,2014
37,Nene WSH,C,10,32.5,13.7,6.4,13.8,46.4,0.0,0.0,0.0,0.9,2.6,34.6,5.3,2.6,0.9,1.1,1.7,0,0,2014
38,Paul PierceBKN,SF,12,30.7,13.7,5.0,10.8,46.5,1.6,4.4,35.8,2.1,2.7,78.1,4.5,2.0,1.2,0.3,1.7,0,0,2014
39,Trevor ArizaWSH,SF,11,37.0,13.6,4.7,9.8,48.1,2.3,5.1,44.6,1.9,2.5,77.8,8.9,1.7,1.5,0.4,1.3,3,0,2014
40,Lance StephensonIND,G,19,37.1,13.6,5.3,11.6,45.5,1.3,3.5,35.8,1.8,2.6,71.4,6.9,4.2,0.8,0.2,2.4,3,0,2014
-,Jimmy ButlerCHI,SF,5,43.6,13.6,4.4,11.4,38.6,1.2,4.0,30.0,3.6,4.6,78.3,5.2,2.2,1.2,0.0,0.6,0,0,2014
-,Kyle KorverATL,G,7,35.7,13.4,4.3,9.4,45.5,3.3,7.7,42.6,1.6,1.7,91.7,5.3,0.7,0.6,0.3,1.6,0,0,2014
41,JJ RedickLAC,SG,13,27.0,13.3,4.7,10.2,45.9,2.0,5.0,40.0,1.9,2.0,96.2,1.7,1.5,0.8,0.0,1.0,0,0,2014
-,Mike DunleavyCHI,SG,5,32.6,13.2,5.0,10.6,47.2,2.4,5.2,46.2,0.8,1.2,66.7,3.6,2.4,0.6,0.2,1.0,0,0,2014
-,D.J. AugustinCHI,G,5,28.2,13.2,4.2,14.4,29.2,1.4,5.2,26.9,3.4,3.8,89.5,1.6,4.8,0.6,0.0,1.8,0,0,2014
-,Andre IguodalaGS,F,7,35.4,13.1,4.6,8.9,51.6,1.1,2.1,53.3,2.9,4.7,60.6,4.7,4.4,1.3,0.3,3.0,0,0,2014
1,Anthony DavisNO,PF,4,43.0,31.5,11.8,21.8,54.0,0.0,0.5,0.0,8.0,9.0,88.9,11.0,2.0,1.3,3.0,3.3,3,0,2015
2,LeBron JamesCLE,SF,20,42.2,30.1,11.4,27.2,41.7,1.3,5.5,22.7,6.1,8.4,73.1,11.3,8.5,1.7,1.1,4.1,14,3,2015
3,Stephen CurryGS,PG,21,39.3,28.3,9.5,20.9,45.6,4.7,11.0,42.2,4.6,5.5,83.5,5.0,6.4,1.9,0.1,3.9,1,0,2015
4,James HardenHOU,SG,17,37.4,27.2,7.6,17.3,43.9,2.4,6.3,38.3,9.6,10.5,91.6,5.7,7.5,1.6,0.4,4.5,6,1,2015
5,Monta EllisDAL,SG,5,39.4,26.0,10.4,22.2,46.8,2.2,6.0,36.7,3.0,4.0,75.0,3.2,5.2,2.0,0.6,3.2,0,0,2015
6,Blake GriffinLAC,PF,14,39.8,25.5,10.0,19.6,51.1,0.1,0.5,14.3,5.4,7.6,71.7,12.7,6.1,1.0,1.0,3.2,12,3,2015
7,Bradley BealWSH,SG,10,41.8,23.4,8.1,20.0,40.5,2.3,6.3,36.5,4.9,5.9,83.1,5.5,4.6,1.6,0.7,2.6,0,0,2015
8,Jimmy ButlerCHI,SF,12,42.2,22.9,7.8,17.8,44.1,2.3,6.0,38.9,4.9,6.0,81.9,5.6,3.2,2.4,0.8,1.8,1,0,2015
9,Chris PaulLAC,PG,12,37.1,22.1,7.9,15.8,50.3,2.3,5.4,41.5,4.0,4.3,94.1,4.4,8.8,1.8,0.3,2.2,6,0,2015
10,LaMarcus AldridgePOR,C,5,41.6,21.8,7.4,22.4,33.0,0.6,2.2,27.3,6.4,7.2,88.9,11.2,1.8,0.4,2.4,1.6,3,0,2015
11,Damian LillardPOR,PG,5,40.2,21.6,7.8,19.2,40.6,1.0,6.2,16.1,5.0,6.4,78.1,4.0,4.6,0.4,0.6,2.4,0,0,2015
12,Dirk NowitzkiDAL,F,5,36.2,21.2,7.6,16.8,45.2,0.8,3.4,23.5,5.2,5.6,92.9,10.4,2.4,0.4,0.4,2.0,2,0,2015
13,Derrick RoseCHI,PG,12,37.8,20.3,7.8,19.6,39.6,1.9,5.5,34.8,2.9,3.3,89.7,4.8,6.5,1.2,0.5,3.2,1,0,2015
14,Kawhi LeonardSA,SF,7,35.7,20.3,7.4,15.6,47.7,1.6,3.7,42.3,3.9,5.0,77.1,7.4,2.6,1.1,0.6,2.1,1,0,2015
-,DeMar DeRozanTOR,SF,4,39.8,20.3,8.0,20.0,40.0,0.8,2.0,37.5,3.5,4.3,82.4,6.3,5.8,1.5,0.0,2.5,1,0,2015
15,Brook LopezBKN,C,6,39.0,19.8,7.2,14.5,49.4,0.0,0.0,0.0,5.5,6.7,82.5,9.0,0.8,0.7,2.2,1.0,3,0,2015
16,Marc GasolMEM,C,11,37.8,19.7,6.5,16.4,39.4,0.0,0.2,0.0,6.8,8.0,85.2,10.3,4.5,0.9,1.7,1.5,6,0,2015
17,Kyrie IrvingCLE,PG,13,35.7,19.0,6.2,14.2,43.8,2.1,4.6,45.0,4.5,5.3,84.1,3.6,3.8,1.3,0.8,1.5,1,0,2015
18,Klay ThompsonGS,SG,21,36.2,18.6,7.1,15.9,44.6,2.7,7.0,39.0,1.7,2.1,80.0,3.9,2.6,0.8,0.9,2.0,0,0,2015
-,Eric GordonNO,SG,4,35.8,18.5,7.0,15.8,44.4,3.3,8.0,40.6,1.3,1.5,83.3,2.3,3.8,0.5,0.5,2.5,0,0,2015
19,Tim DuncanSA,C,7,35.7,17.9,7.6,12.9,58.9,0.0,0.1,0.0,2.7,4.9,55.9,11.1,3.3,1.3,1.4,1.0,6,0,2015
-,Isaiah ThomasBOS,G,4,29.8,17.5,4.5,13.5,33.3,0.8,4.5,16.7,7.8,8.0,96.9,3.0,7.0,0.8,0.0,3.5,1,0,2015
20,John WallWSH,PG,7,39.0,17.4,6.1,15.7,39.1,0.4,2.4,17.6,4.7,5.6,84.6,4.7,11.9,1.4,1.4,3.9,5,0,2015
-,CJ McCollumPOR,SG,5,33.2,17.0,6.4,13.4,47.8,2.2,4.6,47.8,2.0,2.6,76.9,4.0,0.4,1.2,0.2,1.2,0,0,2015
21,Jeff TeagueATL,PG,16,33.1,16.8,6.1,14.9,41.0,1.3,4.1,32.3,3.3,3.8,86.7,3.2,6.7,1.5,0.4,2.7,1,0,2015
-,Joe JohnsonBKN,G,6,41.5,16.5,5.7,15.7,36.2,2.0,6.8,29.3,3.2,4.0,79.2,7.7,4.8,1.2,0.0,0.8,1,0,2015
22,Dwight HowardHOU,C,17,33.8,16.4,6.2,10.7,57.7,0.0,0.0,0.0,4.0,9.7,41.2,14.0,1.2,1.4,2.3,2.2,13,0,2015
-,Khris MiddletonMIL,SF,6,38.7,15.8,5.8,15.3,38.0,1.8,5.7,32.4,2.3,2.5,93.3,3.7,2.0,2.3,0.5,1.7,0,0,2015
23,Zach RandolphMEM,F,11,34.7,15.6,6.5,15.3,42.3,0.1,0.5,20.0,2.6,3.0,87.9,8.5,2.1,0.5,0.0,2.1,4,0,2015
24,Paul MillsapATL,PF,16,35.4,15.2,5.3,13.1,40.7,0.9,3.1,30.6,3.6,4.9,74.4,8.7,3.4,1.6,0.9,2.1,6,0,2015
25,JJ RedickLAC,SG,14,38.6,14.9,5.0,11.5,43.5,2.5,6.3,39.8,2.4,2.5,94.3,2.1,1.7,0.7,0.4,1.9,0,0,2015
26,Paul PierceWSH,SF,10,29.8,14.6,4.8,9.9,48.5,3.3,6.3,52.4,1.7,2.0,85.0,4.2,0.9,0.6,0.7,1.0,0,0,2015
27,DeMarre CarrollATL,F,16,34.9,14.6,5.4,11.1,48.6,1.8,4.5,40.3,2.0,2.6,78.0,6.1,2.0,1.1,0.3,0.9,2,0,2015
28,Al HorfordATL,C,16,32.6,14.4,6.7,13.2,50.7,0.1,0.6,22.2,0.9,1.3,75.0,8.6,3.7,0.8,1.4,1.6,7,0,2015
29,Pau GasolCHI,PF,10,31.7,14.4,5.6,11.5,48.7,0.0,0.4,0.0,3.2,4.2,76.2,9.4,3.1,0.5,2.1,2.1,6,0,2015
30,Mike ConleyMEM,PG,8,30.4,14.4,5.1,12.0,42.7,1.3,4.1,30.3,2.9,3.5,82.1,1.1,5.0,1.4,0.0,1.5,0,0,2015
-,Kevin LoveCLE,PF,4,26.8,14.3,4.3,10.3,41.5,2.3,5.3,42.9,3.5,4.8,73.7,7.0,2.5,0.3,0.5,1.5,1,0,2015
-,Nicolas BatumPOR,PF,5,41.8,14.2,4.8,14.0,34.3,2.6,7.8,33.3,2.0,2.6,76.9,8.6,5.2,0.2,0.2,2.4,1,0,2015
31,Draymond GreenGS,PF,21,37.3,13.7,4.8,11.4,41.7,1.1,4.3,26.4,3.0,4.1,73.6,10.1,5.2,1.8,1.2,2.8,12,1,2015
32,Josh SmithHOU,PF,17,23.3,13.5,5.0,11.4,43.8,1.6,4.2,38.0,1.9,4.4,43.2,5.6,2.7,0.5,1.0,2.2,0,0,2015
33,Courtney LeeMEM,G,11,33.4,13.3,5.0,9.1,55.0,1.3,2.7,46.7,2.0,2.1,95.7,2.5,2.2,1.1,0.0,1.2,0,0,2015
34,Trevor ArizaHOU,SF,17,38.5,13.2,4.4,10.4,42.6,2.1,5.6,37.5,2.2,2.5,90.5,6.4,2.6,1.8,0.1,1.4,2,0,2015
35,DeAndre JordanLAC,C,14,34.4,13.1,4.1,5.8,71.6,0.0,0.0,0.0,4.8,11.2,42.7,13.4,1.1,1.1,2.4,1.2,8,0,2015
36,JR SmithCLE,G,18,31.1,12.8,4.6,11.4,40.3,2.8,7.9,35.9,0.8,1.1,70.0,4.7,1.2,0.9,0.6,0.8,2,0,2015
-,Lou WilliamsTOR,SG,4,25.5,12.8,4.0,12.8,31.4,1.0,5.3,19.0,3.8,4.5,83.3,1.8,1.3,1.5,0.0,0.8,0,0,2015
37,Jamal CrawfordLAC,G,14,27.1,12.7,4.8,13.3,36.0,1.3,5.3,24.3,1.9,2.1,86.7,2.1,1.9,0.9,0.2,1.2,0,0,2015
38,Marcin GortatWSH,C,10,30.7,12.4,5.4,8.6,62.8,0.0,0.0,0.0,1.6,2.4,66.7,8.8,2.2,0.6,1.1,1.6,3,0,2015
-,Jarrett JackBKN,G,6,25.5,12.3,4.7,9.0,51.9,0.8,2.5,33.3,2.2,2.2,100.0,4.2,4.5,1.2,0.2,3.3,0,0,2015
-,Kyle LowryTOR,PG,4,32.8,12.3,4.5,14.3,31.6,1.3,5.8,21.7,2.0,2.8,72.7,5.5,4.8,1.3,0.0,3.0,0,0,2015
-,Avery BradleyBOS,PG,4,33.3,12.3,4.8,12.5,38.0,1.3,4.8,26.3,1.5,1.8,85.7,3.8,0.8,0.8,0.0,0.8,0,0,2015
1,Kevin DurantOKC,PF,18,40.3,28.4,9.7,22.6,43.0,1.7,6.1,28.2,7.2,8.1,89.0,7.1,3.3,1.0,1.0,3.6,2,0,2016
2,Paul GeorgeIND,SG,7,39.3,27.3,8.0,17.6,45.5,2.6,6.1,41.9,8.7,9.1,95.3,7.6,4.3,2.0,0.7,3.3,3,0,2016
3,James HardenHOU,SG,5,38.6,26.6,8.2,20.0,41.0,2.6,8.4,31.0,7.6,9.0,84.4,5.2,7.6,2.4,0.2,5.2,2,0,2016
4,Damian LillardPOR,PG,11,39.7,26.5,8.1,22.0,36.8,3.8,9.7,39.3,6.5,7.1,91.0,4.3,6.3,1.3,0.3,3.0,2,0,2016
5,LeBron JamesCLE,SF,21,39.1,26.3,10.4,19.9,52.5,1.5,4.5,34.0,3.9,5.9,66.1,9.5,7.6,2.3,1.3,3.6,13,2,2016
6,Russell WestbrookOKC,PG,18,37.4,26.0,8.8,21.8,40.5,1.9,5.8,32.4,6.4,7.8,82.9,6.9,11.0,2.6,0.1,4.3,15,1,2016
7,Kyrie IrvingCLE,PG,21,36.9,25.2,9.6,20.1,47.5,2.4,5.5,44.0,3.7,4.2,87.5,3.0,4.7,1.7,0.6,2.3,0,0,2016
8,Stephen CurryGS,PG,18,34.1,25.1,8.2,18.8,43.8,4.4,11.0,40.4,4.2,4.6,91.6,5.5,5.2,1.4,0.3,4.2,3,0,2016
9,Klay ThompsonGS,SG,24,35.4,24.3,8.4,18.9,44.4,4.1,9.6,42.4,3.4,4.0,85.4,3.7,2.3,1.1,0.4,2.0,0,0,2016
10,Isaiah ThomasBOS,G,6,36.7,24.2,7.8,19.8,39.5,2.2,7.7,28.3,6.3,7.8,80.9,3.0,5.0,0.7,0.8,2.3,1,0,2016
-,Chris PaulLAC,PG,4,31.3,23.8,9.3,19.0,48.7,1.5,5.0,30.0,3.8,3.8,100.0,4.0,7.3,2.3,0.0,1.0,1,0,2016
11,Kemba WalkerCHA,PG,7,37.1,22.7,8.0,21.9,36.6,2.0,6.1,32.6,4.7,5.0,94.3,3.0,4.0,1.3,0.6,1.7,0,0,2016
12,Kawhi LeonardSA,SF,10,33.9,22.5,8.3,16.6,50.0,1.7,3.9,43.6,4.2,5.1,82.4,6.3,2.8,2.6,1.4,1.6,1,0,2016
13,LaMarcus AldridgeSA,C,10,33.7,21.9,8.8,16.9,52.1,0.2,0.2,100.0,4.1,4.6,89.1,8.3,1.0,0.4,1.4,1.1,3,0,2016
