RK,Name,POS,GP,GS,QS,ERA,W,L,SV,HLD,IP,H,ER,HR,BB,K,K/9,WAR,WHIP,Year
1,Felix HernandezSEA,SP,34,34,30,2.27,13,12,0,0,249.2,194,63,17,70,232,8.4,6.8,1.06,2010
2,Josh JohnsonFLA,SP,28,28,23,2.3,11,6,0,0,183.2,155,47,7,48,186,9.1,6.8,1.11,2010
3,Clay BuchholzBOS,SP,28,28,19,2.33,17,7,0,0,173.2,142,45,9,67,120,6.2,5.4,1.2,2010
4,Adam WainwrightSTL,SP,33,33,25,2.42,20,11,0,0,230.1,186,62,15,56,213,8.3,5.9,1.05,2010
5,Roy HalladayPHI,SP,33,33,25,2.44,21,10,0,0,250.2,231,68,24,30,219,7.9,8.3,1.04,2010
6,Jaime GarciaSTL,SP,28,28,19,2.7,13,8,0,0,163.1,151,49,9,64,132,7.3,2.5,1.32,2010
7,David PriceTB,RP,32,31,25,2.72,19,6,0,0,208.2,170,63,15,79,188,8.1,4.4,1.19,2010
8,Roy OswaltPHI/HOU,SP,33,32,24,2.76,13,13,0,0,211.2,162,65,19,55,193,8.2,3.2,1.03,2010
9,Tim HudsonATL,SP,34,34,25,2.83,17,9,0,0,228.2,189,72,20,74,139,5.5,5.5,1.15,2010
10,R.A. DickeyNYM,SP,27,26,19,2.84,11,9,0,1,174.1,165,55,13,42,104,5.4,3.4,1.19,2010
11,Ubaldo JimenezCOL,SP,33,33,25,2.88,19,8,0,0,221.2,164,71,10,92,214,8.7,7.3,1.15,2010
12,Clayton KershawLAD,SP,32,32,23,2.91,13,10,0,0,204.1,160,66,13,81,212,9.3,5.4,1.18,2010
13,Mat LatosSD,SP,31,31,21,2.92,14,10,0,0,184.2,150,60,16,50,189,9.2,3.0,1.08,2010
14,Trevor CahillOAK,SP,30,30,21,2.97,18,8,0,0,196.2,155,65,19,63,118,5.4,3.7,1.11,2010
15,Johan SantanaNYM,SP,29,29,17,2.98,11,9,0,0,199.0,179,66,16,55,144,6.5,4.5,1.18,2010
16,Jered WeaverLAA,SP,34,34,27,3.01,13,12,0,0,224.1,187,75,23,54,233,9.3,4.9,1.07,2010
17,Cole HamelsPHI,SP,33,33,21,3.06,12,11,0,0,208.2,185,71,26,61,211,9.1,5.3,1.18,2010
18,Jonathan SanchezSF,SP,34,33,14,3.07,13,9,0,1,193.1,142,66,21,96,205,9.5,3.0,1.23,2010
19,Brett MyersHOU,SP,33,33,24,3.14,14,8,0,0,223.2,212,78,20,66,180,7.2,4.7,1.24,2010
20,Matt CainSF,SP,33,33,25,3.14,13,11,0,0,223.1,181,78,22,61,177,7.1,3.8,1.08,2010
21,Cliff LeeSEA/TEX,SP,28,28,18,3.18,12,9,0,0,212.1,195,75,16,18,185,7.8,1.5,1.0,2010
22,CC SabathiaNYY,SP,34,34,26,3.18,21,7,0,0,237.2,209,84,20,74,197,7.5,4.4,1.19,2010
23,Chris CarpenterSTL,SP,35,35,25,3.22,16,9,0,0,235.0,214,84,21,63,179,6.9,2.7,1.18,2010
24,Gio GonzalezOAK,SP,33,33,23,3.23,15,9,0,0,200.2,171,72,15,92,171,7.7,3.6,1.31,2010
25,Jon LesterBOS,SP,32,32,20,3.25,19,9,0,0,208.0,167,75,14,83,225,9.7,4.9,1.2,2010
26,Tommy HansonATL,SP,34,34,19,3.33,10,11,0,0,202.2,182,75,14,56,173,7.7,2.6,1.17,2010
27,C.J. WilsonTEX,SP,33,33,20,3.35,15,8,0,0,204.0,161,76,10,93,170,7.5,4.7,1.25,2010
28,Justin VerlanderDET,SP,33,33,22,3.37,18,9,0,0,224.1,190,84,14,71,219,8.8,4.1,1.16,2010
29,Hiroki KurodaLAD,SP,31,31,21,3.39,11,13,0,0,196.1,180,74,15,48,159,7.3,3.3,1.16,2010
30,Tim LincecumSF,RP,33,33,22,3.43,16,10,0,0,212.1,194,81,18,76,231,9.8,3.0,1.27,2010
31,Jon GarlandSD,SP,33,33,19,3.47,14,12,0,0,200.0,176,77,20,87,136,6.1,1.1,1.32,2010
32,Max ScherzerDET,SP,31,31,18,3.5,12,11,0,0,195.2,174,76,20,70,184,8.5,3.1,1.25,2010
33,Dallas BradenOAK,SP,30,30,17,3.5,11,14,0,0,192.2,180,75,17,43,113,5.3,2.2,1.16,2010
34,Anibal SanchezFLA,SP,32,32,20,3.55,13,12,0,0,195.0,192,77,10,70,157,7.2,2.9,1.34,2010
35,Chad BillingsleyLAD,SP,31,31,18,3.57,12,11,0,0,191.2,176,76,8,69,171,8.0,3.4,1.28,2010
36,Wandy RodriguezHOU,SP,32,32,23,3.6,11,12,0,0,195.0,183,78,16,68,178,8.2,2.3,1.29,2010
37,Francisco LirianoMIN,RP,31,31,20,3.62,14,10,0,0,191.2,184,77,9,58,201,9.4,4.0,1.26,2010
38,Ted LillyCHC/LAD,SP,30,30,22,3.62,10,12,0,0,193.2,165,78,32,44,166,7.7,1.8,1.08,2010
39,Johnny CuetoCIN,SP,31,31,18,3.64,12,7,0,0,185.2,181,75,19,56,138,6.7,2.2,1.28,2010
40,Shaun MarcumTOR,SP,31,31,20,3.64,13,8,0,0,195.1,181,79,24,43,165,7.6,3.8,1.15,2010
41,Livan HernandezWSH,RP,33,33,22,3.66,10,12,0,0,211.2,216,86,16,64,114,4.8,2.9,1.32,2010
42,Mike PelfreyNYM,SP,34,33,20,3.66,15,9,1,0,204.0,213,83,12,68,113,5.0,2.3,1.38,2010
43,Colby LewisTEX,SP,32,32,20,3.72,12,13,0,0,201.0,174,83,21,65,196,8.8,3.4,1.19,2010
44,John DanksCHW,SP,32,32,21,3.72,15,11,0,0,213.0,189,88,18,70,162,6.8,4.9,1.22,2010
45,Ricky RomeroTOR,SP,32,32,20,3.73,14,9,0,0,210.0,189,87,15,82,174,7.5,2.9,1.29,2010
46,Carl PavanoMIN,SP,32,32,21,3.75,17,11,0,0,221.0,227,92,24,37,117,4.8,3.5,1.19,2010
47,Clayton RichardSD,SP,33,33,20,3.75,14,9,0,0,201.2,206,84,16,78,153,6.8,0.8,1.41,2010
48,Roberto HernandezCLE,SP,33,33,22,3.77,13,14,0,0,210.1,203,88,17,72,124,5.3,2.5,1.31,2010
49,Jason VargasSEA,SP,31,31,21,3.78,9,12,0,0,192.2,187,81,18,54,116,5.4,2.3,1.25,2010
50,Ian KennedyARI,RP,32,32,15,3.8,9,10,0,0,194.0,163,82,26,70,168,7.8,2.7,1.2,2010
1,Clayton KershawLAD,SP,33,33,25,2.28,21,5,0,0,233.1,174,59,15,54,248,9.6,6.3,0.98,2011
2,Roy HalladayPHI,SP,32,32,25,2.35,19,6,0,0,233.2,208,61,10,35,220,8.5,8.5,1.04,2011
3,Cliff LeePHI,SP,32,32,25,2.4,17,8,0,0,232.2,197,62,18,42,238,9.2,8.3,1.03,2011
4,Justin VerlanderDET,SP,34,34,28,2.4,24,5,0,0,251.0,174,67,24,57,250,9.0,8.3,0.92,2011
5,Jered WeaverLAA,SP,33,33,28,2.41,18,8,0,0,235.2,182,63,20,56,198,7.6,6.7,1.01,2011
6,Ryan VogelsongSF,SP,30,28,19,2.71,13,7,0,0,179.2,164,54,15,61,139,7.0,2.9,1.25,2011
7,Tim LincecumSF,RP,33,33,23,2.74,13,14,0,0,217.0,176,66,15,86,220,9.1,3.9,1.21,2011
8,Cole HamelsPHI,SP,32,31,24,2.79,14,9,0,0,216.0,169,67,19,44,194,8.1,6.2,0.99,2011
9,James ShieldsTB,SP,33,33,25,2.82,16,12,0,0,249.1,195,78,26,65,225,8.1,4.7,1.04,2011
10,Doug FisterSEA/DET,SP,32,31,20,2.83,11,13,0,0,216.1,193,68,11,37,146,6.1,2.6,1.06,2011
11,Ian KennedyARI,RP,33,33,24,2.88,21,4,0,0,222.0,186,71,19,55,198,8.0,4.7,1.09,2011
12,Matt CainSF,SP,33,33,26,2.88,12,11,0,0,221.2,177,71,9,63,179,7.3,3.3,1.08,2011
13,Josh BeckettBOS,SP,30,30,20,2.89,13,7,0,0,193.0,146,62,21,52,175,8.2,5.5,1.03,2011
14,Ricky RomeroTOR,SP,32,32,25,2.92,15,11,0,0,225.0,176,73,26,80,178,7.1,6.2,1.14,2011
15,C.J. WilsonTEX,SP,34,34,23,2.94,16,7,0,0,223.1,191,73,16,74,206,8.3,4.4,1.19,2011
16,Jeremy HellicksonTB,SP,29,29,20,2.95,13,10,0,0,189.0,146,62,21,72,117,5.6,3.5,1.15,2011
17,CC SabathiaNYY,SP,33,33,22,3.0,19,8,0,0,237.1,230,79,17,61,230,8.7,7.0,1.23,2011
18,Hiroki KurodaLAD,SP,32,32,22,3.07,13,16,0,0,202.0,196,69,24,49,161,7.2,2.9,1.21,2011
19,Gio GonzalezOAK,SP,32,32,19,3.12,16,12,0,0,202.0,175,70,17,91,197,8.8,3.9,1.32,2011
20,Dan HarenLAA,SP,35,34,26,3.17,16,10,0,0,238.1,211,84,20,33,192,7.3,4.0,1.02,2011
21,Jordan ZimmermannWSH,SP,26,26,16,3.18,8,11,0,0,161.1,154,57,12,31,124,6.9,2.8,1.15,2011
22,Justin MastersonCLE,SP,34,33,22,3.21,12,10,0,0,216.0,211,77,11,65,158,6.6,3.6,1.28,2011
23,Madison BumgarnerSF,SP,33,33,23,3.21,13,13,0,0,204.2,202,73,12,46,191,8.4,2.1,1.21,2011
24,Tim HudsonATL,SP,33,33,23,3.22,16,10,0,0,215.0,189,77,14,56,158,6.6,2.7,1.14,2011
25,R.A. DickeyNYM,SP,33,32,22,3.28,8,13,0,1,208.2,202,76,18,54,134,5.8,3.1,1.23,2011
26,Matt GarzaCHC,SP,31,31,20,3.32,10,10,0,0,198.0,186,73,14,63,197,9.0,2.5,1.26,2011
27,Brandon McCarthyOAK,SP,25,25,16,3.32,9,9,0,0,170.2,168,63,11,25,123,6.5,2.9,1.13,2011
28,Jeff KarstensPIT,SP,30,26,16,3.38,9,9,0,0,162.1,163,61,22,33,96,5.3,2.3,1.21,2011
29,Ervin SantanaLAA,SP,33,33,21,3.38,11,12,0,0,228.2,207,86,26,72,178,7.0,2.7,1.22,2011
30,Kyle LohseSTL,SP,30,30,16,3.39,14,8,0,0,188.1,178,71,16,42,111,5.3,2.2,1.17,2011
31,Matt HarrisonTEX,SP,31,30,20,3.39,14,9,0,0,185.2,180,70,13,57,126,6.1,3.5,1.28,2011
32,Chris CarpenterSTL,SP,34,34,21,3.45,11,9,0,0,237.1,243,91,16,55,191,7.2,3.5,1.26,2011
33,Felix HernandezSEA,SP,33,33,22,3.47,14,14,0,0,233.2,218,90,19,67,222,8.6,3.4,1.22,2011
34,Mat LatosSD,SP,31,31,20,3.47,9,14,0,0,194.1,168,75,16,62,185,8.6,1.5,1.18,2011
35,Jon LesterBOS,SP,31,31,19,3.47,15,9,0,0,191.2,166,74,20,75,182,8.5,4.1,1.26,2011
36,Daniel HudsonARI,RP,33,33,21,3.49,16,12,0,0,222.0,217,86,17,50,169,6.9,1.4,1.2,2011
37,Wandy RodriguezHOU,SP,30,30,20,3.49,11,11,0,0,191.0,182,74,25,69,166,7.8,2.3,1.31,2011
38,David PriceTB,RP,34,34,21,3.49,12,13,0,0,224.1,192,87,22,63,218,8.7,2.4,1.14,2011
39,Alexi OgandoTEX,RP,31,29,17,3.51,13,8,0,0,169.0,149,66,16,43,126,6.7,3.2,1.14,2011
40,Yovani GallardoMIL,SP,33,33,23,3.52,17,10,0,0,207.1,193,81,27,59,207,9.0,2.2,1.22,2011
41,Shaun MarcumMIL,SP,33,33,20,3.54,13,7,0,0,200.2,175,79,22,57,158,7.1,2.9,1.16,2011
42,Jaime GarciaSTL,SP,32,32,18,3.56,13,7,0,0,194.2,207,77,15,50,156,7.2,0.7,1.32,2011
43,Mark BuehrleCHW,SP,31,31,22,3.59,13,9,0,0,205.1,221,82,21,45,109,4.8,3.5,1.3,2011
44,Jhoulys ChacinCOL,RP,31,31,18,3.62,11,14,0,0,194.0,168,78,20,87,150,7.0,3.6,1.31,2011
45,Aaron HarangSD,SP,28,28,18,3.64,14,7,0,0,170.2,175,69,20,58,124,6.5,0.7,1.37,2011
46,Paul MaholmPIT,RP,26,26,13,3.66,6,14,0,0,162.1,160,66,11,50,97,5.4,2.1,1.29,2011
47,Anibal SanchezFLA,SP,32,32,19,3.67,8,9,0,0,196.1,187,80,20,64,202,9.3,3.5,1.28,2011
48,Randy WolfMIL,SP,33,33,21,3.69,13,10,0,0,212.1,214,87,23,66,134,5.7,2.5,1.32,2011
49,Javier VazquezFLA,SP,32,32,19,3.69,13,11,0,0,192.2,178,79,21,50,162,7.6,2.7,1.18,2011
50,Joe SaundersARI,SP,33,33,20,3.69,12,13,0,0,212.0,210,87,29,67,108,4.6,1.4,1.31,2011
1,Clayton KershawLAD,SP,33,33,25,2.53,14,9,0,0,227.2,170,64,16,63,229,9.1,6.2,1.02,2012
2,David PriceTB,RP,31,31,25,2.56,20,5,0,0,211.0,173,60,16,59,205,8.7,6.4,1.1,2012
3,Justin VerlanderDET,SP,33,33,25,2.64,17,8,0,0,238.1,192,70,19,60,239,9.0,7.6,1.06,2012
4,R.A. DickeyNYM,SP,34,33,27,2.73,20,6,0,0,233.2,192,71,24,54,230,8.9,5.6,1.05,2012
5,Johnny CuetoCIN,SP,33,33,23,2.78,19,9,0,0,217.0,205,67,15,49,170,7.1,5.8,1.17,2012
6,Matt CainSF,SP,32,32,21,2.79,16,5,0,0,219.1,177,68,21,51,193,7.9,3.5,1.04,2012
7,Jered WeaverLAA,SP,30,30,21,2.81,20,5,0,0,188.2,147,59,20,45,142,6.8,3.7,1.02,2012
8,Kyle LohseSTL,SP,33,33,24,2.86,16,3,0,0,211.0,192,67,19,38,143,6.1,3.9,1.09,2012
9,Gio GonzalezWSH,SP,32,32,22,2.89,21,8,0,0,199.1,149,64,9,76,207,9.3,4.5,1.13,2012
10,Jordan ZimmermannWSH,SP,32,32,24,2.94,12,8,0,0,195.2,186,64,18,43,153,7.0,4.4,1.17,2012
11,Chris SaleCHW,SP,30,29,19,3.05,17,8,0,0,192.0,167,65,19,51,192,9.0,5.7,1.14,2012
12,Cole HamelsPHI,SP,31,31,23,3.05,17,6,0,0,215.1,190,73,24,52,216,9.0,4.2,1.12,2012
13,Felix HernandezSEA,SP,33,33,21,3.06,13,9,0,0,232.0,209,79,14,56,223,8.7,4.6,1.14,2012
14,Jeremy HellicksonTB,SP,31,31,17,3.1,10,11,0,0,177.0,163,61,25,59,124,6.3,2.9,1.25,2012
15,Cliff LeePHI,SP,30,30,21,3.16,6,9,0,0,211.0,207,74,26,28,207,8.8,4.2,1.11,2012
16,Matt HarrisonTEX,SP,32,32,20,3.29,18,11,0,0,213.1,210,78,22,59,133,5.6,6.2,1.26,2012
17,Hiroki KurodaNYY,SP,33,33,20,3.32,16,11,0,0,219.2,205,81,25,51,167,6.8,5.2,1.17,2012
18,Wade MileyARI,SP,32,29,18,3.33,16,11,0,0,194.2,193,72,14,37,144,6.7,3.2,1.18,2012
19,Ryan VogelsongSF,SP,31,31,22,3.37,14,9,0,0,189.2,171,71,17,62,158,7.5,1.7,1.23,2012
20,Madison BumgarnerSF,SP,32,32,19,3.37,16,11,0,0,208.1,183,78,23,49,191,8.3,1.8,1.11,2012
21,Jake PeavyCHW,SP,32,32,23,3.37,11,12,0,0,219.0,191,82,27,49,194,8.0,5.0,1.1,2012
22,CC SabathiaNYY,SP,28,28,19,3.38,15,6,0,0,200.0,184,75,22,44,197,8.9,3.3,1.14,2012
23,Ryan DempsterTEX/CHC,SP,28,28,18,3.38,12,8,0,0,173.0,155,65,19,52,153,8.0,3.6,1.2,2012
24,Ross DetwilerWSH,RP,33,27,12,3.4,10,8,0,1,164.1,149,62,15,52,105,5.8,1.6,1.22,2012
25,Jon NieseNYM,SP,30,30,22,3.4,13,9,0,0,190.1,174,72,22,49,155,7.3,3.2,1.17,2012
26,Jarrod ParkerOAK,SP,29,29,20,3.47,13,8,0,0,181.1,166,70,11,63,140,6.9,3.8,1.26,2012
27,Zack GreinkeLAA/MIL,SP,34,34,20,3.48,15,5,0,0,212.1,200,82,18,54,200,8.5,3.3,1.2,2012
28,Mat LatosCIN,SP,33,33,18,3.48,14,4,0,0,209.1,179,81,25,64,185,8.0,4.2,1.16,2012
29,A.J. BurnettPIT,SP,31,31,20,3.51,16,10,0,0,202.1,189,79,18,62,180,8.0,1.9,1.24,2012
30,James ShieldsTB,SP,33,33,20,3.52,15,10,0,0,227.2,208,89,25,58,223,8.8,2.2,1.17,2012
31,Scott DiamondMIN,RP,27,27,16,3.54,12,9,0,0,173.0,184,68,17,31,90,4.7,2.2,1.24,2012
32,Aaron HarangLAD,SP,31,31,16,3.61,10,10,0,0,179.2,167,72,14,85,131,6.6,1.4,1.4,2012
33,Tim HudsonATL,SP,28,28,15,3.62,16,7,0,0,179.0,168,72,12,48,102,5.1,1.3,1.21,2012
34,Yovani GallardoMIL,SP,33,33,25,3.66,16,9,0,0,204.0,185,83,26,81,204,9.0,2.8,1.3,2012
35,Paul MaholmATL/CHC,RP,32,31,19,3.67,13,11,0,0,189.0,178,77,20,53,140,6.7,1.9,1.22,2012
36,Homer BaileyCIN,SP,33,33,21,3.68,13,10,0,0,208.0,206,85,26,52,168,7.3,2.6,1.24,2012
37,Chris CapuanoLAD,RP,33,33,18,3.72,12,12,0,0,198.1,188,82,25,54,162,7.4,1.8,1.22,2012
38,Mark BuehrleMIA,SP,31,31,17,3.74,13,13,0,0,202.1,197,84,26,40,125,5.6,3.2,1.17,2012
39,Max ScherzerDET,SP,32,32,20,3.74,16,7,0,0,187.2,179,78,23,60,231,11.1,4.0,1.27,2012
40,Tommy MiloneOAK,RP,31,31,16,3.74,13,10,0,0,190.0,207,79,24,36,137,6.5,2.0,1.28,2012
41,Bronson ArroyoCIN,SP,32,32,19,3.74,12,10,0,0,202.0,209,84,26,35,129,5.7,3.4,1.21,2012
42,Wandy RodriguezPIT/HOU,SP,34,33,21,3.76,12,13,0,0,205.2,205,86,21,56,139,6.1,1.7,1.27,2012
43,Lucas HarrellHOU,RP,32,32,14,3.76,11,11,0,0,193.2,185,81,13,78,140,6.5,2.8,1.36,2012
44,Trevor CahillARI,SP,32,32,18,3.78,13,12,0,0,200.0,184,84,16,74,156,7.0,2.5,1.29,2012
45,Lance LynnSTL,SP,35,29,16,3.78,18,7,0,1,176.0,168,74,16,64,180,9.2,2.0,1.32,2012
46,Matt MooreTB,RP,31,31,14,3.81,11,11,0,0,177.1,158,75,18,81,175,8.9,1.2,1.35,2012
47,Josh JohnsonMIA,SP,31,31,22,3.81,8,14,0,0,191.1,180,81,14,65,165,7.8,3.1,1.28,2012
48,Jeff SamardzijaCHC,SP,28,28,17,3.81,9,13,0,0,174.2,157,74,20,56,180,9.3,1.6,1.22,2012
49,C.J. WilsonLAA,SP,34,34,21,3.83,13,10,0,0,202.1,181,86,19,91,173,7.7,0.4,1.34,2012
50,Jason VargasSEA,SP,33,33,22,3.85,14,11,0,0,217.1,201,93,35,55,141,5.8,2.8,1.18,2012
1,Clayton KershawLAD,SP,33,33,27,1.83,16,9,0,0,236.0,164,48,11,52,232,8.8,7.9,0.92,2013
2,Jose FernandezMIA,SP,28,28,20,2.19,12,6,0,0,172.2,111,42,10,58,187,9.7,6.3,0.98,2013
3,Matt HarveyNYM,SP,26,26,20,2.27,9,5,0,0,178.1,135,45,7,31,191,9.6,5.2,0.93,2013
4,Anibal SanchezDET,SP,29,29,20,2.57,14,8,0,0,182.0,156,52,9,54,202,10.0,6.3,1.15,2013
5,Zack GreinkeLAD,SP,28,28,18,2.63,15,4,0,0,177.2,152,52,13,46,148,7.5,3.9,1.11,2013
6,Bartolo ColonOAK,SP,30,30,23,2.65,18,6,0,0,190.1,193,56,14,29,117,5.5,5.1,1.17,2013
7,Hisashi IwakumaSEA,SP,33,33,23,2.66,14,6,0,0,219.2,179,65,25,42,185,7.6,7.0,1.01,2013
8,Madison BumgarnerSF,SP,31,31,22,2.77,13,9,0,0,201.1,146,62,15,62,199,8.9,3.9,1.03,2013
9,Yu DarvishTEX,SP,32,32,21,2.83,13,9,0,0,209.2,145,66,26,80,277,11.9,5.8,1.07,2013
10,Cliff LeePHI,SP,31,31,24,2.87,14,8,0,0,222.2,193,71,22,32,222,9.0,7.3,1.01,2013
11,Max ScherzerDET,SP,32,32,25,2.9,21,3,0,0,214.1,152,69,18,56,240,10.1,6.7,0.97,2013
12,Adam WainwrightSTL,SP,34,34,26,2.94,19,9,0,0,241.2,223,79,15,35,219,8.2,6.2,1.07,2013
13,Stephen StrasburgWSH,SP,30,30,18,3.0,8,9,0,0,183.0,136,61,16,56,191,9.4,3.1,1.05,2013
13,Hyun Jin RyuLAD,SP,30,30,22,3.0,14,8,0,0,192.0,182,64,15,49,154,7.2,3.3,1.2,2013
15,Felix HernandezSEA,SP,31,31,22,3.04,12,10,0,0,204.1,185,69,15,46,216,9.5,5.2,1.13,2013
16,Shelby MillerSTL,RP,31,31,13,3.06,15,9,0,0,173.1,152,59,20,57,169,8.8,3.4,1.21,2013
17,Chris SaleCHW,SP,30,30,23,3.07,11,14,0,0,214.1,184,73,23,46,226,9.5,6.9,1.07,2013
18,Andrew CashnerSD,SP,31,26,19,3.09,10,9,0,1,175.0,151,60,12,47,128,6.6,2.4,1.13,2013
19,Travis WoodCHC,SP,32,32,24,3.11,9,12,0,0,200.0,163,69,18,66,144,6.5,4.4,1.15,2013
20,Kris MedlenATL,SP,32,31,22,3.11,15,12,0,0,197.0,194,68,18,47,157,7.2,3.3,1.22,2013
21,James ShieldsKC,SP,34,34,27,3.15,13,9,0,0,228.2,215,80,20,68,196,7.7,4.1,1.24,2013
22,Mat LatosCIN,SP,32,32,21,3.16,14,7,0,0,210.2,197,74,14,58,187,8.0,3.8,1.21,2013
23,Julio TeheranATL,SP,30,30,18,3.2,14,8,0,0,185.2,173,66,22,45,170,8.2,3.2,1.17,2013
24,Mike MinorATL,SP,32,32,23,3.21,13,9,0,0,204.2,177,73,22,46,181,8.0,3.1,1.09,2013
25,Ervin SantanaKC,SP,32,32,23,3.24,9,10,0,0,211.0,190,76,26,51,161,6.9,2.9,1.14,2013
26,Jordan ZimmermannWSH,SP,32,32,21,3.25,19,9,0,0,213.1,192,77,19,40,161,6.8,3.7,1.09,2013
27,A.J. BurnettPIT,SP,30,30,18,3.3,10,11,0,0,191.0,165,70,11,67,209,9.8,1.7,1.21,2013
28,Ubaldo JimenezCLE,SP,32,32,16,3.3,13,9,0,0,182.2,163,67,16,80,194,9.6,2.7,1.33,2013
29,Hiroki KurodaNYY,SP,32,32,19,3.31,11,13,0,0,201.1,191,74,20,43,150,6.7,4.1,1.16,2013
30,David PriceTB,RP,27,27,18,3.33,10,8,0,0,186.2,178,69,16,27,151,7.3,2.8,1.1,2013
31,Kyle LohseMIL,SP,32,32,20,3.35,11,10,0,0,198.2,196,74,26,36,125,5.7,3.3,1.17,2013
32,Gio GonzalezWSH,SP,32,32,21,3.36,11,8,0,0,195.2,169,73,17,76,192,8.8,3.0,1.25,2013
33,Mike LeakeCIN,SP,31,31,16,3.37,14,7,0,0,192.1,193,72,21,48,122,5.7,3.0,1.25,2013
34,C.J. WilsonLAA,SP,33,33,24,3.39,17,7,0,0,212.1,200,80,15,85,188,8.0,3.4,1.34,2013
35,Patrick CorbinARI,SP,32,32,23,3.41,14,8,0,0,208.1,189,79,19,54,178,7.7,2.8,1.17,2013
36,Derek HollandTEX,P,33,33,22,3.42,10,9,0,0,213.0,210,81,20,64,189,8.0,3.3,1.29,2013
37,Justin MastersonCLE,SP,32,29,18,3.45,14,10,0,0,193.0,156,74,13,76,195,9.1,3.4,1.2,2013
38,Justin VerlanderDET,SP,34,34,22,3.46,13,12,0,0,218.1,212,84,19,75,217,8.9,4.6,1.31,2013
39,Jhoulys ChacinCOL,RP,31,31,19,3.47,14,10,0,0,197.1,188,76,11,61,126,5.7,5.9,1.26,2013
40,Homer BaileyCIN,SP,32,32,20,3.49,11,12,0,0,209.0,181,81,20,54,199,8.6,3.2,1.12,2013
41,Jorge De La RosaCOL,RP,30,30,17,3.49,16,6,0,0,167.2,170,65,11,62,112,6.0,4.3,1.38,2013
42,Jose QuintanaCHW,SP,33,33,17,3.51,9,7,0,0,200.0,188,78,23,56,164,7.4,5.4,1.22,2013
43,Jeff LockePIT,SP,30,30,13,3.52,10,7,0,0,166.1,146,65,11,84,125,6.8,1.1,1.38,2013
44,John LackeyBOS,SP,29,29,19,3.52,10,13,0,0,189.1,179,74,26,40,161,7.7,2.8,1.16,2013
45,Wade MileyARI,SP,33,33,22,3.55,10,10,0,0,202.2,201,80,21,66,147,6.5,1.3,1.32,2013
46,Cole HamelsPHI,SP,33,33,25,3.6,8,14,0,0,220.0,205,88,21,50,202,8.3,4.6,1.16,2013
47,Dillon GeeNYM,RP,32,32,16,3.62,12,11,0,0,199.0,208,80,24,47,142,6.4,2.2,1.28,2013
48,Doug FisterDET,SP,33,32,22,3.67,14,9,0,0,208.2,229,85,14,44,159,6.9,4.1,1.31,2013
49,Ricky NolascoMIA/LAD,RP,34,33,17,3.7,13,11,0,0,199.1,195,82,17,46,165,7.4,1.8,1.21,2013
50,Chris TillmanBAL,SP,33,33,21,3.71,16,7,0,0,206.1,184,85,33,68,179,7.8,4.4,1.22,2013
1,Clayton KershawLAD,SP,27,27,24,1.77,21,3,0,0,198.1,139,39,9,31,239,10.8,7.5,0.86,2014
2,Felix HernandezSEA,SP,34,34,27,2.14,15,6,0,0,236.0,170,56,16,46,248,9.5,6.8,0.92,2014
3,Chris SaleCHW,SP,26,26,21,2.17,12,4,0,0,174.0,129,42,13,39,208,10.8,6.6,0.97,2014
4,Johnny CuetoCIN,SP,34,34,29,2.25,20,9,0,0,243.2,169,61,22,65,242,8.9,6.4,0.96,2014
5,Adam WainwrightSTL,SP,32,32,25,2.38,20,9,0,0,227.0,184,60,10,50,179,7.1,6.1,1.03,2014
6,Doug FisterWSH,SP,25,25,18,2.41,16,6,0,0,164.0,153,44,18,24,98,5.4,4.5,1.08,2014
7,Corey KluberCLE,SP,34,34,26,2.44,18,9,0,0,235.2,207,64,14,51,269,10.3,7.4,1.09,2014
8,Jon LesterOAK/BOS,SP,32,32,27,2.46,16,11,0,0,219.2,194,60,16,48,220,9.0,4.6,1.1,2014
9,Cole HamelsPHI,SP,30,30,25,2.46,9,9,0,0,204.2,176,56,14,59,198,8.7,6.6,1.15,2014
10,Garrett RichardsLAA,RP,26,26,19,2.61,13,4,0,0,168.2,124,49,5,51,164,8.8,4.5,1.04,2014
11,Henderson AlvarezMIA,RP,30,30,18,2.65,12,7,0,0,187.0,198,55,14,33,111,5.3,4.6,1.24,2014
12,Jordan ZimmermannWSH,SP,32,32,24,2.66,14,5,0,0,199.2,185,59,13,29,182,8.2,4.9,1.07,2014
13,Zack GreinkeLAD,SP,32,32,21,2.71,17,8,0,0,202.1,190,61,19,43,207,9.2,4.3,1.15,2014
14,Lance LynnSTL,SP,33,33,24,2.74,15,10,0,0,203.2,185,62,13,72,181,8.0,3.7,1.26,2014
15,Alex WoodATL,SP,35,24,19,2.78,11,11,0,2,171.2,151,53,16,45,170,8.9,3.7,1.14,2014
16,Tyson RossSD,SP,31,31,22,2.81,13,14,0,0,195.2,165,61,13,72,195,9.0,2.4,1.21,2014
17,Tanner RoarkWSH,SP,31,31,21,2.85,15,10,0,0,198.2,178,63,16,39,138,6.3,5.1,1.09,2014
18,Alex CobbTB,SP,27,27,17,2.87,10,9,0,0,166.1,142,53,11,47,149,8.1,3.9,1.14,2014
19,Julio TeheranATL,SP,33,33,25,2.89,14,13,0,0,221.0,188,71,22,51,186,7.6,4.0,1.08,2014
20,Dallas KeuchelHOU,SP,29,29,21,2.93,12,9,0,0,200.0,187,65,11,48,146,6.6,5.1,1.18,2014
