RK,Name,POS,GP,AB,R,H,AVG,2B,3B,HR,RBI,TB,BB,K,SB,OBP,SLG,OPS,WAR,Year
18,Yuli GurrielHOU,1B,16,61,8,19,0.311,1,0,1,10,23,5,10,2,0.364,0.377,0.741,-,2021
19,Alex VerdugoBOS,LF,11,42,5,13,0.31,3,0,1,6,19,5,3,1,0.383,0.452,0.835,-,2021
20,Freddie FreemanATL,1B,16,56,8,17,0.304,3,0,5,11,35,12,17,1,0.42,0.625,1.045,-,2021
21,Buster PoseySF,C,5,20,1,6,0.3,2,0,1,2,11,0,6,0,0.3,0.55,0.85,-,2021
22,Rafael DeversBOS,3B,11,44,11,13,0.295,0,0,5,12,28,7,8,0,0.392,0.636,1.029,-,2021
23,Willy AdamesMIL,SS,4,17,0,5,0.294,1,0,0,0,6,0,9,0,0.294,0.353,0.647,-,2021
23,Eloy JimenezCHW,LF,4,17,0,5,0.294,0,0,0,3,5,0,5,0,0.294,0.294,0.588,-,2021
25,Carlos CorreaHOU,SS,16,60,10,17,0.283,4,0,1,9,24,6,13,0,0.368,0.4,0.768,-,2021
26,Kyle TuckerHOU,RF,16,61,13,17,0.279,4,0,4,15,33,5,12,5,0.333,0.541,0.874,-,2021
27,Austin RileyATL,3B,16,65,7,18,0.277,5,0,2,8,29,3,25,0,0.309,0.446,0.755,-,2021
28,Xander BogaertsBOS,SS,11,46,7,12,0.261,2,0,3,6,23,5,14,0,0.333,0.5,0.833,-,2021
29,Ozzie AlbiesATL,2B,16,63,12,16,0.254,3,0,0,2,19,6,14,3,0.319,0.302,0.62,-,2021
30,Brandon CrawfordSF,SS,5,20,2,5,0.25,1,0,1,2,9,0,4,0,0.25,0.45,0.7,-,2021
30,Anthony RizzoNYY,1B,1,4,1,1,0.25,0,0,1,1,4,0,2,0,0.25,1.0,1.25,-,2021
30,Aaron JudgeNYY,RF,1,4,0,1,0.25,0,0,0,0,1,0,0,0,0.25,0.25,0.5,-,2021
30,Yoan MoncadaCHW,3B,4,16,2,4,0.25,0,0,0,0,4,1,3,0,0.294,0.25,0.544,-,2021
30,Will SmithLAD,C,12,44,6,11,0.25,2,0,3,4,22,8,8,0,0.365,0.5,0.865,-,2021
30,Dylan CarlsonSTL,CF,1,4,0,1,0.25,0,0,0,0,1,0,1,0,0.25,0.25,0.5,-,2021
36,Christian ArroyoBOS,2B,11,38,4,9,0.237,1,1,1,3,15,0,7,0,0.237,0.395,0.632,-,2021
37,Travis d'ArnaudATL,C,16,55,7,13,0.236,1,0,2,3,20,6,23,0,0.311,0.364,0.675,-,2021
38,Lorenzo CainMIL,CF,4,13,0,3,0.231,0,0,0,1,3,1,2,1,0.286,0.231,0.516,-,2021
39,Dansby SwansonATL,SS,16,58,6,13,0.224,1,0,2,4,20,3,15,1,0.262,0.345,0.607,-,2021
40,Adam DuvallATL,CF,16,59,4,13,0.22,0,1,3,10,24,3,16,0,0.266,0.407,0.672,-,2021
41,Alex BregmanHOU,3B,16,60,9,13,0.217,2,0,1,7,18,7,15,0,0.304,0.3,0.604,-,2021
42,Trea TurnerLAD,SS,12,51,3,11,0.216,2,0,0,2,13,1,12,1,0.245,0.255,0.5,-,2021
43,Kevin KiermaierTB,CF,4,14,2,3,0.214,3,0,0,1,6,2,4,0,0.313,0.429,0.741,-,2021
44,Jose AltuveHOU,2B,16,67,21,14,0.209,3,0,5,9,32,8,17,2,0.299,0.478,0.776,-,2021
45,Kyle SchwarberBOS,LF,11,44,8,9,0.205,1,0,3,6,19,5,11,1,0.286,0.432,0.718,-,2021
46,Leury GarciaCHW,2B,4,15,3,3,0.2,1,0,1,4,7,1,7,0,0.25,0.467,0.717,-,2021
46,Christian YelichMIL,LF,4,15,1,3,0.2,0,0,0,0,3,2,8,1,0.294,0.2,0.494,-,2021
46,Yandy DiazTB,3B,4,15,1,3,0.2,0,0,0,2,3,1,2,0,0.25,0.2,0.45,-,2021
49,Hunter RenfroeBOS,RF,11,36,4,7,0.194,2,0,0,1,9,7,12,1,0.326,0.25,0.576,-,2021
50,Corey SeagerLAD,SS,12,48,5,9,0.188,3,0,2,6,18,5,14,0,0.264,0.375,0.639,-,2021
1,Matt ChapmanTOR,3B,2,7,0,3,0.429,1,0,0,1,4,1,2,0,0.444,0.571,1.016,-,2022
2,Travis d'ArnaudATL,C,4,16,2,6,0.375,3,0,2,5,15,0,4,0,0.375,0.938,1.313,-,2022
2,Danny JansenTOR,C,2,8,0,3,0.375,1,0,0,2,4,0,4,0,0.375,0.5,0.875,-,2022
2,Alejandro KirkTOR,C,2,8,2,3,0.375,1,0,0,0,4,1,1,0,0.444,0.5,0.944,-,2022
5,Freddie FreemanLAD,1B,4,14,1,5,0.357,3,0,1,3,11,3,4,1,0.5,0.786,1.286,-,2022
6,Eugenio SuarezSEA,3B,5,20,5,7,0.35,2,0,1,3,12,1,5,0,0.381,0.6,0.981,-,2022
7,Bryce HarperPHI,DH,17,63,12,22,0.349,7,0,6,13,47,6,14,1,0.414,0.746,1.16,-,2022
8,Yuli GurrielHOU,1B,12,49,4,17,0.347,1,0,2,4,24,1,1,2,0.36,0.49,0.85,-,2022
9,Jeremy PenaHOU,SS,13,58,12,20,0.345,5,0,4,8,37,2,15,0,0.367,0.638,1.005,-,2022
10,Eduardo EscobarNYM,3B,3,9,2,3,0.333,1,0,1,2,7,2,3,0,0.455,0.778,1.232,-,2022
10,Brandon NimmoNYM,CF,3,12,0,4,0.333,0,1,0,1,6,1,1,0,0.385,0.5,0.885,-,2022
10,Matt OlsonATL,1B,4,12,4,4,0.333,0,0,2,5,10,5,4,0,0.529,0.833,1.363,-,2022
10,Jose RamirezCLE,3B,7,30,2,10,0.333,2,0,1,4,15,1,7,0,0.344,0.5,0.844,-,2022
10,Trea TurnerLAD,SS,4,18,4,6,0.333,2,0,2,2,14,0,5,1,0.333,0.778,1.111,-,2022
10,Harrison BaderNYY,CF,9,30,8,10,0.333,0,0,5,6,25,4,6,0,0.429,0.833,1.262,-,2022
10,Ronald Acuna Jr.ATL,RF,4,15,2,5,0.333,1,0,0,0,6,1,5,0,0.412,0.4,0.812,-,2022
10,Lars NootbaarSTL,RF,2,6,0,2,0.333,1,0,0,0,3,2,2,0,0.5,0.5,1.0,-,2022
18,Pete AlonsoNYM,1B,3,10,2,3,0.3,0,0,1,1,6,2,4,0,0.417,0.6,1.017,-,2022
18,Steven KwanCLE,LF,7,30,4,9,0.3,1,0,1,2,13,2,2,1,0.344,0.433,0.777,-,2022
20,Alex BregmanHOU,3B,13,51,7,15,0.294,5,0,3,11,29,6,6,1,0.379,0.569,0.948,-,2022
21,George SpringerTOR,CF,2,7,0,2,0.286,0,0,0,0,2,0,3,0,0.375,0.286,0.661,-,2022
21,Max MuncyLAD,3B,4,14,2,4,0.286,1,0,1,2,8,2,6,0,0.375,0.571,0.946,-,2022
23,Anthony RizzoNYY,1B,9,29,4,8,0.276,2,0,2,8,16,5,8,0,0.432,0.552,0.984,-,2022
24,Manny MachadoSD,3B,12,48,4,13,0.271,3,0,4,7,28,4,17,0,0.327,0.583,0.91,-,2022
25,Albert PujolsSTL,DH,2,8,0,2,0.25,0,0,0,0,2,0,1,0,0.25,0.25,0.5,-,2022
25,Jurickson ProfarSD,LF,12,44,6,11,0.25,0,0,1,5,14,8,8,0,0.365,0.318,0.684,-,2022
25,Teoscar HernandezTOR,RF,2,8,3,2,0.25,0,0,2,4,8,0,1,1,0.333,1.0,1.333,-,2022
25,Bo BichetteTOR,SS,2,8,1,2,0.25,1,0,0,0,3,1,1,1,0.333,0.375,0.708,-,2022
29,Amed RosarioCLE,SS,7,29,3,7,0.241,0,0,1,2,10,1,10,1,0.313,0.345,0.657,-,2022
30,Jake CronenworthSD,2B,12,46,6,11,0.239,0,0,1,6,14,1,15,0,0.286,0.304,0.59,-,2022
30,Juan SotoSD,RF,12,46,7,11,0.239,2,0,2,7,19,4,10,1,0.314,0.413,0.727,-,2022
32,Mitch HanigerSEA,RF,5,21,2,5,0.238,2,0,0,0,7,2,5,0,0.333,0.333,0.667,-,2022
33,Ty FranceSEA,1B,5,26,1,6,0.231,1,0,0,2,7,1,6,0,0.259,0.269,0.528,-,2022
33,Gavin LuxLAD,2B,4,13,0,3,0.231,1,0,0,1,4,0,5,0,0.231,0.308,0.538,-,2022
33,Chas McCormickHOU,LF,12,39,5,9,0.231,0,0,2,3,15,5,15,0,0.333,0.385,0.718,-,2022
36,Carlos SantanaSEA,1B,5,22,1,5,0.227,2,0,1,4,10,2,8,0,0.292,0.455,0.746,-,2022
36,Cal RaleighSEA,C,5,22,4,5,0.227,1,0,1,4,9,2,8,0,0.292,0.409,0.701,-,2022
38,Oscar GonzalezCLE,RF,7,31,2,7,0.226,0,0,1,4,10,0,9,0,0.25,0.323,0.573,-,2022
39,Austin NolaSD,C,12,40,3,9,0.225,2,0,0,5,11,3,10,0,0.273,0.275,0.548,-,2022
40,Alec BohmPHI,3B,17,58,6,13,0.224,5,0,1,8,21,4,16,0,0.292,0.362,0.654,-,2022
41,Kyle SchwarberPHI,LF,17,55,13,12,0.218,0,0,6,10,30,15,18,3,0.392,0.545,0.937,-,2022
42,Adam FrazierSEA,2B,5,23,3,5,0.217,1,0,0,1,6,1,5,0,0.25,0.261,0.511,-,2022
42,Julio RodriguezSEA,CF,5,23,5,5,0.217,3,1,0,2,10,3,7,1,0.357,0.435,0.792,-,2022
44,J.T. RealmutoPHI,C,17,65,11,14,0.215,1,0,3,6,24,6,24,0,0.292,0.369,0.661,-,2022
45,Jean SeguraPHI,2B,17,56,4,12,0.214,2,0,0,7,14,2,14,1,0.25,0.25,0.5,-,2022
46,Kyle TuckerHOU,RF,13,49,4,10,0.204,1,0,3,6,20,7,14,1,0.298,0.408,0.706,-,2022
47,Francisco LindorNYM,SS,3,10,2,2,0.2,0,0,1,1,5,1,2,1,0.333,0.5,0.833,-,2022
47,Trent GrishamSD,CF,12,40,8,8,0.2,0,0,3,5,17,4,15,0,0.304,0.425,0.729,-,2022
49,Josh NaylorCLE,1B,7,31,2,6,0.194,1,0,1,3,10,0,6,0,0.194,0.323,0.516,-,2022
50,Yordan AlvarezHOU,DH,13,52,9,10,0.192,3,0,3,14,22,6,16,0,0.311,0.423,0.735,-,2022
