RK,Name,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD,Year
1,Brandon LloydDEN,WR,16,77,153,1448,18.8,11,71,23,90.5,0,0,198,72,2010
2,Roddy WhiteATL,WR,16,115,179,1389,12.1,10,46,15,86.8,1,1,350,73,2010
3,Reggie WayneIND,WR,16,111,173,1355,12.2,6,50,13,84.7,1,1,410,72,2010
4,Greg JenningsGB,WR,16,76,125,1265,16.6,12,86,21,79.1,2,0,415,52,2010
5,Mike WallacePIT,WR,16,60,100,1257,21.0,10,56,26,78.6,1,0,364,48,2010
6,Andre JohnsonHOU,WR,13,86,138,1216,14.1,8,60,18,93.5,1,0,328,59,2010
7,Dwayne BoweKC,WR,16,72,132,1162,16.1,15,75,19,72.6,1,0,371,55,2010
8,Larry FitzgeraldARI,WR,16,90,174,1137,12.6,6,41,14,71.1,0,0,187,59,2010
9,Calvin JohnsonDET,WR,15,77,137,1120,14.5,12,87,16,74.7,1,0,329,57,2010
10,Santana MossWSH,WR,16,93,146,1115,12.0,6,56,9,69.7,3,2,499,61,2010
11,Stevie JohnsonBUF,WR,16,82,143,1073,13.1,10,45,11,67.1,1,1,401,61,2010
12,DeSean JacksonPHI,WR,14,47,97,1056,22.5,6,91,21,75.4,2,1,353,33,2010
13,Hakeem NicksNYG,WR,13,79,128,1052,13.3,11,46,20,80.9,1,0,297,55,2010
14,Miles AustinDAL,WR,16,69,119,1041,15.1,7,69,17,65.1,1,1,437,50,2010
15,Marques ColstonNO,WR,15,84,133,1023,12.2,7,43,12,68.2,0,0,275,57,2010
16,Brandon MarshallMIA,WR,14,86,147,1014,11.8,3,46,9,72.4,2,1,185,57,2010
17,Jason WittenDAL,TE,16,94,128,1002,10.7,9,33,13,62.6,1,1,363,49,2010
18,Terrell OwensCIN,WR,14,72,139,983,13.7,9,78,15,70.2,0,0,269,47,2010
19,Jeremy MaclinPHI,WR,16,70,116,964,13.8,10,83,13,60.3,1,1,267,45,2010
19,Mike WilliamsTB,WR,16,65,127,964,14.8,11,58,18,60.3,3,2,334,44,2010
21,Johnny KnoxCHI,WR,16,51,100,960,18.8,5,67,17,60.0,1,1,243,43,2010
22,Mario ManninghamNYG,WR,16,60,92,944,15.7,9,92,19,59.0,1,1,343,32,2010
23,Vernon DavisSF,TE,16,56,93,914,16.3,7,66,16,57.1,0,0,380,35,2010
24,Braylon EdwardsNYJ,WR,16,53,102,904,17.1,7,74,14,56.5,1,1,290,40,2010
25,Jabar GaffneyDEN,WR,16,65,112,875,13.5,2,50,12,54.7,1,0,203,42,2010
26,Anthony ArmstrongWSH,WR,15,44,86,871,19.8,3,76,15,58.1,1,1,170,32,2010
27,Percy HarvinMIN,WR,14,71,110,868,12.2,5,53,14,62.0,0,0,400,41,2010
28,Chris CooleyWSH,TE,16,77,127,849,11.0,3,35,9,53.1,3,1,380,40,2010
29,Wes WelkerNE,WR,15,86,122,848,9.9,7,35,6,56.5,0,0,411,47,2010
30,Anquan BoldinBAL,WR,16,64,108,837,13.1,7,61,10,52.3,1,1,237,43,2010
31,Chad JohnsonCIN,WR,14,67,125,831,12.4,4,42,8,59.4,0,0,186,47,2010
32,Davone BessMIA,WR,16,79,125,820,10.4,5,29,8,51.3,0,0,316,43,2010
32,Mike ThomasJAX,WR,16,66,102,820,12.4,4,50,13,51.3,0,0,299,38,2010
34,Deion BranchSEA/NE,WR,15,61,92,818,13.4,6,79,10,54.5,1,1,272,43,2010
35,Derrick MasonBAL,WR,16,61,100,802,13.1,7,42,9,50.1,0,0,131,44,2010
36,Pierre GarconIND,WR,14,67,119,784,11.7,6,57,7,56.0,0,0,254,41,2010
37,Antonio GatesSD,TE,10,50,66,782,15.6,10,48,15,78.2,0,0,331,42,2010
38,Kenny BrittTEN,WR,12,42,73,775,18.5,9,80,12,64.6,1,1,124,33,2010
39,Ben WatsonCLE,TE,16,68,102,763,11.2,3,44,10,47.7,0,0,258,40,2010
39,Lance MooreNO,WR,16,66,95,763,11.6,8,80,7,47.7,1,1,276,40,2010
41,Hines WardPIT,WR,16,59,94,755,12.8,5,43,14,47.2,1,1,251,35,2010
42,Mike WilliamsSEA,WR,14,65,110,751,11.6,2,68,8,53.6,0,0,214,40,2010
43,Santonio HolmesNYJ,WR,12,52,94,746,14.3,6,52,11,62.2,0,0,229,36,2010
44,Michael CrabtreeSF,WR,16,55,101,741,13.5,6,60,10,46.3,0,0,298,40,2010
45,Kellen WinslowTB,TE,16,66,98,730,11.1,5,41,10,45.6,1,0,241,36,2010
46,Brandon PettigrewDET,TE,16,71,111,722,10.2,4,35,8,45.1,0,0,355,35,2010
47,Steve BreastonARI,WR,13,47,88,718,15.3,1,37,15,55.2,0,0,167,32,2010
48,Malcom FloydSD,WR,11,37,77,717,19.4,6,55,12,65.2,1,0,118,33,2010
49,Marcedes LewisJAX,TE,16,58,88,700,12.1,10,42,9,43.8,2,2,271,37,2010
50,Josh MorganSF,WR,16,44,80,698,15.9,2,65,12,43.6,1,1,275,27,2010
1,Calvin JohnsonDET,WR,16,96,158,1681,17.5,16,73,32,105.1,1,1,524,77,2011
2,Wes WelkerNE,WR,16,122,172,1569,12.9,9,99,21,98.1,0,0,732,77,2011
3,Victor CruzNYG,WR,16,82,131,1536,18.7,9,99,25,96.0,1,1,595,59,2011
4,Larry FitzgeraldARI,WR,16,80,153,1411,17.6,8,73,25,88.2,0,0,493,61,2011
5,Steve Smith Sr.CAR,WR,16,79,129,1394,17.6,7,77,29,87.1,3,2,474,53,2011
6,Rob GronkowskiNE,TE,16,90,124,1327,14.7,17,52,22,82.9,0,0,656,69,2011
7,Jimmy GrahamNO,TE,16,99,149,1310,13.2,11,59,18,81.9,1,1,469,74,2011
8,Roddy WhiteATL,WR,16,100,181,1296,13.0,8,43,18,81.0,0,0,364,77,2011
9,Jordy NelsonGB,WR,16,68,96,1263,18.6,15,93,19,78.9,0,0,418,47,2011
10,Brandon MarshallMIA,WR,16,81,145,1214,15.0,6,65,20,75.9,1,1,319,53,2011
11,Mike WallacePIT,WR,16,72,113,1193,16.6,8,95,18,74.6,1,1,493,54,2011
12,Hakeem NicksNYG,WR,15,76,133,1192,15.7,7,68,17,79.5,0,0,359,54,2011
13,Dwayne BoweKC,WR,16,81,141,1159,14.3,5,52,19,72.4,1,0,359,57,2011
14,Marques ColstonNO,WR,14,80,107,1143,14.3,8,50,15,81.6,1,1,265,55,2011
15,Antonio BrownPIT,WR,16,69,123,1108,16.1,2,79,18,69.3,0,0,342,57,2011
16,Vincent JacksonSD,WR,16,60,115,1106,18.4,9,58,21,69.1,0,0,224,54,2011
17,A.J. GreenCIN,WR,15,65,116,1057,16.3,7,58,19,70.5,0,0,292,43,2011
18,Nate WashingtonTEN,WR,16,74,121,1023,13.8,7,57,13,63.9,0,0,331,47,2011
19,Stevie JohnsonBUF,WR,16,76,135,1004,13.2,7,55,13,62.8,0,0,325,45,2011
20,Darrius Heyward-BeyOAK,WR,15,64,115,975,15.2,4,58,14,65.0,1,1,282,44,2011
21,Percy HarvinMIN,WR,16,87,123,967,11.1,6,52,14,60.4,2,2,537,45,2011
22,Brandon LloydSTL/DEN,WR,15,70,150,966,13.8,5,44,15,64.4,1,0,148,46,2011
23,DeSean JacksonPHI,WR,15,58,104,961,16.6,4,62,15,64.1,0,0,247,39,2011
24,Reggie WayneIND,WR,16,75,131,960,12.8,4,56,12,60.0,0,0,276,50,2011
25,Julio JonesATL,WR,13,54,96,959,17.8,8,80,16,73.8,1,1,415,34,2011
26,Greg JenningsGB,WR,13,67,101,949,14.2,9,79,13,73.0,0,0,309,43,2011
27,Jabar GaffneyWSH,WR,16,68,115,947,13.9,5,45,14,59.2,1,1,184,50,2011
27,Pierre GarconIND,WR,16,70,134,947,13.5,6,87,9,59.2,2,2,360,42,2011
29,Jason WittenDAL,TE,16,79,117,942,11.9,5,64,15,58.9,1,0,358,47,2011
30,Dez BryantDAL,WR,15,63,103,928,14.7,9,50,17,61.9,1,1,305,48,2011
31,Aaron HernandezNE,TE,14,79,113,910,11.5,7,46,12,65.0,1,1,519,46,2011
32,Anquan BoldinBAL,WR,14,57,105,887,15.6,3,56,15,63.4,0,0,245,44,2011
33,Tony GonzalezATL,TE,16,80,116,875,10.9,7,30,8,54.7,0,0,232,53,2011
34,Michael CrabtreeSF,WR,15,72,114,874,12.1,4,52,12,58.3,0,0,363,40,2011
35,Jeremy MaclinPHI,WR,13,63,97,859,13.6,5,59,15,66.1,1,1,266,43,2011
36,Laurent RobinsonDAL,WR,14,54,81,858,15.9,11,74,12,61.3,0,0,264,36,2011
37,Malcom FloydSD,WR,12,43,70,856,19.9,5,52,16,71.3,0,0,193,41,2011
38,Torrey SmithBAL,WR,16,50,95,841,16.8,7,74,14,52.6,1,0,237,34,2011
39,Dustin KellerNYJ,TE,16,65,116,815,12.5,5,41,12,50.9,1,1,320,39,2011
40,Brent CelekPHI,TE,16,62,96,811,13.1,5,73,14,50.7,0,0,487,35,2011
41,Fred DavisWSH,TE,12,59,88,796,13.5,3,42,15,66.3,1,1,353,39,2011
42,Vernon DavisSF,TE,16,67,95,792,11.8,6,44,15,49.5,3,1,328,33,2011
43,Doug BaldwinSEA,WR,16,51,86,788,15.5,4,55,19,49.3,0,0,311,40,2011
44,Steve BreastonKC,WR,16,61,100,785,12.9,2,43,9,49.1,0,0,322,39,2011
45,Antonio GatesSD,TE,13,64,90,778,12.2,7,38,8,59.8,0,0,268,45,2011
46,Brandon PettigrewDET,TE,16,83,126,777,9.4,5,27,7,48.6,0,0,324,37,2011
47,Mike WilliamsTB,WR,16,65,124,771,11.9,3,42,9,48.2,2,2,236,41,2011
48,Jermichael FinleyGB,TE,16,55,93,767,13.9,8,41,14,47.9,0,0,239,44,2011
49,Kellen WinslowTB,TE,16,75,121,763,10.2,2,37,5,47.7,2,1,242,40,2011
50,Jared CookTEN,TE,16,49,82,759,15.5,3,80,11,47.4,2,2,311,34,2011
1,Calvin JohnsonDET,WR,16,122,205,1964,16.1,5,53,40,122.8,3,3,525,92,2012
2,Andre JohnsonHOU,WR,16,112,164,1598,14.3,4,60,23,99.9,0,0,552,79,2012
3,Brandon MarshallCHI,WR,16,118,194,1508,12.8,11,56,18,94.3,2,0,360,75,2012
4,Demaryius ThomasDEN,WR,16,94,141,1434,15.3,10,71,29,89.6,3,3,538,60,2012
5,Vincent JacksonTB,WR,16,72,147,1384,19.2,8,95,24,86.5,0,0,394,61,2012
6,Dez BryantDAL,WR,16,92,138,1382,15.0,12,85,19,86.4,2,1,463,54,2012
7,Reggie WayneIND,WR,16,106,194,1355,12.8,5,33,22,84.7,1,1,371,73,2012
8,Wes WelkerNE,WR,16,118,174,1354,11.5,6,59,13,84.6,2,1,702,72,2012
9,Roddy WhiteATL,WR,16,92,143,1351,14.7,7,59,18,84.4,1,0,346,73,2012
10,A.J. GreenCIN,WR,16,97,164,1350,13.9,11,73,16,84.4,2,1,427,61,2012
11,Julio JonesATL,WR,16,79,129,1198,15.2,10,80,17,74.9,0,0,486,56,2012
12,Steve Smith Sr.CAR,WR,16,73,138,1174,16.1,4,66,17,73.4,0,0,268,51,2012
13,Marques ColstonNO,WR,16,83,132,1154,13.9,10,60,15,72.1,4,2,306,65,2012
14,Michael CrabtreeSF,WR,16,85,126,1105,13.0,9,49,15,69.1,0,0,536,57,2012
15,Victor CruzNYG,WR,16,86,143,1092,12.7,10,80,12,68.3,0,0,332,52,2012
16,Brian HartlineMIA,WR,16,74,128,1083,14.6,1,80,14,67.7,1,1,263,48,2012
17,Eric DeckerDEN,WR,16,85,123,1064,12.5,13,55,11,66.5,0,0,290,52,2012
18,Stevie JohnsonBUF,WR,16,79,148,1046,13.2,6,63,12,65.4,1,1,381,52,2012
19,Lance MooreNO,WR,15,65,105,1041,16.0,6,51,14,69.4,0,0,162,55,2012
20,Jason WittenDAL,TE,16,110,150,1039,9.4,3,36,8,64.9,0,0,310,56,2012
21,Mike WilliamsTB,WR,16,63,127,996,15.8,9,65,17,62.3,0,0,350,44,2012
22,Jimmy GrahamNO,TE,15,85,135,982,11.6,9,46,12,65.5,1,0,315,59,2012
23,Cecil Shorts IIIJAX,WR,14,55,106,979,17.8,7,80,17,69.9,1,1,375,36,2012
24,Randall CobbGB,WR,15,80,104,954,11.9,8,39,17,63.6,0,0,479,45,2012
25,Miles AustinDAL,WR,16,66,118,943,14.3,6,49,13,58.9,1,1,296,48,2012
26,Tony GonzalezATL,TE,16,93,124,930,10.0,8,25,3,58.1,0,0,250,65,2012
27,Anquan BoldinBAL,WR,15,65,112,921,14.2,4,43,17,61.4,0,0,267,45,2012
28,Brandon LloydNE,WR,16,74,130,911,12.3,4,53,10,56.9,0,0,192,50,2012
29,Justin BlackmonJAX,WR,16,64,133,865,13.5,5,81,9,54.1,1,0,284,41,2012
30,T.Y. HiltonIND,WR,15,50,91,861,17.2,7,70,13,57.4,0,0,388,30,2012
31,Jeremy MaclinPHI,WR,15,69,122,857,12.4,7,70,12,57.1,1,1,281,36,2012
32,Torrey SmithBAL,WR,16,49,110,855,17.4,8,54,16,53.4,0,0,248,38,2012
33,Greg OlsenCAR,TE,16,69,104,843,12.2,5,47,11,52.7,0,0,252,42,2012
34,Mike WallacePIT,WR,15,64,119,836,13.1,8,82,9,55.7,2,1,276,33,2012
35,Jeremy KerleyNYJ,WR,16,56,96,827,14.8,2,66,14,51.7,2,1,312,31,2012
36,Heath MillerPIT,TE,15,71,101,816,11.5,8,43,11,54.4,0,0,368,44,2012
37,Malcom FloydSD,WR,14,56,84,814,14.5,5,39,15,58.1,0,0,122,47,2012
38,Brandon MyersOAK,TE,16,79,105,806,10.2,4,29,9,50.4,0,0,286,41,2012
39,Josh GordonCLE,WR,16,50,96,805,16.1,5,71,12,50.3,1,1,312,40,2012
40,Dwayne BoweKC,WR,13,59,114,801,13.6,3,47,11,61.6,1,1,247,43,2012
41,Larry FitzgeraldARI,WR,16,71,153,798,11.2,4,37,9,49.9,0,0,284,44,2012
42,Rob GronkowskiNE,TE,11,55,79,790,14.4,11,41,13,71.8,1,1,316,45,2012
43,Antonio BrownPIT,WR,13,66,105,787,11.9,5,60,10,60.5,2,1,344,43,2012
44,James JonesGB,WR,16,64,98,784,12.3,14,49,11,49.0,0,0,236,45,2012
45,Donnie AveryIND,WR,16,60,125,781,13.0,3,48,9,48.8,1,0,213,37,2012
46,Davone BessMIA,WR,13,61,104,778,12.8,1,39,11,59.8,1,0,267,38,2012
47,Andre RobertsARI,WR,15,64,113,759,11.9,5,46,10,50.6,1,0,234,40,2012
48,Sidney RiceSEA,WR,16,50,80,748,15.0,7,46,11,46.8,0,0,164,37,2012
49,Nate WashingtonTEN,WR,16,46,89,746,16.2,4,71,14,46.6,1,0,247,31,2012
50,Jordy NelsonGB,WR,12,49,73,745,15.2,7,73,8,62.1,0,0,256,36,2012
1,Josh GordonCLE,WR,14,87,159,1646,18.9,9,95,30,117.6,0,0,637,64,2013
2,Antonio BrownPIT,WR,16,110,165,1499,13.6,8,56,23,93.7,0,0,602,69,2013
3,Calvin JohnsonDET,WR,14,84,156,1492,17.8,12,87,22,106.6,1,1,496,69,2013
4,Demaryius ThomasDEN,WR,16,92,143,1430,15.5,14,78,19,89.4,1,0,704,66,2013
5,A.J. GreenCIN,WR,16,98,180,1426,14.6,11,82,18,89.1,1,0,412,65,2013
6,Alshon JefferyCHI,WR,16,89,150,1421,16.0,7,80,20,88.8,3,1,432,62,2013
7,Andre JohnsonHOU,WR,16,109,181,1407,12.9,5,62,20,87.9,0,0,412,69,2013
8,Pierre GarconWSH,WR,16,113,184,1346,11.9,5,53,16,84.1,1,1,667,60,2013
9,DeSean JacksonPHI,WR,16,82,126,1332,16.2,9,61,25,83.3,1,0,493,60,2013
10,Jordy NelsonGB,WR,16,85,126,1314,15.5,8,76,22,82.1,0,0,442,60,2013
11,Brandon MarshallCHI,WR,16,100,163,1295,12.9,12,44,16,80.9,0,0,307,70,2013
12,Eric DeckerDEN,WR,16,87,137,1288,14.8,11,61,19,80.5,2,1,404,63,2013
13,Dez BryantDAL,WR,16,93,160,1233,13.3,13,79,14,77.1,3,1,527,67,2013
14,Vincent JacksonTB,WR,16,78,159,1224,15.7,7,60,19,76.5,1,0,319,60,2013
15,Jimmy GrahamNO,TE,16,86,144,1215,14.1,16,56,19,75.9,0,0,440,61,2013
16,Anquan BoldinSF,WR,16,85,130,1179,13.9,7,63,19,73.7,0,0,453,62,2013
17,Torrey SmithBAL,WR,16,65,139,1128,17.4,4,74,20,70.5,1,0,402,48,2013
18,T.Y. HiltonIND,WR,16,82,138,1083,13.2,5,73,13,67.7,0,0,400,46,2013
19,Kendall WrightTEN,WR,16,94,140,1079,11.5,2,45,17,67.4,2,0,588,52,2013
20,Harry DouglasATL,WR,16,85,133,1067,12.6,2,80,13,66.7,2,1,534,47,2013
21,Julian EdelmanNE,WR,16,105,151,1056,10.1,6,44,9,66.0,0,0,493,54,2013
22,Keenan AllenSD,WR,15,71,105,1046,14.7,8,43,16,69.7,1,1,437,54,2013
23,Michael FloydARI,WR,16,65,112,1041,16.0,5,91,17,65.1,0,0,278,48,2013
24,Brian HartlineMIA,WR,16,76,134,1016,13.4,4,50,14,63.5,0,0,316,53,2013
25,Victor CruzNYG,WR,14,73,123,998,13.7,4,70,10,71.3,1,1,264,45,2013
26,Larry FitzgeraldARI,WR,16,82,136,954,11.6,10,75,11,59.6,1,1,351,49,2013
27,Marques ColstonNO,WR,15,75,110,943,12.6,5,35,13,62.9,0,0,249,54,2013
28,Mike WallaceMIA,WR,16,73,142,930,12.7,5,57,11,58.1,0,0,291,46,2013
29,Nate WashingtonTEN,WR,16,58,104,919,15.8,3,77,11,57.4,0,0,240,43,2013
30,Jordan CameronCLE,TE,15,80,117,917,11.5,7,53,11,61.1,1,0,248,47,2013
31,Golden TateSEA,WR,16,64,98,898,14.0,5,80,12,56.1,1,0,520,41,2013
32,Hakeem NicksNYG,WR,15,56,102,896,16.0,0,57,14,59.7,0,0,281,38,2013
33,Rod StreaterOAK,WR,16,60,100,888,14.8,4,66,10,55.5,1,1,329,39,2013
34,Antonio GatesSD,TE,16,77,116,872,11.3,4,56,11,54.5,2,2,410,49,2013
35,Tony GonzalezATL,TE,16,83,119,859,10.3,8,25,5,53.7,0,0,229,56,2013
36,Jason WittenDAL,TE,16,73,111,851,11.7,8,34,13,53.2,0,0,337,44,2013
37,Vernon DavisSF,TE,15,52,84,850,16.3,13,64,16,56.7,1,1,280,35,2013
38,Riley CooperPHI,WR,16,47,84,835,17.8,8,63,13,52.2,0,0,246,33,2013
39,James JonesGB,WR,14,59,93,817,13.8,3,83,12,58.4,2,1,384,30,2013
40,Greg OlsenCAR,TE,16,73,109,816,11.2,6,31,12,51.0,0,0,347,44,2013
41,Greg JenningsMIN,WR,15,68,106,804,11.8,4,70,11,53.6,0,0,357,36,2013
42,DeAndre HopkinsHOU,WR,16,52,93,802,15.4,2,66,12,50.1,1,1,188,38,2013
43,Julius ThomasDEN,TE,14,65,89,788,12.1,12,74,10,56.3,0,0,390,41,2013
44,Wes WelkerDEN,WR,13,73,110,778,10.7,10,33,12,59.8,0,0,333,49,2013
44,Doug BaldwinSEA,WR,16,50,73,778,15.6,5,52,14,48.6,0,0,249,36,2013
46,Cecil Shorts IIIJAX,WR,13,66,125,777,11.8,3,59,10,59.8,0,0,292,41,2013
47,Martellus BennettCHI,TE,16,65,96,759,11.7,5,43,11,47.4,1,1,400,40,2013
47,Charles ClayMIA,TE,16,69,103,759,11.0,6,67,10,47.4,0,0,380,36,2013
49,Steve Smith Sr.CAR,WR,15,64,109,745,11.6,4,44,4,49.7,0,0,183,44,2013
50,Emmanuel SandersPIT,WR,16,67,112,740,11.0,6,55,12,46.3,1,0,303,37,2013
1,Antonio BrownPIT,WR,16,129,182,1698,13.2,13,63,19,106.1,1,1,568,85,2014
2,Demaryius ThomasDEN,WR,16,111,184,1619,14.6,11,86,25,101.2,0,0,647,69,2014
3,Julio JonesATL,WR,15,104,164,1593,15.3,6,79,31,106.2,2,1,553,76,2014
4,Jordy NelsonGB,WR,16,98,151,1519,15.5,13,80,19,94.9,0,0,481,71,2014
5,Emmanuel SandersDEN,WR,16,101,141,1404,13.9,9,48,24,87.8,1,0,370,69,2014
6,T.Y. HiltonIND,WR,15,82,130,1345,16.4,7,73,21,89.7,3,1,372,62,2014
7,Golden TateDET,WR,16,99,142,1331,13.4,4,73,17,83.2,1,0,691,58,2014
8,Dez BryantDAL,WR,16,88,138,1320,15.0,16,68,22,82.5,0,0,352,60,2014
9,Jeremy MaclinPHI,WR,16,85,143,1318,15.5,10,72,21,82.4,0,0,489,56,2014
10,Odell Beckham Jr.NYG,WR,12,91,132,1305,14.3,12,80,16,108.8,0,0,427,57,2014
11,Randall CobbGB,WR,16,91,126,1287,14.1,12,70,24,80.4,1,1,556,71,2014
12,DeAndre HopkinsHOU,WR,16,76,127,1210,15.9,6,76,20,75.6,2,1,383,57,2014
13,DeSean JacksonWSH,WR,15,56,94,1169,20.9,6,81,16,77.9,0,0,393,35,2014
14,Alshon JefferyCHI,WR,16,85,145,1133,13.3,10,74,17,70.8,0,0,473,60,2014
15,Rob GronkowskiNE,TE,15,82,130,1124,13.7,12,46,19,74.9,0,0,475,60,2014
16,Calvin JohnsonDET,WR,13,71,128,1077,15.2,8,67,16,82.8,0,0,244,59,2014
17,Steve Smith Sr.BAL,WR,16,79,133,1065,13.5,6,80,15,66.6,1,1,343,45,2014
18,Anquan BoldinSF,WR,16,83,130,1062,12.8,5,76,14,66.4,0,0,351,56,2014
19,Mike EvansTB,WR,15,68,124,1051,15.5,12,56,20,70.1,0,0,179,46,2014
20,A.J. GreenCIN,WR,13,69,116,1041,15.1,6,81,13,80.1,2,2,298,46,2014
21,Greg OlsenCAR,TE,16,84,122,1008,12.0,6,38,9,63.0,1,0,365,56,2014
21,Kelvin BenjaminCAR,WR,16,73,146,1008,13.8,9,51,14,63.0,1,1,173,50,2014
23,Vincent JacksonTB,WR,16,70,143,1002,14.3,2,50,12,62.6,1,1,164,50,2014
24,Sammy WatkinsBUF,WR,16,65,128,982,15.1,6,84,14,61.4,1,1,310,47,2014
25,Julian EdelmanNE,WR,14,92,135,972,10.6,4,69,7,69.4,2,0,448,49,2014
26,Eric DeckerNYJ,WR,15,74,115,962,13.0,5,74,12,64.1,0,0,252,47,2014
27,Brandon LaFellNE,WR,16,74,119,953,12.9,7,56,10,59.6,1,1,356,50,2014
28,Rueben RandleNYG,WR,16,71,127,938,13.2,3,49,12,58.6,0,0,200,48,2014
29,Andre JohnsonHOU,WR,15,85,147,936,11.0,3,35,14,62.4,3,3,330,49,2014
30,Kenny StillsNO,WR,15,63,85,931,14.8,3,69,10,62.1,1,0,178,47,2014
31,Roddy WhiteATL,WR,14,80,122,921,11.5,7,39,14,65.8,3,1,158,54,2014
32,Martellus BennettCHI,TE,16,90,129,916,10.2,6,37,11,57.3,0,0,449,43,2014
33,Marques ColstonNO,WR,16,59,99,902,15.3,5,57,17,56.4,1,1,274,45,2014
34,Delanie WalkerTEN,TE,15,63,108,890,14.1,4,68,13,59.3,2,0,355,33,2014
35,Jimmy GrahamNO,TE,16,85,124,889,10.5,10,29,8,55.6,2,2,275,54,2014
36,Jordan MatthewsPHI,TE,16,67,105,872,13.0,8,44,16,54.5,0,0,350,42,2014
37,Mike WallaceMIA,WR,16,67,115,862,12.9,10,50,10,53.9,1,1,251,47,2014
37,Travis KelceKC,TE,16,67,87,862,12.9,5,34,15,53.9,4,3,470,45,2014
39,Malcom FloydSD,WR,16,52,92,856,16.5,6,59,13,53.5,0,0,146,39,2014
40,Le'Veon BellPIT,RB,16,83,105,854,10.3,3,48,10,53.4,0,0,723,41,2014
41,Michael FloydARI,WR,16,47,99,841,17.9,6,63,15,52.6,3,1,110,34,2014
42,Doug BaldwinSEA,WR,16,66,98,825,12.5,3,49,15,51.6,0,0,314,42,2014
43,Andrew HawkinsCLE,WR,15,63,113,824,13.1,2,65,13,54.9,0,0,364,44,2014
44,Antonio GatesSD,TE,16,69,99,821,11.9,12,34,12,51.3,1,0,250,44,2014
45,Matt ForteCHI,RB,16,102,130,808,7.9,4,56,7,50.5,1,1,771,28,2014
46,Mohamed SanuCIN,WR,16,56,98,790,14.1,5,76,9,49.4,0,0,337,37,2014
47,Larry FitzgeraldARI,WR,14,63,103,784,12.4,2,80,11,56.0,1,1,331,39,2014
48,Keenan AllenSD,WR,14,77,121,783,10.2,4,35,6,55.9,1,1,319,41,2014
49,Reggie WayneIND,WR,15,64,116,779,12.2,2,80,10,51.9,1,1,213,40,2014
50,Eddie RoyalSD,WR,16,62,91,778,12.5,7,47,14,48.6,1,1,335,39,2014
1,Julio JonesATL,WR,16,136,204,1871,13.8,8,70,25,116.9,3,1,620,93,2015
2,Antonio BrownPIT,WR,16,136,195,1834,13.5,10,59,25,114.6,1,1,570,84,2015
3,DeAndre HopkinsHOU,WR,16,111,192,1521,13.7,11,61,19,95.1,1,0,201,83,2015
