RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL BALL SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
35,35,Andres Gonzales,80,173.55,9892.14,57,178.3,167.15,2016
36,36,Carlos Ortiz,79,173.54,11280.05,65,178.74,164.76,2016
37,37,Stewart Cink,61,173.49,8154.14,47,177.09,168.04,2016
38,38,Matt Jones,83,173.44,7978.27,46,177.66,163.36,2016
T39,T39,Ricky Barnes,97,173.42,13179.77,76,177.33,166.4,2016
T39,T39,Graham DeLaet,70,173.42,10232.07,59,178.85,166.89,2016
41,41,Paul Casey,77,173.38,9535.79,55,178.48,159.91,2016
42,42,Branden Grace,63,173.24,6756.35,39,178.3,167.4,2016
43,43,Scott Pinckney,87,173.1,11770.92,68,177.37,165.36,2016
T44,T44,Charley Hoffman,91,172.97,13145.69,76,179.5,164.82,2016
T44,T44,Patrick Reed,105,172.97,14529.77,84,178.47,163.79,2016
46,46,Phil Mickelson,75,172.91,9337.3,54,178.17,166.77,2016
47,47,Aaron Baddeley,93,172.75,11747.06,68,178.58,166.28,2016
48,48,Marc Leishman,89,172.72,11571.99,67,178.11,162.16,2016
49,49,Seung-Yul Noh,85,172.38,13100.97,76,177.21,167.23,2016
50,50,Rhein Gibson,58,172.06,7054.59,41,175.93,166.67,2016
51,51,Daniel Berger,92,172.03,12214.04,71,177.41,162.9,2016
52,52,Kevin Chappell,93,171.78,11337.48,66,184.65,160.75,2016
53,53,Lucas Glover,75,171.67,12703.74,74,176.17,164.71,2016
54,54,Robert Streb,87,171.66,12359.29,72,176.24,168.48,2016
55,55,Ángel Cabrera,62,171.61,8752.1,51,176.49,164.65,2016
56,56,Jim Herman,93,171.5,11661.81,68,175.87,167.16,2016
57,57,Sean O'Hair,89,171.08,12659.56,74,176.22,165.68,2016
58,58,Shane Lowry,57,171.06,6500.37,38,175.33,165.68,2016
59,59,Scott Piercy,87,170.97,10942.27,64,175.23,164.67,2016
60,60,John Senden,88,170.93,8546.5,50,175.1,162.91,2016
61,61,Louis Oosthuizen,63,170.65,7679.13,45,175.8,167.16,2016
62,62,Will Wilcox,67,170.26,9875.03,58,174.64,166.46,2016
T63,T63,Russell Henley,76,170.14,11739.42,69,174.43,163.69,2016
T63,T63,Sung Kang,89,170.14,11739.66,69,177.54,160.79,2016
65,65,Dawie van der Walt,72,170.11,8675.67,51,175.03,162.09,2016
66,66,Billy Horschel,73,169.45,10505.94,62,172.7,164.95,2016
67,67,Bronson Burgoon,83,169.42,10165.11,60,174.81,165.21,2016
68,68,Scott Stallings,74,169.3,11174.07,66,173.85,163.27,2016
69,69,Jason Dufner,105,169.09,14541.33,86,173.58,160.8,2016
70,70,Steve Marino,72,169.04,8790.27,52,174.04,162.55,2016
71,71,Brett Stegmaier,87,169.03,14198.15,84,174.71,162.87,2016
72,72,Hideki Matsuyama,76,169.0,9633.22,57,175.93,159.54,2016
73,73,Si Woo Kim,113,168.97,15883.46,94,173.44,162.73,2016
T74,T74,Patton Kizzire,93,168.88,13003.9,77,173.0,161.85,2016
T74,T74,Hunter Mahan,61,168.88,9457.44,56,173.46,162.51,2016
76,76,Chesson Hadley,81,168.86,12664.64,75,172.35,163.7,2016
77,77,Emiliano Grillo,93,168.82,12323.79,73,174.18,163.85,2016
78,78,Padraig Harrington,54,168.78,7426.32,44,176.42,162.54,2016
79,79,Bill Haas,86,168.55,10449.87,62,172.08,162.42,2016
80,80,Wes Roach,59,168.52,6909.27,41,172.56,161.18,2016
81,81,Tyrone Van Aswegen,105,168.51,13986.53,83,172.91,160.48,2016
82,82,Jordan Spieth,80,168.42,9431.34,56,172.74,162.87,2016
83,83,Ben Martin,92,168.27,14134.68,84,171.34,162.34,2016
84,84,George McNeill,51,168.11,8069.1,48,173.15,163.53,2016
85,85,Adam Hadwin,93,167.96,14948.13,89,172.81,160.73,2016
86,86,Nick Taylor,83,167.9,11081.12,66,172.05,161.83,2016
87,87,Geoff Ogilvy,63,167.74,9561.25,57,172.87,159.06,2016
88,88,James Hahn,85,167.68,10563.96,63,174.61,161.35,2016
89,89,Anirban Lahiri,72,167.4,9207.26,55,172.0,158.48,2016
90,90,Shawn Stefani,91,167.32,13887.55,83,174.44,157.06,2016
91,91,Morgan Hoffmann,71,167.31,10707.69,64,172.32,159.56,2016
92,92,Derek Fathauer,94,167.29,14219.63,85,171.84,161.7,2016
93,93,Rob Oppenheim,67,167.16,8190.89,49,171.4,161.58,2016
94,94,Michael Thompson,71,167.15,8691.63,52,170.21,161.62,2016
95,95,Jason Gore,78,166.96,11353.39,68,172.26,160.55,2016
96,96,Fabián Gómez,82,166.87,12348.21,74,176.5,159.24,2016
97,97,Luke Guthrie,57,166.75,7336.84,44,176.15,157.9,2016
98,98,Hiroshi Iwata,85,166.65,12165.45,73,175.1,159.72,2016
99,99,Andrew Landry,53,166.55,4663.42,28,170.41,163.39,2016
100,100,Boo Weekley,83,166.54,12823.55,77,172.01,158.07,2016
101,101,Henrik Norlander,71,166.5,8991.22,54,172.17,162.48,2016
102,102,Scott Brown,88,166.46,13483.25,81,173.48,161.1,2016
103,103,Sam Saunders,69,166.42,8653.64,52,170.19,160.59,2016
104,104,Chad Campbell,90,166.32,13471.58,81,171.07,161.89,2016
105,105,J.J. Henry,68,166.11,9966.55,60,171.16,157.92,2016
106,106,Kyle Reifers,115,166.08,16275.7,98,171.25,158.29,2016
107,107,Retief Goosen,55,166.07,9632.31,58,170.41,161.69,2016
108,108,Tom Hoge,81,166.06,9963.78,60,171.85,158.56,2016
109,109,Kelly Kraft,63,166.02,7138.71,43,170.28,162.18,2016
110,110,Ernie Els,66,165.99,9627.52,58,171.18,161.45,2016
111,111,William McGirt,98,165.95,12777.86,77,169.7,162.61,2016
112,112,Rod Pampling,54,165.93,5807.63,35,170.01,160.87,2016
113,113,Brandt Snedeker,93,165.92,11448.2,69,169.57,159.35,2016
114,114,Thomas Aiken,70,165.77,7625.61,46,170.95,158.86,2016
115,115,Erik Compton,65,165.75,8618.97,52,173.67,150.31,2016
116,116,Kyle Stanley,92,165.68,14083.03,85,171.96,158.14,2016
117,117,Kevin Streelman,82,165.66,9939.49,60,168.75,161.71,2016
118,118,Whee Kim,82,165.65,11098.63,67,169.42,159.47,2016
119,119,Blayne Barber,84,165.59,12253.72,74,170.8,159.78,2016
120,120,Mark Hubbard,101,165.58,15067.68,91,170.03,161.37,2016
121,121,Camilo Villegas,83,165.57,12914.08,78,170.39,160.28,2016
122,122,Danny Lee,93,165.48,12245.78,74,170.63,159.3,2016
123,123,Brendon de Jonge,83,165.47,10920.88,66,169.73,158.99,2016
124,124,Johnson Wagner,86,165.45,13070.38,79,169.44,160.19,2016
125,125,Jonas Blixt,79,165.43,11414.94,69,170.17,159.82,2016
126,126,Chris Stroud,82,165.29,11239.6,68,171.19,159.05,2016
127,127,Martin Piller,59,165.11,7595.06,46,170.5,159.75,2016
128,128,Roberto Castro,97,165.06,14525.29,88,170.29,152.81,2016
129,129,Chris Kirk,90,165.03,13202.49,80,175.44,160.71,2016
T130,T130,Tyler Aldridge,83,164.96,10887.3,66,170.22,158.42,2016
T130,T130,Daniel Summerhays,99,164.96,13526.91,82,170.72,156.45,2016
132,132,Luke Donald,81,164.73,10213.48,62,167.88,158.21,2016
133,133,Freddie Jacobson,86,164.65,12513.35,76,170.45,154.86,2016
134,134,Webb Simpson,70,164.62,8724.79,53,171.42,157.34,2016
135,135,Troy Merritt,77,164.58,10862.44,66,167.7,159.74,2016
136,136,Russell Knox,92,164.54,12011.62,73,168.07,158.16,2016
137,137,Will MacKenzie,84,164.25,11497.34,70,168.18,159.29,2016
138,138,Francesco Molinari,64,164.06,9515.67,58,167.36,159.56,2016
139,139,Cameron Smith,73,163.92,7048.62,43,170.96,153.29,2016
140,140,Michael Kim,100,163.86,15075.52,92,168.16,160.2,2016
141,141,Graeme McDowell,63,163.83,8191.57,50,169.58,158.51,2016
142,142,Steve Stricker,53,163.72,7367.43,45,167.84,159.79,2016
143,143,Kevin Kisner,97,163.71,12114.19,74,167.49,154.35,2016
144,144,John Huh,86,163.65,13092.26,80,168.1,158.08,2016
145,145,Scott Langley,65,163.6,8343.84,51,167.53,158.52,2016
146,146,Vijay Singh,72,163.59,12105.77,74,168.58,156.83,2016
147,147,D.A. Points,55,163.47,5394.44,33,169.69,159.83,2016
148,148,Rory Sabbatini,57,163.39,4738.41,29,166.88,157.22,2016
149,149,David Lingmerth,84,163.25,11264.43,69,167.24,159.65,2016
150,150,Chad Collins,73,163.19,10118.03,62,167.14,155.94,2016
T151,T151,Matt Kuchar,100,162.97,13852.03,85,168.05,157.64,2016
T151,T151,Cameron Tringale,81,162.97,11733.98,72,169.66,155.86,2016
153,153,Jeff Overton,69,162.96,11407.33,70,168.84,156.67,2016
154,154,Brian Harman,104,162.94,14827.85,91,166.73,157.42,2016
155,155,Steve Wheatcroft,85,162.75,12205.91,75,168.46,156.52,2016
156,156,Kevin Na,96,162.58,10730.42,66,178.07,156.16,2016
157,157,Bryce Molder,80,162.45,11696.06,72,166.91,157.34,2016
158,158,Chez Reavie,90,162.02,12961.72,80,166.45,158.53,2016
159,159,Vaughn Taylor,72,161.92,11657.94,72,166.82,153.27,2016
160,160,Ken Duke,58,161.85,9711.28,60,167.4,154.73,2016
161,161,Stuart Appleby,71,161.62,11475.22,71,165.27,157.05,2016
162,162,Robert Allenby,51,161.4,6617.31,41,168.81,155.3,2016
163,163,Spencer Levin,104,161.3,14517.2,90,165.69,156.27,2016
164,164,Alex Cejka,71,161.22,8383.45,52,165.24,155.78,2016
165,165,Ryan Moore,86,161.11,10472.41,65,166.79,155.95,2016
166,166,David Hearn,95,160.74,14305.72,89,168.71,154.07,2016
167,167,Billy Hurley III,66,160.35,8498.76,53,163.31,157.26,2016
168,168,Peter Malnati,85,160.26,10256.52,64,166.78,153.53,2016
169,169,Tim Wilkinson,72,160.17,7047.5,44,164.56,154.89,2016
170,170,Jason Bohn,67,159.79,5592.81,35,164.91,155.98,2016
171,171,Abraham Ancer,51,159.6,5266.75,33,163.06,155.17,2016
172,172,D.H. Lee,61,159.33,7010.31,44,163.68,153.82,2016
173,173,Ben Crane,80,159.21,11622.55,73,164.71,156.04,2016
174,174,Jim Furyk,52,159.17,6048.64,38,165.2,152.71,2016
175,175,Dicky Pride,55,158.86,6831.08,43,162.36,153.64,2016
176,176,Zach Johnson,90,158.62,11420.99,72,163.18,154.06,2016
177,177,K.J. Choi,73,158.46,10933.63,69,164.26,150.44,2016
178,178,Brendon Todd,66,157.87,9314.42,59,161.98,152.01,2016
179,179,Brian Stuard,66,157.81,9310.56,59,163.85,150.79,2016
180,180,Mark Wilson,66,157.39,8656.47,55,162.17,152.34,2016
181,181,Jon Curran,99,157.34,14160.54,90,166.23,151.21,2016
182,182,Jerry Kelly,76,156.51,9859.95,63,161.76,150.73,2016
183,183,Zac Blair,99,156.36,12352.53,79,161.18,152.0,2016
184,184,Colt Knost,90,154.48,11894.88,77,159.45,149.08,2016
185,185,David Toms,62,152.55,9763.33,64,156.36,146.91,2016
1,1,Brandon Hagy,85,186.79,10647.13,57,190.5,177.47,2017
2,2,Ryan Brehm,83,184.85,5730.37,31,190.35,179.29,2017
3,3,Jhonattan Vegas,95,183.24,8978.53,49,188.34,178.55,2017
4,4,Andrew Loupe,55,182.77,7676.28,42,189.04,174.44,2017
5,5,Tony Finau,106,182.32,14221.18,78,188.31,175.36,2017
6,6,Kevin Tway,96,181.83,9637.01,53,185.49,175.67,2017
7,7,Ollie Schniederjans,92,181.37,10701.07,59,186.37,145.86,2017
8,8,Luke List,102,181.07,12493.8,69,184.45,167.7,2017
9,9,Gary Woodland,94,180.49,9205.08,51,184.04,171.15,2017
T10,T10,Rory McIlroy,51,180.12,5043.37,28,186.27,174.25,2017
T10,T10,Patrick Rodgers,76,180.12,8465.78,47,185.88,174.59,2017
12,12,Dustin Johnson,77,180.06,7922.79,44,184.65,175.35,2017
13,13,Brooks Koepka,88,180.03,8461.2,47,185.22,170.77,2017
14,14,Grayson Murray,94,180.01,11520.93,64,187.25,174.0,2017
15,15,Trey Mullinax,88,179.89,11153.49,62,185.63,172.05,2017
16,16,Bubba Watson,71,179.88,7555.16,42,184.72,174.5,2017
17,17,Jason Kokrak,95,179.65,12395.6,69,184.67,175.13,2017
18,18,J.B. Holmes,83,179.44,7357.21,41,185.09,172.72,2017
19,19,Adam Scott,58,177.78,5333.3,30,180.8,165.17,2017
20,20,Nick Watney,75,177.7,10129.17,57,183.29,171.1,2017
21,21,Charl Schwartzel,63,177.23,6557.38,37,180.77,170.63,2017
22,22,Kevin Chappell,95,177.08,9739.6,55,182.24,169.7,2017
23,23,Jamie Lovemark,98,176.96,10086.96,57,182.38,165.33,2017
24,24,Seamus Power,86,176.48,8471.27,48,180.72,169.39,2017
25,25,Harris English,84,176.34,10756.7,61,180.2,170.65,2017
26,26,Matt Jones,64,176.22,8106.24,46,180.42,170.82,2017
27,27,Hudson Swafford,94,176.15,10569.02,60,181.66,172.22,2017
28,28,Robert Garrigus,78,176.04,9682.37,55,180.24,168.06,2017
29,29,Justin Thomas,86,175.77,8788.59,50,181.97,169.03,2017
30,30,Jason Day,71,175.51,8073.36,46,180.5,168.5,2017
31,31,Sergio Garcia,65,175.13,5954.27,34,178.93,169.45,2017
32,32,Daniel Berger,91,175.01,9100.34,52,181.04,168.29,2017
33,33,Jon Rahm,90,174.97,9448.4,54,180.32,169.26,2017
34,34,Smylie Kaufman,76,174.96,10147.55,58,178.8,167.43,2017
35,35,Marc Leishman,94,174.87,10317.24,59,179.95,166.96,2017
36,36,Brendan Steele,89,174.68,10306.08,59,178.41,169.98,2017
37,37,Tag Ridings,67,174.44,7326.62,42,178.15,170.18,2017
38,38,Bryson DeChambeau,91,174.39,10986.26,63,180.33,163.97,2017
39,39,Xander Schauffele,96,174.34,8193.75,47,180.03,165.68,2017
T40,T40,Paul Casey,94,174.12,8880.11,51,177.98,160.27,2017
T40,T40,Ryan Palmer,61,174.12,7487.34,43,178.64,167.78,2017
42,42,Charles Howell III,86,173.9,10260.11,59,178.78,166.91,2017
43,43,Andres Gonzales,73,173.89,8694.66,50,178.67,167.9,2017
44,44,Harold Varner III,101,173.85,13212.29,76,180.05,164.63,2017
45,45,Martin Flores,88,173.75,11120.27,64,178.57,168.09,2017
46,46,Charley Hoffman,112,173.67,12851.93,74,178.86,168.46,2017
47,47,Seung-Yul Noh,91,173.53,12320.7,71,177.43,169.3,2017
48,48,Steven Bowditch,59,173.13,7444.69,43,178.97,165.88,2017
49,49,Branden Grace,70,173.05,5883.58,34,176.44,166.89,2017
50,50,Aaron Baddeley,61,173.03,7613.22,44,177.07,168.71,2017
T51,T51,Sebastián Muñoz,51,172.8,6048.1,35,177.86,168.18,2017
T51,T51,Robert Streb,98,172.8,12268.8,71,176.88,169.71,2017
53,53,Stewart Cink,93,172.67,12086.6,70,176.98,167.16,2017
54,54,Keegan Bradley,104,172.6,12427.22,72,177.17,164.03,2017
55,55,Brian Campbell,55,172.44,6552.8,38,176.63,167.48,2017
56,56,Lucas Glover,93,172.41,11206.97,65,176.66,167.2,2017
57,57,Matt Every,76,172.39,9308.94,54,177.55,161.2,2017
58,58,Rickie Fowler,78,172.37,9135.81,53,177.06,166.08,2017
59,59,Hideki Matsuyama,83,172.27,8096.8,47,178.12,164.92,2017
60,60,Byeong Hun An,77,172.24,8267.62,48,176.04,168.31,2017
61,61,Martin Laird,83,172.22,8955.2,52,175.32,167.23,2017
62,62,Graham DeLaet,82,172.2,10504.45,61,180.18,163.91,2017
63,63,Jimmy Walker,68,172.1,6711.73,39,178.37,166.99,2017
64,64,Scott Stallings,81,172.06,9635.13,56,176.31,166.14,2017
65,65,Patrick Reed,107,171.98,11350.88,66,175.47,166.69,2017
66,66,Sean O'Hair,84,171.91,9454.96,55,178.5,166.06,2017
67,67,Rick Lamb,54,171.75,6183.0,36,177.33,165.75,2017
68,68,Ricky Barnes,100,171.62,8581.18,50,175.98,166.29,2017
69,69,Sung Kang,104,171.61,10811.51,63,177.81,164.83,2017
70,70,Justin Rose,66,171.57,7205.87,42,178.25,167.1,2017
71,71,Patrick Cantlay,52,171.42,6171.07,36,173.6,167.99,2017
72,72,Mackenzie Hughes,106,171.2,15408.1,90,175.87,166.6,2017
73,73,Shane Lowry,52,171.13,3593.81,21,175.19,166.94,2017
74,74,Jim Herman,77,171.1,9410.76,55,175.02,167.56,2017
75,75,Louis Oosthuizen,69,171.05,6157.76,36,176.33,163.35,2017
76,76,Dominic Bozzelli,69,170.79,8539.56,50,175.2,164.77,2017
77,77,Billy Horschel,88,170.7,10925.01,64,176.17,164.78,2017
78,78,Phil Mickelson,85,170.49,9717.87,57,175.27,162.92,2017
79,79,Cody Gribble,79,170.37,9029.54,53,175.75,163.95,2017
80,80,Adam Hadwin,98,170.28,11919.45,70,177.7,158.77,2017
81,81,J.T. Poston,95,170.16,11570.62,68,174.61,163.89,2017
82,82,J.J. Henry,92,170.07,11734.7,69,174.39,165.71,2017
83,83,Ryo Ishikawa,56,169.99,6799.54,40,174.01,164.24,2017
84,84,Anirban Lahiri,72,169.7,7636.44,45,173.93,164.47,2017
85,85,Hunter Mahan,73,169.55,9664.5,57,175.0,163.28,2017
86,86,Jason Dufner,89,169.54,10850.6,64,175.22,161.45,2017
87,87,Brad Fritsch,56,169.52,6611.45,39,180.99,159.64,2017
88,88,Patton Kizzire,84,169.46,11862.08,70,174.57,164.4,2017
89,89,Scott Piercy,70,169.27,7448.03,44,175.33,163.09,2017
90,90,Russell Henley,99,169.25,12354.98,73,173.6,163.11,2017
91,91,Jordan Spieth,85,169.18,9812.62,58,174.49,158.69,2017
92,92,Cameron Smith,86,169.03,10818.15,64,172.86,163.61,2017
93,93,Tyrone Van Aswegen,105,169.01,10309.37,61,173.22,163.38,2017
94,94,Pat Perez,93,168.97,9462.48,56,175.13,163.29,2017
95,95,Emiliano Grillo,90,168.83,10129.86,60,172.25,164.01,2017
96,96,Bud Cauley,92,168.59,11464.37,68,172.17,164.45,2017
97,97,Bill Haas,92,168.53,9437.7,56,171.93,164.22,2017
98,98,Brett Drewitt,57,168.4,6062.22,36,173.58,160.15,2017
99,99,Kyle Stanley,104,168.2,13960.29,83,172.53,163.9,2017
100,100,Ben Martin,86,168.14,11097.25,66,171.89,162.04,2017
T101,T101,Morgan Hoffmann,92,167.96,12764.94,76,172.52,163.32,2017
T101,T101,Kevin Streelman,90,167.96,12093.42,72,174.75,161.72,2017
103,103,James Hahn,96,167.88,11583.77,69,173.9,159.69,2017
104,104,Shawn Stefani,72,167.79,9060.93,54,171.56,161.56,2017
105,105,Boo Weekley,75,167.76,8723.61,52,171.23,163.96,2017
106,106,Mark Anderson,54,167.71,7043.93,42,172.01,160.56,2017
107,107,Danny Lee,93,167.63,10393.36,62,171.56,162.19,2017
108,108,Gonzalo Fernandez-Castaño,63,167.53,5863.46,35,172.73,162.66,2017
109,109,Si Woo Kim,80,167.46,8540.56,51,172.42,161.27,2017
110,110,J.J. Spaun,92,167.38,10043.01,60,172.15,160.8,2017
111,111,Blayne Barber,77,167.21,10701.41,64,170.83,160.83,2017
112,112,Retief Goosen,52,167.17,5851.04,35,170.76,161.56,2017
113,113,Julián Etulain,68,167.09,8187.55,49,172.44,162.18,2017
114,114,Whee Kim,74,167.08,8520.91,51,173.18,158.75,2017
115,115,Mark Hubbard,81,166.88,9512.37,57,172.34,161.66,2017
116,116,David Lingmerth,79,166.87,10012.38,60,170.87,160.3,2017
117,117,Jonathan Randolph,68,166.83,7674.18,46,173.04,161.74,2017
118,118,Sam Saunders,76,166.78,9506.49,57,170.42,162.86,2017
119,119,Kelly Kraft,75,166.69,9501.4,57,171.68,162.02,2017
120,120,Richy Werenski,81,166.68,9000.63,54,172.35,160.77,2017
121,121,Francesco Molinari,75,166.66,7832.9,47,170.45,161.43,2017
122,122,Tom Hoge,54,166.45,6658.05,40,169.57,163.12,2017
123,123,Nicholas Lindheim,58,166.43,6490.85,39,172.94,160.59,2017
124,124,Derek Fathauer,81,166.27,8479.57,51,169.91,161.03,2017
125,125,Michael Thompson,60,166.11,6644.55,40,170.27,161.71,2017
126,126,Troy Merritt,82,166.07,10960.83,66,169.56,159.51,2017
127,127,Chad Campbell,97,166.04,11954.85,72,171.21,158.42,2017
128,128,Cameron Percy,71,165.94,8463.09,51,169.84,159.19,2017
129,129,Jonas Blixt,74,165.91,8793.02,53,171.52,157.53,2017
130,130,Brett Stegmaier,78,165.82,8788.61,53,170.04,161.6,2017
T131,T131,Fabián Gómez,61,165.71,7788.23,47,170.44,160.32,2017
T131,T131,Rory Sabbatini,71,165.71,7788.46,47,169.95,159.16,2017
133,133,Rafa Cabrera Bello,63,165.69,5798.99,35,168.4,162.27,2017
T134,T134,Miguel Angel Carballo,63,165.63,6293.93,38,169.2,159.81,2017
T134,T134,Roberto Castro,70,165.63,7950.16,48,169.5,159.07,2017
136,136,Ian Poulter,72,165.53,8276.53,50,169.66,162.89,2017
137,137,Scott Brown,95,165.48,10590.73,64,171.39,159.78,2017
T138,T138,Michael Kim,94,165.23,12392.47,75,169.72,159.23,2017
T138,T138,C.T. Pan,88,165.23,10740.15,65,172.33,159.39,2017
140,140,Camilo Villegas,76,165.16,8588.11,52,167.86,162.05,2017
141,141,Kevin Kisner,105,165.15,10899.59,66,169.27,160.84,2017
142,142,Rod Pampling,71,165.13,8091.34,49,170.4,158.57,2017
143,143,Geoff Ogilvy,80,165.11,10567.04,64,171.28,158.24,2017
144,144,Nick Taylor,97,165.05,12213.92,74,170.38,160.72,2017
145,145,Brandt Snedeker,53,164.93,5607.55,34,169.36,158.97,2017
146,146,Chris Kirk,89,164.88,10717.03,65,169.38,160.1,2017
T147,T147,William McGirt,89,164.54,10694.98,65,168.65,160.79,2017
T147,T147,Daniel Summerhays,100,164.54,11517.97,70,169.52,160.12,2017
149,149,Chris Stroud,67,164.52,6087.41,37,169.79,160.31,2017
150,150,Luke Donald,50,164.44,4768.8,29,168.58,160.6,2017
151,151,Johnson Wagner,71,164.39,8055.15,49,168.31,157.5,2017
152,152,Russell Knox,75,164.28,7556.7,46,168.52,156.22,2017
153,153,Chad Collins,66,164.1,7712.93,47,169.1,154.44,2017
154,154,Kyle Reifers,96,163.67,11129.37,68,167.64,155.74,2017
155,155,Cameron Tringale,89,163.56,9649.82,59,168.69,156.15,2017
156,156,Kevin Na,86,163.48,8337.54,51,170.76,157.07,2017
157,157,Brian Harman,104,163.3,10778.04,66,168.74,157.65,2017
158,158,Wesley Bryan,95,163.17,9464.08,58,171.89,157.37,2017
159,159,Webb Simpson,102,163.1,11416.66,70,167.5,157.76,2017
160,160,Steve Wheatcroft,51,162.86,5048.81,31,167.82,159.29,2017
161,161,Carl Pettersson,63,162.45,6335.49,39,166.22,157.15,2017
162,162,Ryan Blaum,100,162.33,11687.77,72,165.99,157.8,2017
163,163,Ryan Moore,82,162.32,9739.36,60,165.81,157.56,2017
164,164,Ryan Armour,63,162.28,6978.04,43,169.61,156.67,2017
165,165,John Huh,92,162.02,11827.33,73,166.7,154.52,2017
166,166,Matt Kuchar,95,161.99,10529.58,65,167.06,153.98,2017
167,167,Ernie Els,52,161.93,4372.01,27,168.19,157.37,2017
168,168,Zach Johnson,81,161.46,9041.51,56,164.62,154.58,2017
169,169,D.A. Points,68,161.14,8379.26,52,168.16,152.42,2017
170,170,Graeme McDowell,56,161.07,5959.42,37,166.29,156.66,2017
171,171,Billy Hurley III,80,160.99,10786.06,67,165.01,156.28,2017
172,172,Søren Kjeldsen,58,160.96,4345.86,27,164.79,157.86,2017
173,173,Bryce Molder,74,160.87,9813.09,61,166.29,153.91,2017
174,174,Alex Cejka,85,160.85,8524.87,53,163.47,155.26,2017
175,175,Greg Chalmers,75,160.83,10132.23,63,164.42,156.48,2017
176,176,Peter Malnati,91,160.58,11882.74,74,165.74,154.55,2017
177,177,Vaughn Taylor,90,160.5,11716.82,73,164.98,156.49,2017
178,178,Ben Crane,86,160.35,10422.87,65,164.49,156.49,2017
179,179,Chez Reavie,98,160.23,11376.54,71,163.39,155.56,2017
180,180,David Hearn,93,159.93,9755.57,61,164.82,154.02,2017
181,181,Spencer Levin,89,159.3,10036.18,63,162.66,152.87,2017
182,182,K.J. Choi,72,159.05,8429.67,53,163.56,149.92,2017
183,183,Ken Duke,77,159.03,7156.34,45,162.88,149.45,2017
184,184,Brian Stuard,93,158.82,10164.45,64,162.73,151.75,2017
185,185,Brian Gay,82,158.15,10438.22,66,161.01,154.14,2017
186,186,Tim Wilkinson,64,157.81,6785.81,43,163.09,152.38,2017
187,187,Jason Bohn,75,157.79,9309.39,59,160.55,153.16,2017
188,188,Jim Furyk,54,157.46,5826.03,37,161.54,151.81,2017
189,189,Zac Blair,105,157.43,11964.42,76,162.53,152.48,2017
190,190,Steven Alker,69,156.24,6718.25,43,160.13,152.33,2017
1,1,Trey Mullinax,75,182.22,9111.2,50,186.44,171.88,2018
2,2,Tony Finau,105,181.74,12176.33,67,185.37,176.96,2018
3,3,Keith Mitchell,99,181.68,12717.26,70,187.5,176.57,2018
T4,T4,Rory McIlroy,64,181.57,7444.48,41,186.03,176.89,2018
T4,T4,Peter Uihlein,83,181.57,9078.34,50,186.83,174.3,2018
6,6,Bubba Watson,90,181.4,9614.14,53,185.26,176.88,2018
7,7,Jhonattan Vegas,92,181.35,9248.87,51,186.0,177.34,2018
8,8,Dustin Johnson,77,181.27,7975.85,44,185.56,176.55,2018
9,9,Kevin Tway,110,181.25,13412.86,74,184.78,174.97,2018
10,10,Luke List,98,181.24,12505.23,69,185.36,175.34,2018
11,11,Adam Scott,78,180.85,9223.39,51,185.86,175.34,2018
12,12,Brooks Koepka,64,180.65,7768.11,43,184.04,173.69,2018
13,13,Gary Woodland,96,180.37,9740.15,54,186.55,174.28,2018
14,14,Tom Lovelady,87,180.24,11535.47,64,184.58,174.79,2018
15,15,Lanto Griffin,80,178.59,8750.71,49,182.1,172.19,2018
16,16,Nick Watney,94,178.53,13389.79,75,183.06,173.36,2018
17,17,Grayson Murray,72,178.34,9630.42,54,183.11,171.96,2018
18,18,Tiger Woods,68,178.23,7485.85,42,182.32,170.88,2018
19,19,J.B. Holmes,77,178.22,10514.9,59,183.34,172.04,2018
20,20,Seamus Power,86,177.8,10667.76,60,183.81,170.81,2018
21,21,Adam Schenk,86,177.58,11365.08,64,181.34,171.12,2018
22,22,Ollie Schniederjans,91,177.43,10645.74,60,180.88,172.01,2018
23,23,Jason Kokrak,99,177.41,14193.11,80,182.91,171.37,2018
24,24,Jon Rahm,71,177.12,7084.78,40,182.39,171.77,2018
25,25,Kevin Chappell,77,177.04,8851.92,50,180.07,170.99,2018
26,26,Patrick Rodgers,97,177.01,10089.58,57,182.28,172.78,2018
27,27,Jason Day,75,176.39,7055.69,40,181.14,170.95,2018
28,28,Byeong Hun An,86,176.22,10220.61,58,179.75,171.58,2018
29,29,Robert Garrigus,80,176.19,10219.18,58,180.59,169.56,2018
30,30,Justin Thomas,91,176.17,9337.08,53,181.07,169.28,2018
31,31,Matt Jones,70,176.11,7572.86,43,180.5,171.96,2018
32,32,Paul Casey,74,175.97,6159.1,35,181.14,169.0,2018
33,33,Harris English,84,175.75,11248.26,64,178.67,167.01,2018
34,34,Charl Schwartzel,65,175.55,5617.71,32,179.35,168.95,2018
35,35,Bryson DeChambeau,93,175.52,10355.87,59,183.89,167.13,2018
36,36,Tommy Fleetwood,73,175.35,7540.0,43,178.47,172.59,2018
37,37,Brandon Harkins,101,175.21,12264.54,70,179.21,170.52,2018
38,38,Charles Howell III,104,174.85,12064.78,69,177.74,170.42,2018
