RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL BALL SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
1,1,Bubba Watson,77,182.61,12599.77,69,188.19,175.33,2010
2,2,J.B. Holmes,100,181.6,13075.32,72,187.5,168.87,2010
3,3,Dustin Johnson,83,180.34,11722.16,65,184.66,174.69,2010
4,4,Robert Garrigus,71,179.84,7913.1,44,183.63,173.21,2010
5,5,Ángel Cabrera,64,178.27,9982.91,56,183.56,168.43,2010
6,6,Graham DeLaet,88,177.61,8525.31,48,183.43,170.13,2010
7,7,Aaron Baddeley,94,177.01,14338.18,81,184.55,168.24,2010
8,8,Chris Couch,66,176.65,8302.34,47,182.5,170.97,2010
9,9,Phil Mickelson,76,176.37,8642.28,49,182.39,164.9,2010
10,10,Paul Casey,64,176.24,6168.41,35,181.98,167.65,2010
11,11,Jimmy Walker,82,176.2,9867.27,56,181.63,169.11,2010
12,12,Brett Wetterich,54,175.93,6861.19,39,180.56,163.7,2010
13,13,Martin Flores,75,175.53,9654.27,55,180.34,167.98,2010
14,14,Nick Watney,91,175.18,12612.75,72,179.34,169.9,2010
15,15,Sergio Garcia,58,175.08,6127.82,35,179.27,169.39,2010
16,16,James Driscoll,78,175.01,11025.8,63,179.93,166.65,2010
17,17,Charley Hoffman,85,174.78,12933.46,74,180.77,165.34,2010
18,18,Martin Laird,91,174.77,13282.64,76,182.2,167.71,2010
19,19,Adam Scott,70,174.68,10481.01,60,178.91,169.04,2010
20,20,John Daly,63,174.47,5233.98,30,178.68,159.64,2010
21,21,Jason Day,82,174.26,11326.67,65,178.84,160.08,2010
22,22,Charles Howell III,103,174.05,14968.6,86,178.62,169.39,2010
23,23,Bill Haas,87,173.77,13554.38,78,182.03,166.01,2010
24,24,Davis Love III,79,173.39,10403.61,60,179.13,168.29,2010
25,25,Troy Matteson,84,172.89,11929.29,69,178.07,165.88,2010
26,26,Alex Prugh,88,172.64,12084.53,70,178.49,166.29,2010
27,27,Charles Warren,64,172.52,7418.37,43,177.76,159.47,2010
28,28,Marc Leishman,87,172.43,12414.98,72,177.77,166.88,2010
T29,T29,Derek Lamely,81,172.18,9986.36,58,179.37,165.77,2010
T29,T29,John Senden,103,172.18,14463.05,84,178.39,160.02,2010
31,31,George McNeill,79,172.15,10501.45,61,176.53,163.88,2010
32,32,Lucas Glover,75,172.06,10323.68,60,176.86,162.95,2010
33,33,Rory McIlroy,54,171.93,7220.95,42,180.31,162.42,2010
34,34,Andres Romero,73,171.66,10814.65,63,177.3,164.79,2010
35,35,Matt Jones,89,171.61,12871.06,75,178.18,164.41,2010
36,36,Ricky Barnes,103,171.48,14061.66,82,176.14,164.26,2010
37,37,Greg Owen,69,171.41,10284.49,60,178.18,163.86,2010
38,38,Jeff Overton,89,171.22,11985.7,70,176.17,159.88,2010
39,39,Daniel Chopra,74,171.19,10271.67,60,178.32,159.99,2010
40,40,Stewart Cink,84,171.07,11975.15,70,176.67,164.33,2010
41,41,Padraig Harrington,57,171.01,8037.28,47,176.31,163.72,2010
42,42,Scott Piercy,88,170.89,10937.09,64,177.91,165.13,2010
43,43,Retief Goosen,75,170.77,8880.0,52,175.58,162.5,2010
44,44,J.J. Henry,92,170.68,12288.67,72,178.33,160.5,2010
45,45,Trevor Immelman,55,170.58,6993.75,41,177.22,158.54,2010
46,46,D.J. Trahan,92,170.56,13815.34,81,176.42,162.68,2010
T47,T47,Blake Adams,84,170.43,11759.64,69,174.32,161.72,2010
T47,T47,Jonathan Byrd,85,170.43,12270.92,72,174.51,164.25,2010
49,49,Garth Mulroy,53,170.41,6305.19,37,173.62,166.14,2010
50,50,Stuart Appleby,101,170.15,14632.58,86,176.42,162.61,2010
51,51,Ryan Palmer,84,170.14,12420.1,73,177.34,164.98,2010
52,52,Kevin Streelman,90,169.97,12237.89,72,173.82,164.18,2010
53,53,Bo Van Pelt,104,169.95,13426.36,79,176.11,164.98,2010
54,54,James Nitties,92,169.91,10364.75,61,174.79,162.9,2010
55,55,Matt Bettencourt,91,169.89,8664.44,51,175.98,164.14,2010
T56,T56,John Rollins,81,169.81,12565.86,74,176.68,159.65,2010
T56,T56,Boo Weekley,88,169.81,12735.97,75,176.61,158.2,2010
58,58,Camilo Villegas,78,169.66,9331.12,55,175.12,165.15,2010
59,59,Mathew Goggin,85,169.6,9497.54,56,173.43,163.44,2010
60,60,Steve Marino,81,169.58,11531.2,68,173.42,164.3,2010
61,61,David Duval,71,169.47,6609.49,39,174.36,164.23,2010
62,62,Rickie Fowler,98,169.38,14566.5,86,174.39,163.81,2010
63,63,Cameron Percy,73,168.88,9119.37,54,171.48,164.87,2010
64,64,Rory Sabbatini,79,168.85,9455.75,56,175.34,164.98,2010
65,65,Andrew McLardy,52,168.81,5908.31,35,174.12,155.45,2010
66,66,Matt Every,60,168.79,7595.36,45,172.39,164.52,2010
67,67,Ted Purdy,86,168.76,10125.73,60,174.24,161.26,2010
68,68,Pat Perez,90,168.69,13494.82,80,174.37,154.34,2010
69,69,Josh Teater,101,168.58,13317.77,79,173.92,162.77,2010
70,70,Geoff Ogilvy,62,168.5,9267.73,55,172.54,164.16,2010
71,71,Vijay Singh,75,168.39,10271.5,61,174.22,163.51,2010
72,72,Troy Merritt,86,168.3,11444.09,68,173.31,160.7,2010
73,73,Ryan Moore,80,168.29,10602.31,63,174.27,159.81,2010
74,74,Ernie Els,72,168.28,9760.1,58,172.87,163.86,2010
75,75,Cameron Tringale,55,168.1,6387.73,38,175.94,159.61,2010
76,76,Sean O'Hair,84,168.04,11762.95,70,174.41,163.65,2010
77,77,Brenden Pappas,66,168.0,7055.97,42,173.73,159.71,2010
78,78,Jeev Milkha Singh,59,167.61,5698.81,34,174.38,161.7,2010
79,79,Y.E. Yang,72,167.57,8881.19,53,173.12,162.21,2010
80,80,Brendon de Jonge,114,167.45,15238.04,91,172.8,160.23,2010
81,81,Freddie Jacobson,83,167.37,12385.32,74,171.69,163.18,2010
82,82,Chris Tidland,77,167.29,10539.46,63,173.13,161.01,2010
83,83,Chris Wilson,65,167.23,7358.07,44,172.27,159.59,2010
84,84,Tom Gillis,97,167.2,14212.1,85,172.25,156.14,2010
85,85,Jarrod Lyle,54,167.17,6853.89,41,170.58,162.62,2010
86,86,Robert Allenby,76,167.14,10362.75,62,171.83,158.07,2010
87,87,Michael Letzig,84,166.99,12023.39,72,173.06,155.96,2010
88,88,Lee Janzen,77,166.98,9851.75,59,172.04,160.66,2010
89,89,Justin Rose,78,166.94,11685.91,70,172.51,161.15,2010
90,90,Michael Bradley,77,166.91,8679.16,52,172.29,158.5,2010
91,91,Kevin Stadler,86,166.87,10179.12,61,172.52,157.24,2010
92,92,Scott McCarron,90,166.84,12179.5,73,173.47,156.59,2010
93,93,Brett Quigley,96,166.56,12991.84,78,171.37,161.56,2010
94,94,Tim Herron,79,166.54,9659.04,58,170.05,155.5,2010
95,95,Rod Pampling,77,166.33,10146.41,61,170.63,159.37,2010
T96,T96,Rich Barcelo,70,166.31,8149.0,49,171.02,158.0,2010
T96,T96,David Lutterus,69,166.31,8149.11,49,173.57,161.3,2010
98,98,Nicholas Thompson,88,166.15,11131.75,67,173.7,158.1,2010
99,99,Chad Campbell,94,166.13,12293.27,74,173.02,157.9,2010
100,100,Roger Tambellini,77,166.11,9634.18,58,172.13,160.86,2010
101,101,Hunter Mahan,85,166.1,12291.32,74,170.25,160.32,2010
102,102,Steve Lowery,67,166.09,8138.53,49,170.01,161.04,2010
103,103,Joe Durant,67,166.07,7805.11,47,172.18,154.07,2010
104,104,Mathias Grönberg,61,165.91,6636.27,40,169.91,160.96,2010
105,105,Bob Estes,79,165.77,10608.97,64,170.22,160.55,2010
106,106,Chris Stroud,90,165.74,10110.0,61,171.48,159.63,2010
107,107,Kevin Sutherland,86,165.62,12256.15,74,169.3,160.22,2010
108,108,Charlie Wi,95,165.58,13080.54,79,170.38,157.93,2010
109,109,Will MacKenzie,72,165.53,9931.56,60,171.39,158.77,2010
110,110,John Merrick,109,165.42,14391.35,87,170.18,157.24,2010
111,111,Henrik Bjornstad,72,165.34,8928.57,54,171.38,157.87,2010
112,112,Stephen Ames,75,165.1,9575.53,58,170.97,158.24,2010
113,113,Paul Stankowski,62,165.08,6272.92,38,171.6,161.27,2010
114,114,Mark Calcavecchia,50,165.01,6600.38,40,169.67,157.66,2010
115,115,Michael Sim,64,164.8,8240.2,50,169.23,159.62,2010
116,116,Kris Blanks,91,164.74,11367.24,69,171.27,157.18,2010
117,117,K.J. Choi,82,164.57,10038.54,61,169.07,160.14,2010
118,118,Jason Dufner,87,164.47,10854.95,66,169.86,157.64,2010
119,119,Vance Veazey,58,164.46,6578.55,40,170.49,159.0,2010
120,120,Bill Lunde,79,164.38,9698.37,59,167.74,160.28,2010
121,121,Roland Thatcher,72,164.35,10354.11,63,172.51,151.27,2010
122,122,Joe Ogilvie,99,164.32,13309.8,81,169.05,154.66,2010
123,123,Nathan Green,86,164.26,11498.21,70,173.77,154.41,2010
124,124,Steve Stricker,73,164.25,10512.25,64,168.81,159.96,2010
125,125,Kenny Perry,69,164.18,9686.58,59,170.26,157.98,2010
126,126,Shaun Micheel,70,164.14,7714.73,47,170.58,156.55,2010
127,127,Ian Poulter,55,163.7,6547.96,40,166.86,160.96,2010
128,128,Tim Petrovic,105,163.62,13580.56,83,167.26,157.36,2010
129,129,Matt Kuchar,97,163.46,12749.64,78,169.41,156.95,2010
130,130,D.A. Points,90,163.35,11924.77,73,168.81,157.81,2010
131,131,Jeff Gove,57,163.17,5710.94,35,167.65,157.18,2010
132,132,Brian Stuard,81,163.06,11251.05,69,166.62,158.35,2010
133,133,Kevin Na,94,163.03,12064.35,74,169.21,156.38,2010
134,134,Woody Austin,93,162.98,11082.35,68,167.98,158.54,2010
135,135,Webb Simpson,98,162.93,14500.35,89,168.62,156.41,2010
136,136,Steve Elkington,74,162.84,8467.79,52,167.56,149.5,2010
T137,T137,Chad Collins,87,162.71,12040.64,74,172.36,156.03,2010
T137,T137,Spencer Levin,110,162.71,13667.47,84,168.68,157.25,2010
139,139,Greg Chalmers,93,162.63,14311.26,88,167.65,155.93,2010
T140,T140,Johnson Wagner,85,162.58,11218.23,69,167.29,156.29,2010
T140,T140,Steve Wheatcroft,74,162.58,7641.32,47,167.36,153.91,2010
142,142,Luke Donald,71,162.54,9427.26,58,167.63,156.36,2010
143,143,Carl Pettersson,99,162.39,14614.91,90,168.94,154.69,2010
T144,T144,Cameron Beckman,68,162.14,8917.49,55,168.39,152.53,2010
T144,T144,Vaughn Taylor,87,162.14,11512.13,71,165.91,155.97,2010
146,146,Garrett Willis,82,162.12,10537.88,65,170.2,156.58,2010
147,147,Bryce Molder,84,162.05,11829.73,73,168.03,154.53,2010
148,148,Billy Mayfair,78,161.88,8903.61,55,167.1,156.05,2010
149,149,Michael Connell,89,161.87,11493.08,71,166.71,155.61,2010
150,150,Ryuji Imada,90,161.77,13264.74,82,168.67,156.32,2010
151,151,Jason Bohn,84,161.71,12937.17,80,167.48,152.99,2010
152,152,Jay Williamson,76,161.58,8563.56,53,170.96,152.85,2010
153,153,Chris Riley,73,161.47,9365.42,58,166.51,155.9,2010
154,154,Briny Baird,87,161.31,11130.65,69,166.13,151.8,2010
155,155,Ben Crane,85,160.89,11745.31,73,164.86,155.8,2010
156,156,Mike Weir,59,160.8,6592.72,41,165.84,154.64,2010
157,157,Jim Furyk,76,160.67,11086.47,69,168.02,155.25,2010
158,158,J.P. Hayes,79,160.17,10411.06,65,164.6,155.02,2010
159,159,Richard Johnson,90,160.14,9768.58,61,166.12,152.55,2010
160,160,Steve Flesch,78,160.1,8805.51,55,164.28,154.63,2010
161,161,Jerod Turner,54,160.04,6241.73,39,164.36,154.37,2010
162,162,Kevin Johnson,62,159.78,7030.2,44,164.84,154.62,2010
163,163,Brandt Snedeker,89,159.77,13101.14,82,167.36,153.28,2010
164,164,Brian Davis,101,159.73,12619.03,79,166.96,151.01,2010
165,165,Dean Wilson,54,159.7,6068.61,38,166.14,152.78,2010
166,166,Rocco Mediate,71,159.68,9261.44,58,166.16,152.71,2010
167,167,Justin Leonard,89,159.63,11812.3,74,167.84,151.48,2010
168,168,Alex Cejka,81,159.57,9414.91,59,165.43,152.56,2010
169,169,Tom Pernice Jr.,74,159.56,7020.82,44,164.05,153.46,2010
170,170,Ben Curtis,78,159.49,10845.2,68,164.49,154.79,2010
171,171,Jerry Kelly,99,159.4,11795.69,74,164.09,153.88,2010
172,172,Aron Price,70,159.27,7804.23,49,164.48,155.2,2010
173,173,Zach Johnson,93,159.14,12571.71,79,165.47,154.32,2010
174,174,Justin Bolli,55,159.06,6044.41,38,170.8,154.36,2010
175,175,Chris DiMarco,88,159.03,10178.15,64,163.05,154.28,2010
176,176,David Toms,86,158.65,10947.09,69,162.53,154.48,2010
177,177,Heath Slocum,97,158.33,12507.73,79,161.88,152.13,2010
178,178,John Mallinger,78,158.2,7909.79,50,171.44,151.74,2010
179,179,Cliff Kresge,50,158.12,5534.13,35,166.72,151.86,2010
180,180,Scott Verplank,74,157.92,9317.22,59,161.55,151.95,2010
181,181,Brent Delahoussaye,57,157.69,5834.56,37,162.34,153.6,2010
182,182,Jeff Maggert,76,157.58,9454.51,60,161.28,149.89,2010
183,183,Mark Wilson,87,157.5,11182.81,71,162.12,153.34,2010
184,184,Skip Kendall,58,157.34,5978.98,38,161.4,154.71,2010
185,185,Brad Faxon,58,157.0,7221.96,46,163.1,151.34,2010
186,186,Tim Clark,88,156.63,10651.09,68,161.99,151.43,2010
187,187,Omar Uresti,74,156.61,8613.4,55,161.44,153.69,2010
188,188,Paul Goydos,78,156.55,10645.26,68,162.2,149.72,2010
189,189,Greg Kraft,52,155.99,5147.55,33,159.82,145.13,2010
190,190,Jeff Quinney,91,155.35,10408.62,67,162.84,150.86,2010
191,191,Brian Gay,101,151.94,13370.73,88,155.84,144.66,2010
192,192,Craig Bowden,56,151.84,5618.22,37,155.78,147.88,2010
1,1,J.B. Holmes,57,185.73,7614.88,41,190.79,180.81,2011
2,2,Bubba Watson,85,184.22,10316.24,56,190.5,180.68,2011
3,3,Gary Woodland,93,182.85,9690.9,53,188.6,170.2,2011
4,4,Robert Garrigus,83,180.94,9408.8,52,186.12,167.26,2011
5,5,Jhonattan Vegas,84,180.6,11558.51,64,185.52,170.66,2011
6,6,Dustin Johnson,72,180.44,8480.46,47,184.31,175.12,2011
7,7,Tag Ridings,87,178.27,10874.18,61,182.52,173.71,2011
8,8,Zack Miller,86,177.44,9404.33,53,184.56,166.48,2011
9,9,Ángel Cabrera,50,176.97,5132.15,29,181.96,168.32,2011
10,10,Aaron Baddeley,77,176.34,10051.59,57,181.56,167.98,2011
11,11,Chris Couch,73,176.1,8804.78,50,181.3,168.89,2011
12,12,Kyle Stanley,98,176.01,12320.76,70,188.1,170.84,2011
13,13,Scott Stallings,84,175.62,11766.37,67,182.56,162.8,2011
14,14,Phil Mickelson,79,175.37,8943.91,51,182.61,169.76,2011
15,15,Sergio Garcia,61,175.17,7532.41,43,179.16,169.84,2011
16,16,Nick Watney,80,175.01,11200.96,64,183.21,162.13,2011
17,17,Will Strickler,51,174.91,5946.78,34,182.16,160.43,2011
18,18,Charley Hoffman,93,174.77,12932.8,74,183.53,167.38,2011
19,19,Jimmy Walker,79,174.67,9955.91,57,180.78,158.98,2011
20,20,Martin Laird,77,174.65,10479.24,60,181.17,164.64,2011
21,21,Trevor Immelman,84,174.55,9600.15,55,179.81,166.52,2011
22,22,James Driscoll,71,174.04,9398.37,54,180.5,160.48,2011
23,23,Robert Karlsson,61,173.92,7130.79,41,179.95,164.99,2011
24,24,Bio Kim,71,173.89,8346.58,48,180.62,153.93,2011
25,25,Steven Bowditch,86,173.66,11287.99,65,179.47,159.0,2011
26,26,Adam Scott,60,173.64,8161.02,47,178.32,169.19,2011
27,27,Keegan Bradley,91,173.44,11099.86,64,180.24,161.9,2011
28,28,Derek Lamely,65,173.28,7797.48,45,178.22,165.04,2011
29,29,Bill Haas,93,173.23,11779.48,68,177.77,157.5,2011
30,30,George McNeill,69,173.21,9180.17,53,178.76,168.04,2011
31,31,Jason Day,76,173.07,8134.43,47,179.27,163.56,2011
32,32,Marc Leishman,87,172.43,12932.12,75,178.14,166.42,2011
33,33,Charles Howell III,108,172.38,14480.2,84,177.19,165.25,2011
T34,T34,Matt Jones,71,172.36,8962.56,52,178.18,160.97,2011
T34,T34,Charl Schwartzel,58,172.36,6032.49,35,176.2,167.19,2011
36,36,Troy Matteson,91,172.25,12402.27,72,177.69,167.8,2011
37,37,Harrison Frazar,58,172.19,6715.24,39,178.0,164.84,2011
T38,T38,Ricky Barnes,78,171.95,9801.37,57,176.24,164.21,2011
T38,T38,Bobby Gates,82,171.95,9629.18,56,179.22,150.28,2011
40,40,Andres Romero,77,171.92,11002.81,64,181.49,157.54,2011
41,41,John Senden,94,171.89,13579.61,79,177.94,160.58,2011
42,42,Scott Piercy,78,171.85,8935.96,52,177.47,165.93,2011
43,43,Jim Herman,69,171.67,7896.75,46,177.15,162.82,2011
44,44,Davis Love III,70,171.64,6693.97,39,176.02,163.18,2011
45,45,Josh Teater,104,171.61,11669.31,68,176.72,162.36,2011
46,46,Sean O'Hair,71,171.51,7717.83,45,181.23,164.19,2011
47,47,Lucas Glover,74,171.42,9770.68,57,177.72,159.7,2011
48,48,Michael Putnam,67,171.12,7871.59,46,177.85,165.24,2011
49,49,Alex Prugh,82,171.05,10433.86,61,175.65,165.2,2011
50,50,Brandt Jobe,100,171.0,11798.76,69,175.24,162.21,2011
51,51,David Duval,67,170.92,8375.31,49,175.08,166.44,2011
52,52,Padraig Harrington,60,170.89,6493.88,38,175.33,164.63,2011
53,53,Joseph Bramlett,73,170.88,8543.79,50,176.01,161.15,2011
54,54,Scott Gutschewski,67,170.57,7504.92,44,175.03,161.63,2011
55,55,Ryan Palmer,82,170.5,10400.24,61,177.35,154.01,2011
56,56,Anthony Kim,72,170.19,10211.18,60,175.84,165.18,2011
57,57,Retief Goosen,50,170.18,6466.79,38,173.56,164.73,2011
58,58,Stewart Cink,72,170.16,7827.32,46,175.51,159.4,2011
59,59,D.J. Trahan,91,170.05,12753.48,75,176.04,158.74,2011
60,60,Jonathan Byrd,83,169.94,11555.84,68,177.0,159.27,2011
61,61,John Rollins,85,169.8,11885.93,70,175.21,157.48,2011
62,62,Blake Adams,116,169.75,13410.01,79,175.16,160.88,2011
63,63,Rickie Fowler,84,169.63,11025.79,65,177.68,159.68,2011
64,64,Kevin Streelman,90,169.55,10512.3,62,173.29,161.98,2011
65,65,Michael Bradley,74,169.19,9136.19,54,173.87,160.47,2011
66,66,Steve Marino,76,169.17,10995.92,65,174.61,162.61,2011
67,67,Stuart Appleby,65,169.13,9978.85,59,175.03,163.39,2011
68,68,Tommy Gainey,104,169.08,14033.37,83,174.77,151.92,2011
T69,T69,Matt Bettencourt,84,168.94,11656.94,69,173.96,163.1,2011
T69,T69,Brendon de Jonge,105,168.94,14867.15,88,176.07,160.0,2011
71,71,Bo Van Pelt,92,168.91,11316.89,67,173.61,148.22,2011
72,72,Boo Weekley,66,168.73,8267.87,49,174.08,162.84,2011
73,73,Rory Sabbatini,85,168.68,9108.53,54,173.52,162.51,2011
74,74,Jeff Overton,92,168.46,11960.64,71,175.37,162.74,2011
75,75,Brendan Steele,89,168.42,11957.54,71,173.94,156.17,2011
76,76,Webb Simpson,98,168.37,14311.76,85,174.76,158.48,2011
77,77,Cameron Tringale,110,168.32,14644.2,87,174.5,159.4,2011
78,78,William McGirt,103,168.16,14293.22,85,173.15,158.85,2011
79,79,Ryan Moore,79,168.12,9750.88,58,173.29,164.01,2011
T80,T80,Andres Gonzales,60,168.08,6891.43,41,172.52,162.71,2011
T80,T80,Nathan Green,81,168.08,9244.54,55,175.64,155.7,2011
82,82,Chad Campbell,99,168.06,12772.65,76,172.45,156.21,2011
83,83,Jim Renner,65,167.92,8060.07,48,175.52,163.15,2011
84,84,Camilo Villegas,69,167.85,8728.37,52,174.47,159.28,2011
85,85,Kevin Chappell,78,167.84,9230.97,55,174.39,161.43,2011
86,86,Jarrod Lyle,83,167.72,9895.65,59,175.53,159.73,2011
T87,T87,Ben Martin,74,167.7,7546.53,45,175.06,161.29,2011
T87,T87,Y.E. Yang,63,167.7,7043.28,42,173.61,156.09,2011
89,89,Vijay Singh,79,167.41,12053.7,72,172.63,158.19,2011
90,90,Geoff Ogilvy,69,167.25,8697.14,52,171.29,156.9,2011
91,91,Michael Thompson,79,167.23,9030.62,54,171.31,157.84,2011
92,92,Tom Gillis,55,167.18,8191.86,49,172.73,158.08,2011
93,93,Roland Thatcher,67,167.09,8187.33,49,172.13,161.94,2011
94,94,Justin Rose,79,167.05,10691.22,64,170.74,153.89,2011
95,95,Bill Lunde,92,167.04,12360.74,74,172.07,158.21,2011
96,96,Pat Perez,76,167.03,10188.8,61,173.26,159.77,2011
97,97,Scott McCarron,65,166.98,7848.03,47,171.87,158.66,2011
98,98,Kevin Stadler,88,166.96,10184.75,61,174.52,153.05,2011
99,99,Graeme McDowell,50,166.58,6163.29,37,171.14,162.12,2011
100,100,Ernie Els,71,166.57,8828.04,53,171.21,159.9,2011
101,101,Chris Stroud,88,166.46,12151.77,73,170.57,161.45,2011
102,102,Robert Allenby,84,166.4,10816.27,65,170.3,158.36,2011
103,103,Fabián Gómez,84,166.36,7819.07,47,170.5,159.45,2011
104,104,Rod Pampling,72,166.32,7816.95,47,170.29,162.59,2011
105,105,J.J. Henry,96,166.16,12462.28,75,171.52,155.78,2011
106,106,Chris Kirk,87,166.09,12456.38,75,171.28,157.83,2011
107,107,Tim Herron,85,166.08,10794.98,65,170.93,161.63,2011
108,108,Lee Janzen,62,166.06,6974.36,42,171.54,158.62,2011
109,109,Kevin Na,84,166.02,8135.16,49,174.5,158.03,2011
110,110,Sung Kang,63,165.8,6466.3,39,176.35,160.6,2011
111,111,Hunter Mahan,92,165.76,12266.43,74,170.7,154.7,2011
112,112,Freddie Jacobson,92,165.69,10769.67,65,172.99,158.81,2011
113,113,Troy Merritt,63,165.35,7771.39,47,170.72,159.43,2011
114,114,Billy Horschel,75,165.02,9405.94,57,169.87,159.29,2011
115,115,Joe Ogilvie,75,164.99,8579.47,52,170.2,159.16,2011
116,116,Martin Piller,63,164.98,7259.15,44,170.54,152.83,2011
117,117,David Hearn,88,164.9,10883.41,66,171.2,157.19,2011
118,118,Alexandre Rocha,65,164.86,6429.37,39,173.75,159.78,2011
119,119,Carl Pettersson,95,164.69,13833.59,84,171.84,156.27,2011
120,120,Steve Stricker,70,164.51,9212.62,56,169.26,158.35,2011
121,121,Daniel Summerhays,75,164.45,9208.95,56,171.33,156.78,2011
122,122,D.J. Brigman,67,164.42,7399.09,45,170.33,155.3,2011
123,123,Shaun Micheel,77,164.4,8713.25,53,170.61,152.05,2011
T124,T124,Joe Durant,71,164.23,8375.77,51,169.42,155.6,2011
T124,T124,Ryuji Imada,83,164.23,12317.43,75,170.05,157.04,2011
126,126,Hunter Haas,96,164.22,12480.53,76,169.62,146.74,2011
127,127,Luke Donald,73,164.08,7875.97,48,170.03,157.82,2011
128,128,Charlie Wi,83,164.06,10992.04,67,170.65,153.49,2011
129,129,Brandt Snedeker,85,163.96,10985.23,67,167.34,160.89,2011
130,130,Kevin Kisner,70,163.92,8196.14,50,169.1,158.11,2011
131,131,John Merrick,71,163.91,9179.13,56,169.82,154.21,2011
132,132,Chez Reavie,92,163.84,11960.21,73,168.76,156.59,2011
T133,T133,Kris Blanks,92,163.67,12438.72,76,170.51,157.89,2011
T133,T133,Paul Stankowski,78,163.67,9329.02,57,167.8,158.63,2011
135,135,Spencer Levin,113,163.66,14074.42,86,169.56,159.09,2011
136,136,Matt Kuchar,94,163.63,11781.34,72,168.3,158.14,2011
137,137,Woody Austin,59,163.61,6871.56,42,168.84,155.92,2011
138,138,D.A. Points,89,163.42,10949.22,67,168.49,157.43,2011
139,139,Jason Dufner,78,163.37,10129.21,62,169.91,153.6,2011
140,140,K.J. Choi,77,163.33,9799.63,60,167.76,157.42,2011
141,141,Ian Poulter,52,163.25,6530.13,40,167.61,156.84,2011
142,142,Greg Chalmers,88,162.91,10914.79,67,167.48,155.49,2011
143,143,Cameron Beckman,71,162.87,9446.61,58,168.04,152.1,2011
144,144,Briny Baird,60,162.81,6512.49,40,166.47,154.55,2011
145,145,Billy Mayfair,94,162.49,12837.08,79,166.34,155.96,2011
146,146,Bryce Molder,82,162.33,9740.02,60,168.59,152.68,2011
147,147,Kent Jones,76,162.31,9251.7,57,167.37,150.62,2011
148,148,Marc Turnesa,54,161.85,5664.69,35,168.13,155.46,2011
149,149,Jason Bohn,74,161.79,10516.59,65,168.04,155.87,2011
150,150,Arjun Atwal,91,161.76,11808.34,73,167.23,156.94,2011
151,151,Nate Smith,66,161.62,7273.08,45,166.84,156.33,2011
152,152,Tim Petrovic,88,161.53,10822.24,67,165.89,156.56,2011
153,153,Stephen Ames,69,161.45,7910.97,49,167.42,149.9,2011
154,154,Ben Crane,76,161.43,9685.83,60,169.73,152.39,2011
155,155,David Mathis,83,161.41,8877.81,55,173.67,156.47,2011
156,156,Steve Elkington,50,161.31,5645.94,35,164.41,157.39,2011
T157,T157,Michael Connell,76,161.25,10964.7,68,166.2,144.91,2011
T157,T157,Vaughn Taylor,89,161.25,12093.96,75,166.08,156.42,2011
159,159,Rich Beem,53,161.19,6770.18,42,165.8,151.49,2011
160,160,Jim Furyk,87,161.1,10471.28,65,167.23,153.67,2011
161,161,Steve Flesch,88,160.99,9820.68,61,166.7,156.72,2011
162,162,Matt McQuillan,59,160.89,5952.96,37,169.35,155.22,2011
163,163,Justin Leonard,82,160.85,10133.55,63,164.77,157.79,2011
164,164,Colt Knost,80,160.82,9488.22,59,170.95,154.83,2011
165,165,Johnson Wagner,81,160.8,11256.25,70,165.74,155.07,2011
166,166,Justin Hicks,60,160.74,6429.58,40,171.12,156.59,2011
T167,T167,Shane Bertsch,62,160.22,7049.7,44,164.3,156.01,2011
T167,T167,J.P. Hayes,56,160.22,6408.89,40,164.43,149.77,2011
169,169,Dean Wilson,62,160.04,8001.92,50,163.93,155.02,2011
170,170,Chris Riley,76,159.61,9097.63,57,164.75,150.88,2011
171,171,Alex Cejka,59,159.52,6859.42,43,167.32,151.25,2011
172,172,Chris DiMarco,93,159.11,11614.81,73,163.74,151.66,2011
173,173,Mark Wilson,89,159.07,11930.52,75,163.47,155.37,2011
174,174,Garrett Willis,71,158.94,7311.02,46,162.17,153.68,2011
175,175,Richard Johnson,64,158.5,7607.82,48,175.34,151.08,2011
176,176,Zach Johnson,79,158.37,10611.07,67,163.19,152.83,2011
177,177,Ben Curtis,66,158.05,9009.03,57,162.67,150.65,2011
178,178,Brian Davis,105,157.84,13732.23,87,162.12,152.05,2011
179,179,David Toms,78,157.77,9150.66,58,163.95,152.59,2011
180,180,Aron Price,58,157.52,6773.41,43,167.05,152.06,2011
181,181,Heath Slocum,89,157.48,11653.46,74,161.84,152.51,2011
182,182,Rocco Mediate,53,157.33,6922.51,44,174.95,151.29,2011
183,183,Paul Goydos,81,156.34,10005.59,64,162.85,149.81,2011
184,184,Jerry Kelly,85,156.19,10464.52,67,160.68,149.75,2011
185,185,Nick O'Hern,89,155.26,9471.12,61,159.46,148.58,2011
186,186,Brian Gay,90,153.0,10863.05,71,162.37,148.65,2011
1,1,Bubba Watson,68,184.98,9803.87,53,192.21,179.71,2012
2,2,Gary Woodland,70,181.33,7978.34,44,188.04,171.19,2012
3,3,Charlie Beljan,61,180.81,6870.77,38,187.32,167.0,2012
4,4,Dustin Johnson,70,180.57,7945.21,44,187.5,167.45,2012
