RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE,Year
T90,T90,Charley Hoffman,88,375,HP Byron Nelson,2,1,19,2012
T90,T90,David Toms,60,375,Hyundai T of C,3,7,656,2012
T93,T93,Thomas Bjørn,29,374,WGC-Bridgestone,1,8,36,2012
T93,T93,John Daly,50,374,The Greenbrier,4,12,771,2012
T93,T93,Todd Hamilton,28,374,HP Byron Nelson,2,3,19,2012
T93,T93,Bo Van Pelt,84,374,WGC-Bridgestone,2,8,36,2012
T97,T97,Bill Lunde,83,373,Northern Trust,1,3,500,2012
T97,T97,Joe Ogilvie,47,373,Northern Trust,1,3,500,2012
T97,T97,Robert Rock,16,373,WGC-Bridgestone,2,8,36,2012
T97,T97,Brendon Todd,78,373,Northern Trust,1,3,500,2012
T101,T101,Sangmoon Bae,81,372,WGC-Bridgestone,3,8,36,2012
T101,T101,Kris Blanks,65,372,Northern Trust,1,3,500,2012
T101,T101,Simon Dyson,22,372,WGC-Bridgestone,3,8,36,2012
T101,T101,Padraig Harrington,67,372,HP Byron Nelson,3,1,19,2012
T101,T101,Steve Marino,16,372,Farmers Ins.,4,9,4,2012
T101,T101,Vijay Singh,99,372,Northern Trust,1,3,500,2012
T107,T107,Martin Flores,95,371,John Deere Clas,1,2,669,2012
T107,T107,Patrick Sheehan,58,371,Texas Open,3,17,770,2012
T109,T109,Charlie Beljan,61,370,HP Byron Nelson,2,1,19,2012
T109,T109,Seung-Yul Noh,105,370,HP Byron Nelson,3,1,19,2012
T109,T109,Chez Reavie,83,370,Northern Trust,1,3,500,2012
T109,T109,Chris Riley,43,370,Texas Open,2,10,770,2012
T113,T113,Ernie Els,80,369,WGC-Bridgestone,2,8,36,2012
T113,T113,Mathew Goggin,65,369,HP Byron Nelson,2,3,19,2012
T113,T113,Charles Howell III,98,369,AT&T National,2,9,24,2012
T113,T113,Yuta Ikeda,2,369,Northern Trust,1,3,500,2012
T117,T117,John Hurley,2,368,John Deere Clas,2,2,669,2012
T117,T117,Martin Kaymer,27,368,WGC-Bridgestone,2,8,36,2012
T117,T117,Rocco Mediate,70,368,Travelers Champ,1,12,503,2012
T117,T117,Pat Perez,81,368,HP Byron Nelson,3,3,19,2012
T117,T117,Kevin Sutherland,13,368,Phoenix Open,3,15,510,2012
T122,T122,Chris Couch,61,367,HP Byron Nelson,3,3,19,2012
T122,T122,Bobby Gates,87,367,Texas Open,1,5,770,2012
T122,T122,Francesco Molinari,28,367,WGC-Bridgestone,3,16,36,2012
T122,T122,Josh Teater,97,367,Northern Trust,1,12,500,2012
T126,T126,Jason Bohn,81,366,Northern Trust,1,3,500,2012
T126,T126,Derek Lamely,64,366,HP Byron Nelson,3,1,19,2012
T126,T126,Edward Loar,59,366,Crowne Plaza,1,1,21,2012
T126,T126,William McGirt,96,366,HP Byron Nelson,2,1,19,2012
T126,T126,"Ted Potter, Jr.",77,366,WGC-Bridgestone,3,8,36,2012
T131,T131,Paul Casey,20,365,WGC-Cadillac,4,7,8,2012
T131,T131,Tommy Gainey,98,365,Crowne Plaza,2,11,21,2012
T131,T131,Troy Kelly,68,365,Wyndham Champ.,3,18,752,2012
T134,T134,Danny Lee,74,364,Northern Trust,1,3,500,2012
T134,T134,Lee Slattery,10,364,WGC-Bridgestone,1,8,36,2012
T134,T134,D.J. Trahan,73,364,Phoenix Open,1,15,510,2012
T137,T137,Stewart Cink,71,363,Sony Open,2,9,6,2012
T137,T137,Brian Harman,101,363,The Greenbrier,1,1,771,2012
T137,T137,Justin Itzen,2,363,Northern Trust,1,3,500,2012
T137,T137,Kevin Streelman,89,363,Phoenix Open,1,15,510,2012
T141,T141,Cameron Beckman,81,362,AT&T National,2,18,24,2012
T141,T141,Brendon de Jonge,115,362,Texas Open,3,10,770,2012
T141,T141,Tom Lewis,6,362,WGC-Bridgestone,3,16,36,2012
T141,T141,Toshinori Muto,10,362,WGC-Bridgestone,2,8,36,2012
T145,T145,Shane Bertsch,46,361,Texas Open,2,17,770,2012
T145,T145,Steven Bowditch,45,361,Frys.com Open,3,18,775,2012
T145,T145,Ángel Cabrera,54,361,Wyndham Champ.,2,5,752,2012
T145,T145,Miguel Angel Carballo,73,361,Texas Open,3,14,770,2012
T145,T145,Zack Miller,32,361,St. Jude,2,3,513,2012
T145,T145,Camilo Villegas,79,361,Wyndham Champ.,1,18,752,2012
T151,T151,Matt Bettencourt,80,360,HP Byron Nelson,2,1,19,2012
T151,T151,Kevin Chappell,91,360,HP Byron Nelson,2,1,19,2012
T151,T151,Daniel Chopra,55,360,Sony Open,2,10,6,2012
T151,T151,J.J. Killeen,101,360,Northern Trust,1,12,500,2012
T151,T151,Hank Kuehne,28,360,Texas Open,2,2,770,2012
T151,T151,Jeff Overton,101,360,Sony Open,4,14,6,2012
T151,T151,Greg Owen,90,360,Zurich Classic,1,7,714,2012
T151,T151,Michael Putnam,8,360,HP Byron Nelson,2,3,19,2012
T159,T159,Beau Hossler,7,359,AT&T National,2,18,24,2012
T159,T159,Zach Johnson,95,359,WGC-Bridgestone,3,18,36,2012
T159,T159,Matt Jones,53,359,Children's MNHC,3,10,45,2012
T159,T159,Matt Kuchar,86,359,HP Byron Nelson,3,3,19,2012
T159,T159,Kevin Stadler,85,359,Texas Open,1,15,770,2012
T164,T164,Blake Adams,107,358,AT&T National,2,9,24,2012
T164,T164,James Driscoll,83,358,Phoenix Open,4,5,510,2012
T164,T164,Stephen Gangluff,57,358,HP Byron Nelson,3,1,19,2012
T164,T164,Patrick Reed,38,358,HP Byron Nelson,2,1,19,2012
T164,T164,Kyle Reifers,86,358,The Greenbrier,1,17,771,2012
T164,T164,Roland Thatcher,55,358,Sony Open,2,9,6,2012
170,170,Stephen Ames,54,357,HP Byron Nelson,2,1,19,2012
T171,T171,Robert Allenby,76,356,WGC-Bridgestone,3,9,36,2012
T171,T171,Ricky Barnes,92,356,HP Byron Nelson,3,1,19,2012
T171,T171,Derek Ernst,4,356,Frys.com Open,3,18,775,2012
T171,T171,Geoff Ogilvy,73,356,Northern Trust,1,12,500,2012
T175,T175,Chad Campbell,84,355,Phoenix Open,1,15,510,2012
T175,T175,Bud Cauley,99,355,True South Cl,3,13,609,2012
T175,T175,Greg Chalmers,88,355,WGC-Bridgestone,3,9,36,2012
T175,T175,Tim Herron,88,355,HP Byron Nelson,3,3,19,2012
T175,T175,John Huh,99,355,Texas Open,2,1,770,2012
T175,T175,Kenny Perry,18,355,Phoenix Open,1,8,510,2012
T175,T175,Vaughn Taylor,81,355,HP Byron Nelson,2,3,19,2012
T175,T175,Kirk Triplett,8,355,Texas Open,2,10,770,2012
T175,T175,Marc Turnesa,31,355,HP Byron Nelson,2,3,19,2012
T175,T175,Y.E. Yang,64,355,WGC-Bridgestone,2,8,36,2012
T185,T185,Patrick Cantlay,36,354,AT&T National,4,9,24,2012
T185,T185,Ken Duke,104,354,Phoenix Open,3,17,510,2012
T185,T185,Tom Gillis,75,354,Northern Trust,1,15,500,2012
T185,T185,Nathan Green,73,354,John Deere Clas,2,9,669,2012
T185,T185,Billy Horschel,63,354,Texas Open,3,1,770,2012
T185,T185,John Merrick,83,354,John Deere Clas,3,14,669,2012
T185,T185,John Rollins,81,354,HP Byron Nelson,3,1,19,2012
T185,T185,Andres Romero,68,354,Phoenix Open,1,11,510,2012
T185,T185,Steve Wheatcroft,56,354,Texas Open,2,18,770,2012
T194,T194,Arjun Atwal,79,353,Texas Open,2,10,770,2012
T194,T194,Neal Lancaster,20,353,Texas Open,2,10,770,2012
T194,T194,Spencer Levin,81,353,Texas Open,2,10,770,2012
T197,T197,Stuart Appleby,75,352,Texas Open,2,10,770,2012
T197,T197,Alex Aragon,3,352,Sony Open,2,10,6,2012
T197,T197,Oliver Bekker,4,352,WGC-Bridgestone,3,16,36,2012
T197,T197,Will Claxton,99,352,True South Cl,2,5,609,2012
T197,T197,Bob Estes,78,352,St. Jude,4,9,513,2012
T197,T197,Hunter Haas,69,352,Phoenix Open,2,13,510,2012
T197,T197,Anthony Kim,20,352,Northern Trust,1,15,500,2012
T197,T197,Henrik Stenson,51,352,Memorial Tourn,3,1,23,2012
T205,T205,Rich Beem,28,351,Texas Open,2,10,770,2012
T205,T205,Scott Brown,65,351,John Deere Clas,3,14,669,2012
T205,T205,Lucas Glover,41,351,The Greenbrier,1,1,771,2012
T205,T205,Lee Janzen,40,351,AT&T Pebble,4,9,5,2012
T205,T205,Russell Knox,72,351,Sony Open,2,9,6,2012
T205,T205,Jeff Maggert,83,351,Phoenix Open,4,10,510,2012
T205,T205,Tim Petrovic,46,351,HP Byron Nelson,3,3,19,2012
T205,T205,Boo Weekley,74,351,HP Byron Nelson,3,3,19,2012
T213,T213,Briny Baird,38,350,Northern Trust,1,12,500,2012
T213,T213,Jarrod Lyle,26,350,Sony Open,4,12,6,2012
T213,T213,Daniel Miernicki,4,350,Travelers Champ,1,12,503,2012
T213,T213,Kyle Thompson,51,350,Sony Open,2,13,6,2012
T213,T213,Cameron Tringale,88,350,Phoenix Open,1,15,510,2012
T218,T218,Mathias Grönberg,4,349,John Deere Clas,1,9,669,2012
T218,T218,Billy Hurley III,70,349,AT&T National,4,3,24,2012
T218,T218,Trevor Immelman,76,349,Phoenix Open,3,5,510,2012
T218,T218,Richard Lee,71,349,HP Byron Nelson,3,1,19,2012
T218,T218,Justin Leonard,79,349,Texas Open,2,10,770,2012
T218,T218,Brett Wetterich,21,349,AT&T Pebble,1,10,445,2012
T224,T224,Tommy Biershenk,74,348,Wyndham Champ.,2,4,752,2012
T224,T224,Erik Compton,81,348,John Deere Clas,1,2,669,2012
T224,T224,Jeff Curl,10,348,U.S. Open,4,1,651,2012
T224,T224,Brian Davis,91,348,AT&T National,2,18,24,2012
T224,T224,Marcel Siem,10,348,WGC-Bridgestone,1,3,36,2012
T229,T229,J.J. Henry,93,347,Northern Trust,1,15,500,2012
T229,T229,George McNeill,85,347,Northern Trust,1,12,500,2012
T229,T229,Garth Mulroy,59,347,Texas Open,1,18,770,2012
T229,T229,Joey Snyder III,18,347,John Deere Clas,1,15,669,2012
T229,T229,Tadahiro Takayama,11,347,Sony Open,2,9,6,2012
T229,T229,Justin Thomas,4,347,The Greenbrier,4,16,771,2012
T235,T235,Vaita Guillaume,2,346,Wyndham Champ.,2,18,752,2012
T235,T235,John Mallinger,74,346,AT&T National,1,18,24,2012
T235,T235,David Mathis,83,346,Sony Open,2,9,6,2012
T235,T235,Alexandre Rocha,62,346,HP Byron Nelson,2,3,19,2012
T235,T235,Jordan Spieth,16,346,AT&T National,1,18,24,2012
T240,T240,Woody Austin,19,345,St. Jude,3,3,513,2012
T240,T240,Joe Durant,40,345,HP Byron Nelson,3,3,19,2012
T240,T240,Jonathan Fly,4,345,St. Jude,3,3,513,2012
T240,T240,Audie Johnson,2,345,St. Jude,1,18,513,2012
T240,T240,Robert Karlsson,54,345,Children's MNHC,4,4,45,2012
T240,T240,Matt McQuillan,27,345,Travelers Champ,1,12,503,2012
T240,T240,Nick O'Hern,78,345,HP Byron Nelson,3,3,19,2012
T240,T240,Ian Poulter,57,345,WGC-Bridgestone,2,16,36,2012
T240,T240,Chris Stroud,86,345,Northern Trust,1,12,500,2012
T240,T240,Daniel Summerhays,81,345,Memorial Tourn,1,11,23,2012
T250,T250,Mark Calcavecchia,8,344,Phoenix Open,1,17,510,2012
T250,T250,Tim Clark,60,344,John Deere Clas,2,2,669,2012
T250,T250,Gavin Coles,72,344,HP Byron Nelson,3,3,19,2012
T250,T250,Chris DiMarco,83,344,AT&T National,1,18,24,2012
T250,T250,Scott Dunlap,57,344,Texas Open,2,10,770,2012
T250,T250,Luke Guthrie,14,344,St. Jude,2,17,513,2012
T250,T250,Chesson Hadley,2,344,Wyndham Champ.,2,11,752,2012
T250,T250,Ryuji Imada,78,344,Transitions Chp,1,10,665,2012
T250,T250,Patrick Rodgers,4,344,John Deere Clas,1,2,669,2012
T250,T250,Michael Thompson,80,344,AT&T National,2,18,24,2012
T250,T250,Travis Wadkins,2,344,HP Byron Nelson,2,3,19,2012
T261,T261,Marco Dawson,60,343,Humana,3,4,763,2012
T261,T261,David Duval,41,343,Zurich Classic,1,15,714,2012
T261,T261,Andres Gonzales,4,343,HP Byron Nelson,3,3,19,2012
T261,T261,Phillip Hui,2,343,Zurich Classic,1,7,714,2012
T261,T261,Bryden MacPherson,8,343,HP Byron Nelson,2,1,19,2012
T261,T261,Dustin Morris,4,343,St. Jude,1,17,513,2012
T261,T261,Duffy Waldorf,37,343,St. Jude,2,3,513,2012
T268,T268,Todd Demsey,2,342,HP Byron Nelson,2,3,19,2012
T268,T268,Brian Gay,91,342,St. Jude,1,18,513,2012
T268,T268,David Hearn,95,342,Phoenix Open,1,8,510,2012
T268,T268,Randall Hutchison,4,342,John Deere Clas,1,2,669,2012
T268,T268,Bio Kim,2,342,Farmers Ins.,1,9,104,2012
T268,T268,Fran Quinn,12,342,HP Byron Nelson,1,1,19,2012
T268,T268,Alberto Sanchez,2,342,U.S. Open,2,2,651,2012
T268,T268,Charlie Wi,86,342,Phoenix Open,2,2,510,2012
T276,T276,Fred Couples,14,341,Northern Trust,1,3,500,2012
T276,T276,Eric Dugas,2,341,Sony Open,2,13,6,2012
T276,T276,Skip Kendall,18,341,St. Jude,2,3,513,2012
T276,T276,Toru Taniguchi,10,341,WGC-Bridgestone,1,18,36,2012
T280,T280,John Peterson,28,340,St. Jude,2,3,513,2012
T280,T280,Andy Walker,2,340,Northern Trust,1,12,500,2012
T280,T280,Garrett Willis,43,340,Texas Open,2,17,770,2012
T283,T283,Chad Collins,19,339,Sony Open,2,10,6,2012
T283,T283,Koumei Oda,6,339,Sony Open,2,9,6,2012
T285,T285,Albin Choi,4,338,Canadian Open,4,9,694,2012
T285,T285,Robert Gamez,23,338,HP Byron Nelson,3,3,19,2012
T285,T285,Thongchai Jaidee,7,338,WGC-Bridgestone,1,16,36,2012
T285,T285,Alex Noren,14,338,U.S. Open,2,2,651,2012
T285,T285,Thorbjørn Olesen,8,338,PGA Championshi,2,2,697,2012
T290,T290,Matt Every,80,337,Transitions Chp,1,5,665,2012
T290,T290,Sam Saunders,9,337,The Greenbrier,1,2,771,2012
T290,T290,Heath Slocum,93,337,HP Byron Nelson,2,3,19,2012
T293,T293,Kelly Kraft,26,336,HP Byron Nelson,2,10,19,2012
T293,T293,Pablo Larrazabal,10,336,The Open,4,2,539,2012
T293,T293,Shaun Micheel,36,336,HP Byron Nelson,2,3,19,2012
T293,T293,Chad Proehl,2,336,John Deere Clas,2,2,669,2012
T293,T293,Omar Uresti,13,336,Texas Open,2,2,770,2012
T298,T298,Frank Adams III,2,335,Wells Fargo,2,7,698,2012
T298,T298,Joseph Bramlett,4,335,AT&T Pebble,2,9,5,2012
T298,T298,Gary Christian,91,335,Travelers Champ,3,12,503,2012
T298,T298,Paul Haley II,2,335,HP Byron Nelson,2,3,19,2012
T298,T298,Jbe' Kruger,6,335,WGC-Cadillac,1,1,8,2012
T298,T298,Will MacKenzie,18,335,Texas Open,1,18,770,2012
T298,T298,Hideki Matsuyama,6,335,Sony Open,2,9,6,2012
T298,T298,Dicky Pride,62,335,Wyndham Champ.,3,18,752,2012
T298,T298,Ted Purdy,14,335,St. Jude,2,3,513,2012
T298,T298,Jon Stanley,2,335,Phoenix Open,1,8,510,2012
T298,T298,Chase Wright,4,335,The McGladrey,2,15,776,2012
T309,T309,Kent Jones,19,334,St. Jude,3,3,513,2012
T309,T309,WC Liang,2,334,Sony Open,2,9,6,2012
T309,T309,Peter Tomasulo,10,334,Wyndham Champ.,1,5,752,2012
T309,T309,Diego Velásquez,3,334,Texas Open,3,10,770,2012
T313,T313,Lonny Alexander,4,333,Texas Open,1,8,770,2012
T313,T313,Alex Cejka,37,333,John Deere Clas,1,15,669,2012
T313,T313,Ben Curtis,62,333,Wells Fargo,4,10,698,2012
T313,T313,David Damesworth,2,333,Arnold Palmer,1,18,9,2012
T313,T313,Nick Flanagan,2,333,Wells Fargo,1,12,698,2012
T313,T313,Tadd Fujikawa,4,333,Sony Open,3,10,6,2012
T319,T319,Austin Gutgsell,4,332,St. Jude,1,3,513,2012
T319,T319,James Hazen,2,332,Travelers Champ,1,1,503,2012
T319,T319,Brendan Jones,8,332,U.S. Open,1,2,651,2012
T319,T319,Colt Knost,79,332,Crowne Plaza,1,7,21,2012
T319,T319,Matthew NeSmith,2,332,Wyndham Champ.,1,5,752,2012
T319,T319,Arron Oberholser,4,332,Phoenix Open,1,2,510,2012
T319,T319,Kevin Tway,5,332,AT&T Pebble,3,10,445,2012
T319,T319,Aaron Watkins,6,332,Phoenix Open,1,15,510,2012
T327,T327,Jerry Kelly,84,331,HP Byron Nelson,3,1,19,2012
T327,T327,Frank Lickliter II,22,331,John Deere Clas,1,2,669,2012
T327,T327,Savio Nazareth,2,331,Wyndham Champ.,1,18,752,2012
T327,T327,Peter Uihlein,4,331,Crowne Plaza,1,1,21,2012
T327,T327,Mike Weir,29,331,Frys.com Open,1,18,775,2012
T332,T332,Michael Allen,10,330,Honda Classic,2,2,734,2012
T332,T332,Mark Hensby,4,330,Mayakoba,2,5,733,2012
T332,T332,Jon Mills,4,330,The Greenbrier,1,17,771,2012
T332,T332,Paul Norris,2,330,Texas Open,2,11,770,2012
T332,T332,Scott Verplank,18,330,St. Jude,2,17,513,2012
T332,T332,Cameron Wilson,2,330,U.S. Open,2,1,651,2012
T338,T338,Tetsuji Hiratsuka,4,329,WGC-Cadillac,1,1,8,2012
T338,T338,Paul Imondi,2,329,Farmers Ins.,1,7,4,2012
T338,T338,Miguel Angel Jiménez,21,329,WGC-Cadillac,4,1,8,2012
T338,T338,Tag Ridings,2,329,Shell Houston,1,18,729,2012
T338,T338,Tyler Rody,2,329,Wyndham Champ.,2,15,752,2012
T343,T343,Chris Black,2,328,John Deere Clas,1,2,669,2012
T343,T343,Ben Kohles,4,328,Wyndham Champ.,3,18,752,2012
T343,T343,Brian Rowell,2,328,U.S. Open,1,1,651,2012
T343,T343,Cody Slover,2,328,Farmers Ins.,1,9,104,2012
T347,T347,Matthew Baldwin,8,327,The Open,4,2,539,2012
T347,T347,Darren Clarke,17,327,WGC-Cadillac,4,1,8,2012
T347,T347,Stuart Deane,2,327,HP Byron Nelson,2,3,19,2012
T347,T347,Rafael Echenique,4,327,The Open,4,2,539,2012
T347,T347,Ross Fisher,8,327,The Open,4,2,539,2012
T347,T347,Doug LaBelle II,4,327,Sony Open,2,13,6,2012
T347,T347,Hennie Otto,4,327,WGC-Cadillac,1,1,8,2012
T347,T347,Juvic Pagunsan,8,327,WGC-Cadillac,1,1,8,2012
T347,T347,José de Jesús Rodríguez,4,327,Mayakoba,2,5,733,2012
T347,T347,Paul Stankowski,25,327,Mayakoba,2,5,733,2012
T357,T357,Bryan Bigley,2,326,Wells Fargo,1,10,698,2012
T357,T357,Michael Gligic,2,326,Canadian Open,1,9,694,2012
T357,T357,Adam Hadwin,2,326,Canadian Open,2,2,694,2012
T357,T357,Jim Herman,6,326,U.S. Open,1,2,651,2012
T357,T357,Nicholas Thompson,6,326,U.S. Open,1,2,651,2012
T362,T362,George Coetzee,7,325,PGA Championshi,2,2,697,2012
T362,T362,Robert Damron,18,325,Texas Open,3,10,770,2012
T362,T362,Scott Langley,15,325,Texas Open,3,14,770,2012
T362,T362,Jesper Parnevik,8,325,Transitions Chp,2,10,665,2012
T366,T366,Notah Begay III,11,324,Travelers Champ,1,1,503,2012
T366,T366,Steve Flesch,25,324,Texas Open,2,14,770,2012
T366,T366,Brad Fritsch,2,324,Canadian Open,1,4,694,2012
T366,T366,Simon Khan,4,324,The Open,4,2,539,2012
T366,T366,Casey Martin,4,324,JT Shriners,2,2,538,2012
T366,T366,Joey McLister,2,324,Zurich Classic,1,13,714,2012
T366,T366,Corbin Mills,4,324,RBC Heritage,2,15,12,2012
T366,T366,Greg Sonnier,2,324,True South Cl,2,5,609,2012
T366,T366,Ted Tryba,2,324,True South Cl,2,5,609,2012
T366,T366,Casey Wittenberg,4,324,U.S. Open,1,2,651,2012
T376,T376,Michael Carbone,2,323,Travelers Champ,1,1,503,2012
T376,T376,Austin Graham,2,323,Northern Trust,1,12,500,2012
T376,T376,Richard Johnson,20,323,HP Byron Nelson,2,3,19,2012
T376,T376,Scott McCarron,14,323,Humana,3,10,649,2012
T376,T376,Parker McLachlin,6,323,Sony Open,1,5,6,2012
T376,T376,Andrew Parr,2,323,Canadian Open,2,17,694,2012
T376,T376,Shawn Stefani,4,323,Shell Houston,3,8,729,2012
T376,T376,Russell Surber,2,323,Mayakoba,1,5,733,2012
T384,T384,Jess Ferrell,2,322,The Greenbrier,2,16,771,2012
T384,T384,Gus Ulrich,2,322,Wyndham Champ.,1,18,752,2012
T384,T384,Chris Wilson,2,322,The Greenbrier,1,16,771,2012
T387,T387,Craig Barlow,18,321,St. Jude,4,18,513,2012
T387,T387,Grégory Bourdy,2,321,U.S. Open,1,2,651,2012
T387,T387,Nick Price,1,321,Mayakoba,1,5,733,2012
T387,T387,Óscar Serna,2,321,Mayakoba,1,5,733,2012
T387,T387,Marc Warren,4,321,U.S. Open,2,2,651,2012
T392,T392,Bart Bryant,15,320,JT Shriners,2,10,538,2012
T392,T392,Greg Doherty,2,320,Canadian Open,1,9,694,2012
T392,T392,Hunter Hamrick,16,320,JT Shriners,1,4,538,2012
T392,T392,Michael Maness,2,320,The Greenbrier,2,10,771,2012
T392,T392,Nick Mason,2,320,Sony Open,2,10,6,2012
T397,T397,Dennis Downs,2,319,JT Shriners,1,11,538,2012
T397,T397,Matt Hill,6,319,Canadian Open,4,9,694,2012
T397,T397,Cole Howard,2,319,U.S. Open,1,1,651,2012
T397,T397,Matt Marshall,2,319,Frys.com Open,1,12,775,2012
T397,T397,Shigeki Maruyama,2,319,Sony Open,2,9,6,2012
T397,T397,Jeff Quinney,4,319,Phoenix Open,4,15,510,2012
T397,T397,Miguel Tabuena,2,319,Sony Open,2,9,6,2012
T404,T404,Victor Ciesielski,2,318,Canadian Open,2,11,694,2012
T404,T404,Tom Gardner,2,318,Northern Trust,1,3,500,2012
T404,T404,Jay Hwang,2,318,Farmers Ins.,2,9,104,2012
T404,T404,Dennis Miller,2,318,U.S. Open,1,2,651,2012
T404,T404,John Oda,2,318,Sony Open,2,6,6,2012
T404,T404,Tom Watson,10,318,The Greenbrier,3,6,771,2012
T410,T410,Sam Osborne,2,317,U.S. Open,1,2,651,2012
T410,T410,Eugene Wong,2,317,Canadian Open,1,10,694,2012
T412,T412,Brian Bateman,8,316,Mayakoba,1,5,733,2012
T412,T412,Keith Clearwater,2,316,Crowne Plaza,1,11,21,2012
T412,T412,Casey DeVoll,2,316,Texas Open,2,10,770,2012
T412,T412,Hiroyuki Fujita,8,316,PGA Championshi,2,2,697,2012
T412,T412,Mike Heinen,2,316,True South Cl,1,5,609,2012
T412,T412,Justin Hicks,6,316,The Open,4,2,539,2012
T412,T412,Steve LeBrun,4,316,U.S. Open,3,2,651,2012
T412,T412,Rick Lewallen,2,316,Wells Fargo,1,12,698,2012
T412,T412,Greg Norman,4,316,Mayakoba,1,5,733,2012
T412,T412,Cory Renfrew,2,316,Canadian Open,1,4,694,2012
T422,T422,Paul Goydos,16,315,Sony Open,1,14,6,2012
T422,T422,James Hahn,2,315,U.S. Open,2,1,651,2012
T422,T422,Mikko Ilonen,2,315,U.S. Open,2,2,651,2012
T422,T422,Peter Lonard,10,315,Mayakoba,2,5,733,2012
T422,T422,Jae-bum Park,4,315,U.S. Open,1,2,651,2012
T422,T422,Scott Smith,6,315,U.S. Open,1,2,651,2012
T428,T428,Eric Axley,8,314,Texas Open,2,17,770,2012
T428,T428,Cody Proveaux,2,314,St. Jude,2,9,513,2012
T428,T428,Brian Ricketts,2,314,HP Byron Nelson,2,3,19,2012
T428,T428,David Sanchez,2,314,Wyndham Champ.,1,11,752,2012
T428,T428,Chris Smith,6,314,True South Cl,1,5,609,2012
T433,T433,Jim Carter,4,313,Sony Open,1,9,6,2012
T433,T433,Morgan Hoffmann,4,313,U.S. Open,2,2,651,2012
T433,T433,Mackenzie Hughes,2,313,Canadian Open,2,17,694,2012
T433,T433,Marty Jertson,2,313,PGA Championshi,2,2,697,2012
T437,T437,Brad Faxon,2,312,Travelers Champ,1,1,503,2012
T437,T437,Anders Hansen,18,312,WGC-Cadillac,2,1,8,2012
T437,T437,Steve Lamontagne,2,312,Transitions Chp,1,10,665,2012
T437,T437,Jake Narro,2,312,Zurich Classic,1,13,714,2012
T437,T437,José María Olazábal,14,312,RBC Heritage,2,6,12,2012
T437,T437,Nick Sherwood,2,312,U.S. Open,2,2,651,2012
T443,T443,Brian Gaffney,4,311,U.S. Open,2,2,651,2012
T443,T443,Bo Hoag,4,311,Memorial Tourn,2,1,23,2012
T443,T443,Corey Pavin,8,311,Sony Open,2,10,6,2012
T443,T443,Scott Pinckney,2,311,The Open,2,2,539,2012
T443,T443,Paul Scaletta,2,311,PGA Championshi,2,2,697,2012
T443,T443,Dean Wilson,8,311,Frys.com Open,2,5,775,2012
T449,T449,Fulton Allem,6,310,Crowne Plaza,1,7,21,2012
T449,T449,David Byrne,2,310,Zurich Classic,1,7,714,2012
T449,T449,Alistair Presnell,4,310,U.S. Open,3,2,651,2012
T449,T449,Christopher Ross,2,310,Canadian Open,2,2,694,2012
T453,T453,Andrew Magee,1,309,Arnold Palmer,1,15,9,2012
T453,T453,Darron Stiles,4,309,U.S. Open,3,2,651,2012
T455,T455,Alejandro Cañizares,8,308,Honda Classic,1,2,734,2012
T455,T455,Matthew Giles,2,308,Farmers Ins.,1,1,4,2012
T455,T455,Mike Miles,3,308,Humana,1,8,763,2012
T455,T455,Jordan Mitchell,2,308,The McGladrey,1,2,776,2012
T459,T459,Brooks Koepka,2,307,U.S. Open,1,2,651,2012
T459,T459,Brett Quigley,4,307,Humana,2,5,202,2012
T461,T461,Marcus Fraser,10,306,WGC-Cadillac,2,1,8,2012
T461,T461,Oscar Fraustro,2,306,Mayakoba,1,5,733,2012
T461,T461,Raphael Jacquelin,6,306,U.S. Open,1,2,651,2012
T461,T461,José Manuel Lara,2,306,Mayakoba,2,5,733,2012
T461,T461,Mitch Lowe,7,306,AT&T Pebble,2,18,5,2012
T461,T461,William Osborne,2,306,Texas Open,2,11,770,2012
467,467,Robin Freeman,2,305,True South Cl,2,11,609,2012
T468,T468,Søren Kjeldsen,2,304,U.S. Open,2,2,651,2012
T468,T468,Jonathan Randolph,4,304,True South Cl,2,5,609,2012
T468,T468,Mike Small,2,304,PGA Championshi,2,2,697,2012
T468,T468,Nick Taylor,2,304,Canadian Open,1,4,694,2012
T472,T472,Alejandro Garmendia,2,303,Honda Classic,1,12,734,2012
T472,T472,David Markle,2,303,Canadian Open,2,17,694,2012
T472,T472,James Morrison,4,303,The Open,4,2,539,2012
T472,T472,Jesse Mueller,4,303,U.S. Open,3,2,651,2012
T472,T472,Bill Murchison III,2,303,PGA Championshi,2,2,697,2012
T477,T477,Rob Couture,2,302,Canadian Open,2,1,694,2012
T477,T477,Fred Funk,12,302,Zurich Classic,2,2,714,2012
T477,T477,Carl Paulson,7,302,Children's MNHC,4,2,45,2012
T477,T477,Tim Weinhart,4,302,U.S. Open,1,2,651,2012
T481,T481,Steve Elkington,3,301,AT&T Pebble,1,6,5,2012
T481,T481,"Jim Gallagher, Jr.",2,301,True South Cl,2,18,609,2012
T481,T481,David Hutsell,12,301,The Greenbrier,1,17,771,2012
T481,T481,Alan Morin,4,301,Honda Classic,1,2,734,2012
T481,T481,Alejandro Munoz,2,301,Mayakoba,1,5,733,2012
T481,T481,Richard Sterne,4,301,The Open,4,2,539,2012
T487,T487,Mark Brown,2,300,PGA Championshi,2,2,697,2012
