RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE,Year
T487,T487,Todd Camplin,2,300,RBC Heritage,1,12,12,2012
T487,T487,Nick Cullen,2,300,The Open,2,2,539,2012
T487,T487,Anirban Lahiri,4,300,The Open,4,2,539,2012
491,491,Steve Lowery,4,299,True South Cl,3,1,609,2012
T492,T492,Zack Reeves,2,298,True South Cl,2,13,609,2012
T492,T492,Jose Trauwitz,2,298,Mayakoba,1,5,733,2012
T492,T492,Grant Waite,3,298,True South Cl,1,9,609,2012
T495,T495,Michael Campbell,2,297,U.S. Open,1,2,651,2012
T495,T495,D.H. Lee,2,297,U.S. Open,2,1,651,2012
T495,T495,Tom Lehman,6,297,Mayakoba,3,5,733,2012
T495,T495,Anthony Price,2,297,True South Cl,1,5,609,2012
T495,T495,Bob Sowards,2,297,PGA Championshi,2,2,697,2012
T500,T500,J.P. Hayes,2,296,Mayakoba,1,5,733,2012
T500,T500,Rod Perry,4,296,Children's MNHC,1,11,145,2012
T500,T500,Pierre-Henri Soero,2,296,Transitions Chp,1,7,665,2012
T500,T500,Doug Wade,2,296,PGA Championshi,1,2,697,2012
T504,T504,Warren Bennett,4,295,The Open,2,2,539,2012
T504,T504,Keith Fergus,3,295,Humana,1,8,763,2012
T504,T504,Ben Ferguson,2,295,Canadian Open,2,2,694,2012
T507,T507,Billy Andrade,2,293,Canadian Open,1,4,694,2012
T507,T507,Morten Orum Madsen,2,293,The Open,2,2,539,2012
T507,T507,Dale Whitnell,4,293,The Open,4,2,539,2012
T507,T507,Andy Zhang,2,293,U.S. Open,2,2,651,2012
T511,T511,Daniel Balin,2,292,PGA Championshi,1,2,697,2012
T511,T511,Guy Boros,8,292,True South Cl,2,13,609,2012
T511,T511,Mark McCormick,2,292,U.S. Open,1,1,651,2012
T511,T511,Esteban Toledo,4,292,Mayakoba,3,5,733,2012
T515,T515,Adilson da Silva,4,291,The Open,4,2,539,2012
T515,T515,Len Mattiace,4,291,True South Cl,2,5,609,2012
517,517,David Lynn,4,290,PGA Championshi,2,2,697,2012
T518,T518,Steven Alker,4,289,The Open,4,2,539,2012
T518,T518,Dudley Hart,3,289,AT&T Pebble,1,3,5,2012
T518,T518,Edoardo Molinari,4,289,Masters,3,2,14,2012
T518,T518,Willie Wood,4,289,True South Cl,1,6,609,2012
T522,T522,Olin Browne,2,288,U.S. Open,2,2,651,2012
T522,T522,Michael Frye,2,288,PGA Championshi,1,1,697,2012
T522,T522,Ashley Hall,2,288,The Open,2,2,539,2012
T522,T522,Matteo Manassero,8,288,U.S. Open,4,1,651,2012
T526,T526,Steve Jones,6,287,Humana,2,1,649,2012
T526,T526,Sandy Lyle,4,287,The Open,1,2,539,2012
T526,T526,Gene Sauers,6,287,True South Cl,1,13,609,2012
T529,T529,Roger Chapman,2,286,PGA Championshi,2,2,697,2012
T529,T529,Grégory Havret,2,286,The Open,2,2,539,2012
T529,T529,Sam Walker,2,286,The Open,2,2,539,2012
T532,T532,Jeff Coston,2,285,PGA Championshi,2,2,697,2012
T532,T532,Glen Day,10,285,RBC Heritage,1,16,12,2012
T532,T532,Alan Dunbar,2,285,The Open,2,2,539,2012
T532,T532,Aaron Townsend,2,285,The Open,1,2,539,2012
T536,T536,Mark Brooks,9,284,True South Cl,1,14,609,2012
T536,T536,Armando Favela,2,284,Mayakoba,2,5,733,2012
T536,T536,Brad Kennedy,2,284,The Open,2,2,539,2012
T536,T536,Peter Lawrie,2,284,U.S. Open,2,2,651,2012
T536,T536,Anthony Summers,2,284,U.S. Open,2,2,651,2012
T541,T541,John Cook,2,283,Mayakoba,2,5,733,2012
T541,T541,Blaine McCallister,2,283,True South Cl,2,5,609,2012
T541,T541,Steven O'Hara,2,283,The Open,2,2,539,2012
T544,T544,Paul Broadhurst,2,282,The Open,2,2,539,2012
T544,T544,Tom Byrum,2,282,True South Cl,2,13,609,2012
T544,T544,John Inman,4,282,True South Cl,2,1,609,2012
T544,T544,Spike McRoy,2,282,True South Cl,1,9,609,2012
T548,T548,"Frank Bensel, Jr.",2,281,PGA Championshi,1,1,697,2012
T548,T548,Greg Casagranda,2,281,Farmers Ins.,2,18,4,2012
T550,T550,Brice Garnett,2,280,U.S. Open,1,2,651,2012
T550,T550,Ian Marshall,2,280,Travelers Champ,2,3,503,2012
552,552,Steven Tiley,2,279,The Open,1,2,539,2012
T553,T553,Paul Claxton,2,278,U.S. Open,1,2,651,2012
T553,T553,Andrew Georgiou,2,278,The Open,2,2,539,2012
T553,T553,Barry Lane,2,278,The Open,2,2,539,2012
T553,T553,Grant Veenstra,2,278,The Open,1,2,539,2012
557,557,Kelly Mitchum,2,275,PGA Championshi,1,1,697,2012
558,558,Richie Ramsay,2,274,The Open,1,2,539,2012
T559,T559,Richard Finch,2,273,The Open,1,2,539,2012
T559,T559,Prayad Marksaeng,2,273,The Open,2,2,539,2012
T561,T561,Matt Dobyns,2,272,PGA Championshi,1,2,697,2012
T561,T561,Brian McCann,2,272,Canadian Open,2,17,694,2012
T563,T563,Jon McLean,2,271,Mayakoba,1,5,733,2012
T563,T563,Ian Woosnam,2,271,Masters,1,1,14,2012
T565,T565,Larry Mize,2,270,Masters,2,2,14,2012
T565,T565,Manuel Trappel,2,270,The Open,2,2,539,2012
T567,T567,Brian Cairns,2,268,PGA Championshi,1,2,697,2012
T567,T567,Morris Hatalsky,1,268,True South Cl,1,16,609,2012
T567,T567,Kodai Ichihara,2,268,The Open,1,2,539,2012
T567,T567,Corey Prugh,2,268,PGA Championshi,1,2,697,2012
T571,T571,Randal Lewis,2,266,Masters,1,2,14,2012
T571,T571,Elliot Saltman,2,266,The Open,2,2,539,2012
T573,T573,Bernhard Langer,2,264,Masters,1,1,14,2012
T573,T573,Craig Stadler,2,264,Masters,1,1,14,2012
575,575,Jim McGovern,1,263,True South Cl,1,16,609,2012
576,576,Ian Keenan,2,260,The Open,1,2,539,2012
577,577,Mark Carnevale,1,256,True South Cl,1,9,609,2012
578,578,Mardan Mamat,1,252,The Open,1,2,539,2012
579,579,Ben Crenshaw,2,247,Masters,1,1,14,2012
580,580,Darrell Kestner,2,244,PGA Championshi,2,2,697,2012
1,1,Phil Mickelson,78,450,WGC-Cadillac,1,17,8,2013
2,2,Kyle Stanley,71,428,Hyundai T of C,2,7,656,2013
3,3,Ian Poulter,59,426,Hyundai T of C,1,12,656,2013
4,4,Graham DeLaet,94,420,Shell Houston,4,8,729,2013
5,5,Charlie Beljan,62,418,Hyundai T of C,2,12,656,2013
6,6,Carl Pettersson,82,416,Hyundai T of C,1,7,656,2013
7,7,Stewart Cink,71,415,Shell Houston,4,8,729,2013
8,8,Gary Woodland,94,411,Tampa Bay,1,10,665,2013
9,9,Dustin Johnson,71,410,Hyundai T of C,2,12,656,2013
10,10,Scott Piercy,78,409,Hyundai T of C,2,12,656,2013
T11,T11,Ben Curtis,59,407,Hyundai T of C,2,7,656,2013
T13,T13,Jason Dufner,78,405,Hyundai T of C,2,7,656,2013
15,15,Rickie Fowler,75,403,Hyundai T of C,2,7,656,2013
16,16,Marc Leishman,77,402,Hyundai T of C,1,12,656,2013
T17,T17,Ryan Moore,72,400,Hyundai T of C,2,7,656,2013
T17,T17,"Ted Potter, Jr.",65,400,Hyundai T of C,3,7,656,2013
T20,T20,Scott Stallings,79,399,Hyundai T of C,1,12,656,2013
22,22,Webb Simpson,92,398,Hyundai T of C,2,7,656,2013
23,23,Tommy Gainey,84,397,Hyundai T of C,3,12,656,2013
T24,T24,George McNeill,68,396,Hyundai T of C,3,17,656,2013
T24,T24,Johnson Wagner,64,396,Hyundai T of C,2,7,656,2013
T24,T24,Bubba Watson,76,396,Hyundai T of C,2,12,656,2013
T31,T31,Bill Haas,85,394,Hyundai T of C,2,7,656,2013
T34,T34,Mark Wilson,56,393,Hyundai T of C,2,7,656,2013
T37,T37,Hunter Mahan,91,392,Hyundai T of C,2,12,656,2013
43,43,Nicolas Colsaerts,50,390,WGC-Bridgestone,2,16,36,2013
T44,T44,Keegan Bradley,88,389,HP Byron Nelson,4,1,19,2013
T49,T49,Marcel Siem,27,387,HP Byron Nelson,4,3,19,2013
T49,T49,Brandt Snedeker,79,387,Hyundai T of C,2,12,656,2013
T52,T52,Camilo Villegas,79,386,RBC Heritage,4,3,12,2013
T52,T52,Jimmy Walker,84,386,HP Byron Nelson,4,1,19,2013
T52,T52,Boo Weekley,100,386,Wyndham Champ,1,11,752,2013
T60,T60,Jonas Blixt,76,385,Hyundai T of C,3,7,656,2013
T60,T60,Bernd Wiesberger,6,385,The Open,2,2,542,2013
T69,T69,Martin Flores,83,383,HP Byron Nelson,2,1,19,2013
T77,T77,Ángel Cabrera,73,381,HP Byron Nelson,4,1,19,2013
T83,T83,Tiger Woods,61,379,WGC-Bridgestone,2,16,36,2013
T87,T87,Justin Harding,2,378,The Open,1,1,542,2013
T87,T87,Henrik Stenson,65,378,WGC-Bridgestone,2,16,36,2013
T90,T90,John Huh,88,377,Hyundai T of C,2,12,656,2013
T90,T90,John Hurley,2,377,Phoenix Open,2,5,510,2013
T90,T90,Rory Sabbatini,86,377,HP Byron Nelson,3,1,19,2013
T90,T90,Steve Stricker,51,377,Hyundai T of C,1,12,656,2013
T95,T95,Harris English,95,376,BMW Champ,2,8,789,2013
T95,T95,Michael Letzig,44,376,Zurich Classic,2,2,714,2013
T95,T95,Ryan Palmer,79,376,HP Byron Nelson,3,1,19,2013
T104,T104,Zach Johnson,84,375,Hyundai T of C,2,12,656,2013
T112,T112,Ryo Ishikawa,72,374,HP Byron Nelson,4,3,19,2013
T112,T112,Eric Meierdierks,48,374,HP Byron Nelson,2,11,19,2013
T112,T112,Tag Ridings,69,374,John Deere Clas,1,2,669,2013
T112,T112,Nick Watney,88,374,Hyundai T of C,2,18,656,2013
T122,T122,Sangmoon Bae,83,373,Phoenix Open,3,15,510,2013
T122,T122,Charles Howell III,87,373,HP Byron Nelson,4,3,19,2013
T126,T126,Padraig Harrington,52,372,Travelers Champ,4,18,503,2013
T126,T126,Morgan Hoffmann,64,372,HP Byron Nelson,3,1,19,2013
T126,T126,Patrick Reed,83,372,BMW Champ,2,8,789,2013
T134,T134,Kiradech Aphibarnrat,10,371,WGC-Bridgestone,2,16,36,2013
T134,T134,Luke List,65,371,Texas Open,2,8,770,2013
T134,T134,Randy Lowry,2,371,Shell Houston,1,13,729,2013
T134,T134,John Rollins,77,371,HP Byron Nelson,4,3,19,2013
T145,T145,John Daly,31,370,HP Byron Nelson,2,1,19,2013
T145,T145,Lucas Glover,65,370,Phoenix Open,4,15,510,2013
T145,T145,Jim Herman,59,370,Travelers Champ,3,18,503,2013
T145,T145,Kevin Na,22,370,Phoenix Open,4,15,510,2013
T153,T153,Robert Garrigus,69,369,Arnold Palmer,1,5,9,2013
T153,T153,Jason Kokrak,78,369,Wyndham Champ,1,18,752,2013
T153,T153,Andres Romero,63,369,John Deere Clas,1,2,669,2013
T153,T153,Shawn Stefani,63,369,John Deere Clas,1,2,669,2013
T163,T163,Steve Dartnall,2,368,The Open,1,1,542,2013
T163,T163,Stephen Gallacher,17,368,WGC-Bridgestone,2,16,36,2013
T173,T173,Scott Gardiner,61,367,Farmers Ins.,3,14,4,2013
T173,T173,Charley Hoffman,84,367,Shell Houston,4,18,729,2013
T173,T173,Troy Kelly,26,367,Phoenix Open,2,15,510,2013
T173,T173,Seung-Yul Noh,71,367,HP Byron Nelson,2,1,19,2013
T173,T173,Greg Owen,73,367,Wyndham Champ,1,18,752,2013
T173,T173,Adam Scott,61,367,WGC-Bridgestone,2,9,36,2013
T191,T191,Jason Day,86,366,HP Byron Nelson,4,1,19,2013
T191,T191,Chesson Hadley,2,366,Wyndham Champ,1,18,752,2013
T191,T191,Davis Love III,43,366,John Deere Clas,4,10,669,2013
T191,T191,Rory McIlroy,56,366,The Barclays,3,12,762,2013
T209,T209,Ben Crane,62,365,RBC Heritage,2,15,12,2013
T209,T209,Brian Harman,89,365,Sony Open,2,8,6,2013
T209,T209,Neal Lancaster,18,365,Wyndham Champ,1,18,752,2013
T209,T209,Joe Ogilvie,40,365,HP Byron Nelson,4,1,19,2013
T209,T209,Cameron Percy,68,365,HP Byron Nelson,4,3,19,2013
T209,T209,John Senden,79,365,Wyndham Champ,1,18,752,2013
T209,T209,Vijay Singh,61,365,Canadian Open,4,11,32,2013
T209,T209,T.J. Vogel,6,365,John Deere Clas,1,2,669,2013
T229,T229,Jim Furyk,80,364,Texas Open,2,8,770,2013
T229,T229,J.J. Henry,83,364,Hyundai T of C,1,7,656,2013
T248,T248,Kenichi Kuboya,2,363,The Open,1,1,542,2013
T248,T248,Ken Looper,8,363,Zurich Classic,1,12,714,2013
T248,T248,Troy Matteson,68,363,Phoenix Open,2,6,510,2013
T248,T248,Kevin Streelman,86,363,WGC-Bridgestone,2,16,36,2013
T248,T248,Cameron Tringale,80,363,The Greenbrier,4,6,771,2013
T270,T270,Erik Compton,74,362,Sony Open,2,8,6,2013
T270,T270,James Driscoll,76,362,HP Byron Nelson,3,1,19,2013
T270,T270,Chris Kirk,89,362,RBC Heritage,3,3,12,2013
T270,T270,Russell Knox,38,362,Sony Open,1,5,6,2013
T270,T270,Hank Kuehne,16,362,Phoenix Open,1,15,510,2013
T270,T270,Steve Marino,33,362,Sony Open,1,18,6,2013
T270,T270,Hideki Matsuyama,26,362,Wyndham Champ,1,18,752,2013
T270,T270,Louis Oosthuizen,30,362,HP Byron Nelson,3,1,19,2013
T270,T270,Jordan Spieth,82,362,Wyndham Champ,1,18,752,2013
T302,T302,Steven Bowditch,67,361,John Deere Clas,4,15,669,2013
T302,T302,Michael Bradley,56,361,HP Byron Nelson,3,1,19,2013
T302,T302,George Coetzee,37,361,Shell Houston,2,18,729,2013
T302,T302,Ernie Els,63,361,BMW Champ,1,8,789,2013
T302,T302,James Hahn,78,361,RBC Heritage,4,3,12,2013
T302,T302,Sean O'Hair,56,361,Honda Classic,4,6,734,2013
T302,T302,Geoff Ogilvy,57,361,Wyndham Champ,1,18,752,2013
T302,T302,Charl Schwartzel,69,361,HP Byron Nelson,4,10,19,2013
T302,T302,"Wes Short, Jr.",40,361,HP Byron Nelson,4,3,19,2013
T302,T302,Josh Teater,86,361,Memorial Tourn,2,17,23,2013
T332,T332,Kevin Stadler,83,360,John Deere Clas,1,14,669,2013
T332,T332,Bo Van Pelt,72,360,The Open,1,1,542,2013
T358,T358,Chad Campbell,78,359,AT&T National,1,15,24,2013
T358,T358,Kevin Chappell,80,359,Phoenix Open,4,8,510,2013
T358,T358,Branden Grace,35,359,WGC-Cadillac,4,14,8,2013
T358,T358,Matt Jones,83,359,Arnold Palmer,4,13,9,2013
T358,T358,Andrew Svoboda,46,359,HP Byron Nelson,4,3,19,2013
T386,T386,Derek Ernst,58,358,WGC-Bridgestone,2,16,36,2013
T386,T386,Justin Hicks,79,358,HP Byron Nelson,3,3,19,2013
T386,T386,Bobby Massa,2,358,HP Byron Nelson,1,1,19,2013
T386,T386,David Mathis,71,358,Wyndham Champ,1,18,752,2013
T386,T386,Nicholas Thompson,99,358,Travelers Champ,4,18,503,2013
T414,T414,Mark Anderson,4,357,Sony Open,2,5,6,2013
T414,T414,Matt Kuchar,93,357,Hyundai T of C,1,1,656,2013
T414,T414,Scott Langley,79,357,Zurich Classic,1,6,714,2013
T414,T414,John Merrick,79,357,The Barclays,2,6,762,2013
T414,T414,Henrik Norlander,70,357,HP Byron Nelson,4,3,19,2013
T414,T414,Duffy Waldorf,10,357,HP Byron Nelson,4,3,19,2013
T446,T446,Aaron Baddeley,68,356,John Deere Clas,2,15,669,2013
T446,T446,Donald Constable,33,356,Wyndham Champ,2,18,752,2013
T446,T446,Brian Davis,91,356,Wyndham Champ,1,4,752,2013
T446,T446,Brendon de Jonge,110,356,AT&T National,1,18,24,2013
T446,T446,Steve LeBrun,66,356,Texas Open,3,9,770,2013
T446,T446,D.A. Points,87,356,The Open,1,1,542,2013
T446,T446,Richard Sterne,22,356,WGC-Bridgestone,2,8,36,2013
T446,T446,Lee Westwood,70,356,WGC-Bridgestone,2,8,36,2013
T474,T474,Rafa Cabrera Bello,17,355,The Open,1,1,542,2013
T474,T474,Kevin Carrigan,2,355,Canadian Open,2,5,32,2013
T474,T474,Gary Christian,26,355,HP Byron Nelson,4,3,19,2013
T474,T474,Ross Fisher,44,355,Phoenix Open,1,15,510,2013
T474,T474,Tom Gillis,69,355,HP Byron Nelson,4,1,19,2013
T474,T474,Martin Laird,68,355,AT&T National,1,18,24,2013
T474,T474,Shane Lowry,27,355,Puerto Rico,2,2,742,2013
T474,T474,Alistair Presnell,59,355,Wyndham Champ,2,18,752,2013
T474,T474,Robert Streb,75,355,John Deere Clas,4,2,669,2013
T518,T518,Matt Every,89,354,Texas Open,1,10,770,2013
T518,T518,D.H. Lee,65,354,HP Byron Nelson,4,3,19,2013
T518,T518,Pat Perez,69,354,Wyndham Champ,1,18,752,2013
T518,T518,Chez Reavie,72,354,HP Byron Nelson,4,3,19,2013
T518,T518,Casey Wittenberg,72,354,HP Byron Nelson,2,1,19,2013
T569,T569,Paul Casey,22,353,Wyndham Champ,1,18,752,2013
T569,T569,Russell Henley,80,353,BMW Champ,3,16,789,2013
T569,T569,Paul Lawrie,23,353,The Open,2,2,542,2013
T569,T569,Justin Thomas,6,353,John Deere Clas,2,17,669,2013
T569,T569,Peter Tomasulo,36,353,Sony Open,2,6,6,2013
T629,T629,Freddie Jacobson,63,352,The Barclays,4,12,762,2013
T629,T629,Si Woo Kim,16,352,Wyndham Champ,2,18,752,2013
T629,T629,Edward Loar,6,352,Phoenix Open,2,15,510,2013
T629,T629,William McGirt,75,352,Wyndham Champ,1,18,752,2013
T629,T629,Josh Persons,2,352,Sony Open,2,18,6,2013
T629,T629,Conrad Shindler,2,352,Texas Open,1,10,770,2013
T629,T629,Jesse Smith,4,352,Canadian Open,1,11,32,2013
T629,T629,Joey Snyder III,38,352,John Deere Clas,1,15,669,2013
T693,T693,Will Claxton,67,351,HP Byron Nelson,4,3,19,2013
T693,T693,Andrew Georgiou,2,351,Canadian Open,1,11,32,2013
T693,T693,Brandt Jobe,62,351,John Deere Clas,1,18,669,2013
T693,T693,Chris Williams,14,351,Wyndham Champ,1,18,752,2013
T749,T749,Matt Bettencourt,29,350,HP Byron Nelson,2,3,19,2013
T749,T749,Mark Brown,4,350,The Open,3,2,542,2013
T749,T749,Roberto Castro,97,350,BMW Champ,3,4,789,2013
T749,T749,Fabián Gómez,65,350,Wyndham Champ,1,18,752,2013
T749,T749,Jeff Overton,78,350,St. Jude,4,9,513,2013
T749,T749,Patrick Rodgers,4,350,John Deere Clas,3,2,669,2013
T749,T749,Justin Rose,62,350,BMW Champ,3,4,789,2013
T749,T749,Michael Thompson,66,350,WGC-Bridgestone,2,16,36,2013
T749,T749,Brendon Todd,37,350,HP Byron Nelson,4,3,19,2013
T818,T818,Gonzalo Fernandez-Castaño,39,349,Texas Open,1,10,770,2013
T818,T818,Bobby Gates,49,349,Sony Open,2,16,6,2013
T818,T818,Jeff Gove,44,349,Canadian Open,4,18,32,2013
T818,T818,Paul Haley II,44,349,Wyndham Champ,1,18,752,2013
T818,T818,Billy Horschel,96,349,Shell Houston,3,6,729,2013
T818,T818,Martin Kaymer,61,349,HP Byron Nelson,4,3,19,2013
T818,T818,Tim Petrovic,37,349,John Deere Clas,1,2,669,2013
T818,T818,Brendan Steele,86,349,Wyndham Champ,2,18,752,2013
T876,T876,Jamie Donaldson,28,348,WGC-Cadillac,4,14,8,2013
T876,T876,Adam Hadwin,7,348,Canadian Open,2,17,32,2013
T876,T876,Brooks Koepka,6,348,The Open,1,1,542,2013
T876,T876,Danny Lee,4,348,Sony Open,1,12,6,2013
T876,T876,Thorbjørn Olesen,31,348,WGC-Cadillac,3,14,8,2013
T876,T876,Vaughn Taylor,50,348,St. Jude,2,7,513,2013
T876,T876,D.J. Trahan,48,348,Canadian Open,1,11,32,2013
T950,T950,Stephen Ames,49,347,HP Byron Nelson,3,3,19,2013
T950,T950,Bud Cauley,67,347,Sony Open,1,18,6,2013
T950,T950,Sergio Garcia,65,347,Northern Trust,3,3,500,2013
T950,T950,Scott Jamieson,10,347,WGC-Cadillac,4,14,8,2013
T950,T950,Jesper Parnevik,32,347,HP Byron Nelson,3,3,19,2013
T950,T950,Heath Slocum,30,347,AT&T Pebble,2,10,769,2013
1,1,Bubba Watson,76,424,WGC-Bridgestone,3,16,36,2014
2,2,Webb Simpson,87,397,Hyundai T of C,4,7,656,2014
3,3,Jordan Spieth,102,396,Hyundai T of C,4,7,656,2014
4,4,Gonzalo Fernandez-Castaño,83,395,WGC-HSBC Champ.,4,14,766,2014
5,5,Scott Brown,100,390,Hyundai T of C,4,7,656,2014
T6,T6,Derek Ernst,80,388,Hyundai T of C,4,17,656,2014
8,8,Jimmy Walker,98,387,Hyundai T of C,4,17,656,2014
T9,T9,Robert Garrigus,80,385,Quicken Loans,4,18,24,2014
T9,T9,Martin Laird,66,385,Hyundai T of C,4,12,656,2014
11,11,Branden Grace,32,383,WGC-Cadillac,2,5,8,2014
T12,T12,Pat Perez,84,382,Phoenix Open,2,8,510,2014
T14,T14,Jason Dufner,57,381,WGC-Bridgestone,2,9,36,2014
T14,T14,Bo Van Pelt,83,381,Wyndham Champ,1,5,752,2014
T14,T14,Gary Woodland,93,381,Hyundai T of C,2,7,656,2014
T17,T17,Bud Cauley,56,380,Wells Fargo,4,16,698,2014
T17,T17,Jason Day,54,380,BMW Champ,1,1,505,2014
T17,T17,Dustin Johnson,58,380,Hyundai T of C,3,12,656,2014
T20,T20,Matt Jones,83,379,WGC-Bridgestone,3,16,36,2014
T20,T20,Jamie Lovemark,64,379,HP Byron Nelson,4,3,19,2014
T20,T20,Rory McIlroy,66,379,BMW Champ,1,10,505,2014
T25,T25,Russell Knox,92,378,Frys.com Open,2,18,775,2014
T25,T25,Johnson Wagner,69,378,Wyndham Champ,2,5,752,2014
T29,T29,Jason Kokrak,65,377,Frys.com Open,2,6,775,2014
T29,T29,Andrew Loupe,65,377,Quicken Loans,4,18,24,2014
T31,T31,Rickie Fowler,91,376,Wells Fargo,4,16,698,2014
T31,T31,Troy Kelly,4,376,John Deere Clas,1,10,669,2014
T31,T31,Dustin Morris,4,376,Zurich Classic,1,7,714,2014
T31,T31,Henrik Stenson,56,376,WGC-Cadillac,2,5,8,2014
T36,T36,Charlie Beljan,76,375,Valspar Champ,2,11,665,2014
T36,T36,Patrick Reed,92,375,Hyundai T of C,4,17,656,2014
T36,T36,Patrick Rodgers,23,375,Quicken Loans,4,18,24,2014
T43,T43,Greg Chalmers,85,374,Texas Open,3,17,770,2014
T43,T43,Sergio Garcia,61,374,WGC-Cadillac,2,5,8,2014
T43,T43,D.A. Points,75,374,Hyundai T of C,4,7,656,2014
T43,T43,Hudson Swafford,75,374,The Greenbrier,4,17,771,2014
T49,T49,Sangmoon Bae,76,373,Hyundai T of C,4,12,656,2014
T49,T49,Stewart Cink,91,373,Wells Fargo,3,16,698,2014
T49,T49,Ernie Els,85,373,Shell Houston,1,8,729,2014
T49,T49,Charles Howell III,106,373,The Greenbrier,4,17,771,2014
T49,T49,Andres Romero,81,373,Quicken Loans,4,18,24,2014
T49,T49,Michael Thompson,74,373,Hyundai T of C,4,12,656,2014
T59,T59,Ángel Cabrera,69,372,The Greenbrier,3,6,771,2014
T59,T59,Nicolas Colsaerts,32,372,Texas Open,1,9,770,2014
T59,T59,Harris English,95,372,Hyundai T of C,4,12,656,2014
T59,T59,Adam Scott,68,372,BMW Champ,4,1,505,2014
T59,T59,Jhonattan Vegas,77,372,Phoenix Open,3,15,510,2014
T71,T71,Graham DeLaet,80,370,Phoenix Open,2,6,510,2014
T71,T71,Oliver Goss,22,370,Quicken Loans,4,18,24,2014
T71,T71,Luke Guthrie,85,370,Arnold Palmer,4,4,9,2014
T71,T71,Bill Haas,107,370,Hyundai T of C,4,12,656,2014
T71,T71,J.B. Holmes,86,370,Phoenix Open,2,9,510,2014
T71,T71,Ryo Ishikawa,75,370,Wyndham Champ,4,8,752,2014
T71,T71,Robert Streb,75,370,Wells Fargo,4,16,698,2014
T86,T86,Kevin Chappell,100,369,Zurich Classic,4,15,714,2014
T86,T86,Chris Kirk,105,369,Hyundai T of C,4,12,656,2014
T86,T86,Scott Stallings,77,369,WGC-Bridgestone,2,9,36,2014
T98,T98,Scott Hend,12,368,WGC-Cadillac,1,12,8,2014
T98,T98,Charley Hoffman,93,368,Phoenix Open,2,15,510,2014
T98,T98,David Lingmerth,80,368,Farmers Ins.,4,15,4,2014
T98,T98,Davis Love III,74,368,Wells Fargo,3,16,698,2014
T98,T98,Hideki Matsuyama,82,368,WGC-Cadillac,2,5,8,2014
T98,T98,Carl Pettersson,91,368,Texas Open,3,4,770,2014
T98,T98,Alex Prugh,40,368,Texas Open,3,17,770,2014
T98,T98,Alvaro Quiros,6,368,Mayakoba,2,5,733,2014
T98,T98,Brendan Steele,89,368,Shell Houston,1,8,729,2014
T98,T98,Lee Westwood,57,368,WGC-Bridgestone,3,16,36,2014
T117,T117,Keegan Bradley,89,367,WGC-Bridgestone,3,8,36,2014
T117,T117,Sean O'Hair,77,367,Frys.com Open,1,5,775,2014
T117,T117,Kevin Tway,64,367,Frys.com Open,4,18,775,2014
T117,T117,Cameron Wilson,6,367,John Deere Clas,1,14,669,2014
T133,T133,Paul Casey,56,366,The Open,2,1,724,2014
T133,T133,Daniel Chopra,37,366,Texas Open,2,17,770,2014
T133,T133,Zach Johnson,97,366,Texas Open,2,10,770,2014
T133,T133,Geoff Ogilvy,84,366,Quicken Loans,4,18,24,2014
T148,T148,Erik Compton,88,365,HP Byron Nelson,2,4,19,2014
T148,T148,Brian Davis,93,365,Texas Open,3,17,770,2014
T148,T148,David Duval,33,365,Mayakoba,4,5,733,2014
T148,T148,Max Homa,25,365,Frys.com Open,4,10,775,2014
T148,T148,Jeff Overton,80,365,Mayakoba,4,5,733,2014
T148,T148,Taylor Pendrith,4,365,Canadian Open,1,8,642,2014
T169,T169,Billy Hurley III,86,364,Frys.com Open,4,18,775,2014
T169,T169,John Merrick,87,364,Hyundai T of C,4,7,656,2014
T169,T169,Wes Roach,67,364,Texas Open,4,18,770,2014
T169,T169,Will Wilcox,51,364,Sony Open,1,5,6,2014
T193,T193,Martin Kaymer,65,363,WGC-Bridgestone,3,8,36,2014
T193,T193,Scott Piercy,35,363,Phoenix Open,2,9,510,2014
T193,T193,Michael Putnam,106,363,Quicken Loans,4,18,24,2014
T193,T193,Peter Uihlein,18,363,WGC-Cadillac,1,1,8,2014
T193,T193,Tiger Woods,21,363,WGC-Bridgestone,2,8,36,2014
T211,T211,George Coetzee,21,362,WGC-Cadillac,2,5,8,2014
T211,T211,Tommy Gainey,73,362,Sony Open,3,6,6,2014
T211,T211,Brice Garnett,92,362,Texas Open,2,17,770,2014
T211,T211,Jim Herman,62,362,Texas Open,2,10,770,2014
T211,T211,John Senden,99,362,WGC-Bridgestone,3,8,36,2014
T211,T211,Shawn Stefani,60,362,Quicken Loans,4,18,24,2014
T211,T211,Nick Watney,80,362,WGC-Cadillac,1,12,8,2014
T237,T237,Jamie Donaldson,39,361,WGC-Bridgestone,3,16,36,2014
T237,T237,Stephen Gallacher,33,361,WGC-Bridgestone,3,16,36,2014
T237,T237,Padraig Harrington,46,361,Phoenix Open,2,15,510,2014
T237,T237,J.J. Henry,91,361,Phoenix Open,2,15,510,2014
T237,T237,Freddie Jacobson,91,361,BMW Champ,1,10,505,2014
T237,T237,Brooks Koepka,56,361,Wyndham Champ,4,5,752,2014
T237,T237,Brandt Snedeker,89,361,Hyundai T of C,4,12,656,2014
