RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS,FASTEST SPEED,SLOWEST SPEED,Year
40,40,Patrick Rodgers,89,118.16,27176.97,230,131.57,200734402,2022
41,41,Tommy Fleetwood,61,118.14,9569.7,81,120.52,50899110,2022
42,42,Matt Fitzpatrick,73,118.13,11813.28,100,125.43,500688307,2022
43,43,Cam Davis,86,118.11,23740.47,201,122.31,350021303,2022
44,44,Kevin Chappell,63,118.1,17123.99,145,124.8,180510413,2022
45,45,Seth Reeves,71,118.08,20428.24,173,124.13,460876212,2022
46,46,Seamus Power,85,117.85,18619.64,158,122.78,390503306,2022
47,47,Mito Pereira,90,117.83,28985.22,246,125.77,10552113,2022
48,48,Charles Howell III,54,117.8,18023.24,153,123.73,390503304,2022
49,49,Matt Jones,61,117.75,17897.29,152,123.93,220009412,2022
50,50,Michael Gligic,79,117.55,21747.51,185,123.79,460876204,2022
51,51,Maverick McNealy,97,117.45,27599.58,235,122.39,100897208,2022
52,52,Viktor Hovland,77,117.27,16300.73,139,123.13,500688313,2022
53,53,Jason Kokrak,64,117.25,14186.93,121,122.15,350021314,2022
54,54,Taylor Moore,92,117.03,30661.37,262,129.84,190500118,2022
55,55,Alex Noren,73,117.01,13222.36,113,121.86,190500218,2022
56,56,Talor Gooch,78,117.0,17784.1,152,122.65,180510413,2022
57,57,Sahith Theegala,115,116.89,34831.87,298,126.0,500688206,2022
58,58,Rickie Fowler,71,116.87,17531.24,150,120.67,480513413,2022
59,59,Jason Day,61,116.86,17528.83,150,121.5,230011116,2022
60,60,Davis Riley,98,116.74,26967.88,231,119.97,10552118,2022
61,61,Erik van Rooyen,51,116.66,11782.29,101,120.38,230011302,2022
62,62,Nick Hardy,67,116.65,19013.94,163,121.21,160004213,2022
63,63,Justin Thomas,79,116.62,20174.6,173,120.44,160004318,2022
64,64,Lanto Griffin,78,116.56,20631.36,177,119.69,110776118,2022
T65,T65,Brendan Steele,77,116.52,20623.94,177,122.18,390503413,2022
T65,T65,Cameron Tringale,99,116.52,24236.04,208,122.95,40538413,2022
67,67,Danny Lee,54,116.51,12116.69,104,123.12,370772315,2022
68,68,Alex Smalley,95,116.4,27354.07,235,122.82,370772302,2022
69,69,Patrick Cantlay,75,116.34,14542.17,125,134.09,480513417,2022
70,70,Scott Stallings,98,116.21,26727.48,230,122.92,330894208,2022
71,71,Tyrrell Hatton,72,116.12,9522.07,82,118.69,480513205,2022
72,72,Aaron Rai,93,116.11,27285.77,235,121.46,100897214,2022
73,73,Beau Hossler,72,116.08,19153.33,165,120.6,190500117,2022
74,74,Corey Conners,94,116.05,21933.98,189,120.39,480513417,2022
75,75,Dawie van der Walt,66,115.98,19717.37,170,123.36,10552416,2022
76,76,Pat Perez,62,115.94,16115.55,139,120.22,100897216,2022
77,77,Jordan Spieth,77,115.91,18546.28,160,120.07,500688307,2022
T78,T78,Marc Leishman,79,115.83,18995.94,164,122.48,330894108,2022
T78,T78,Ryan Palmer,71,115.83,18763.71,162,126.5,200734402,2022
80,80,Matthew NeSmith,96,115.81,23857.76,206,122.61,40538111,2022
81,81,Seung-Yul Noh,69,115.74,20370.49,176,124.58,160004118,2022
82,82,Doc Redman,85,115.64,23474.4,203,120.66,230011416,2022
T83,T83,Stewart Cink,77,115.59,16298.4,141,118.97,200734218,2022
T83,T83,Hideki Matsuyama,72,115.59,19187.67,166,120.46,180510415,2022
85,85,Robert Streb,87,115.52,28649.88,248,120.14,460876117,2022
86,86,Aaron Wise,86,115.47,22632.49,196,118.84,160004218,2022
87,87,Charley Hoffman,75,115.33,23296.39,202,120.19,270770118,2022
88,88,Wesley Bryan,53,115.25,10372.9,90,118.75,330894218,2022
89,89,Branden Grace,56,115.2,10022.68,87,119.54,50899218,2022
90,90,Harry Higgs,86,115.19,26032.71,226,122.22,450883218,2022
91,91,Harold Varner III,76,115.11,19798.97,172,119.87,350021412,2022
92,92,Patrick Reed,73,115.05,15991.62,139,119.77,350021303,2022
93,93,Sungjae Im,95,115.04,26344.56,229,121.9,30746203,2022
94,94,Scott Gutschewski,62,114.96,16094.81,140,122.12,390503203,2022
95,95,Carlos Ortiz,61,114.92,17123.17,149,118.42,190500111,2022
96,96,Patton Kizzire,92,114.9,26656.95,232,118.74,460876317,2022
97,97,Adam Svensson,102,114.7,32459.18,283,120.77,200734218,2022
T98,T98,Billy Horschel,78,114.68,11811.58,103,126.83,480513117,2022
T98,T98,Cameron Smith,66,114.68,17086.87,149,121.59,100897418,2022
T100,T100,Shane Lowry,65,114.66,11465.68,100,118.31,370772302,2022
T100,T100,Justin Rose,61,114.66,12268.72,107,119.45,50899410,2022
102,102,Chesson Hadley,86,114.62,24756.86,216,119.97,230011416,2022
103,103,Andrew Novak,78,114.61,17993.04,157,118.95,200734118,2022
104,104,Keegan Bradley,87,114.55,18901.0,165,120.6,230011111,2022
105,105,Hayden Buckley,93,114.44,27923.85,244,117.96,480513407,2022
106,106,Stephan Jaeger,93,114.38,23677.04,207,123.58,100897418,2022
107,107,Jim Knous,57,114.33,14748.5,129,120.46,370772109,2022
108,108,Matt Wallace,60,114.24,16565.21,145,118.44,460876217,2022
109,109,Sam Ryder,92,114.18,31627.36,277,118.84,180510105,2022
110,110,Matthias Schwab,76,114.16,21575.42,189,122.57,110776418,2022
111,111,Bill Haas,98,114.1,22478.51,197,119.39,460876204,2022
112,112,Brett Drewitt,62,114.08,16198.82,142,117.67,10552218,2022
113,113,Peter Malnati,103,114.01,33291.9,292,119.27,180510113,2022
114,114,Ben Kohles,69,114.0,16415.57,144,117.92,400669115,2022
115,115,Martin Laird,72,113.95,16522.36,145,118.04,40538313,2022
T116,T116,Si Woo Kim,101,113.92,26316.12,231,118.89,460876207,2022
T116,T116,Collin Morikawa,68,113.92,12644.98,111,117.04,350021403,2022
118,118,Henrik Norlander,78,113.85,18671.29,164,117.22,400669215,2022
119,119,Tom Hoge,101,113.68,28193.54,248,119.17,220009316,2022
120,120,Kramer Hickok,91,113.66,25573.43,225,126.6,150704115,2022
121,121,Emiliano Grillo,86,113.65,26479.9,233,116.83,480513117,2022
122,122,K.H. Lee,98,113.64,26251.12,231,117.0,40538313,2022
123,123,Kiradech Aphibarnrat,59,113.63,9658.64,85,120.19,460876304,2022
124,124,Brandon Wu,78,113.62,13407.26,118,124.93,350021114,2022
125,125,Lee Hodges,95,113.5,35978.99,317,120.07,460876414,2022
126,126,Mark Hubbard,76,113.41,22229.21,196,138.47,40538102,2022
127,127,J.T. Poston,90,113.37,26074.69,230,117.59,180510114,2022
128,128,Sepp Straka,103,113.36,23465.04,207,119.67,500688214,2022
129,129,Austin Smotherman,83,113.33,22098.84,195,118.86,10552113,2022
130,130,Roger Sloan,75,113.27,17103.22,151,118.24,100897201,2022
131,131,James Hahn,79,113.23,22419.65,198,118.88,460876214,2022
132,132,Danny Willett,66,113.22,12793.71,113,116.95,220009404,2022
133,133,Jim Herman,53,113.01,15481.79,137,123.08,410884115,2022
134,134,Dylan Wu,73,112.98,18755.31,166,116.44,390503206,2022
135,135,Adam Hadwin,92,112.8,26283.53,233,133.04,110776415,2022
136,136,Andrew Putnam,96,112.75,28975.53,257,123.63,100897118,2022
137,137,Webb Simpson,62,112.74,15445.86,137,117.49,460876217,2022
138,138,Mackenzie Hughes,85,112.7,24005.84,213,138.69,200734402,2022
139,139,Anirban Lahiri,72,112.67,20618.86,183,125.81,160004213,2022
140,140,Scott Piercy,85,112.63,20386.08,181,135.04,370772309,2022
141,141,Nick Taylor,88,112.4,26750.48,238,116.04,370772304,2022
142,142,Francesco Molinari,53,112.23,11447.43,102,115.91,330894212,2022
143,143,Bo Hoag,55,112.21,11332.94,101,118.8,400669418,2022
144,144,Luke Donald,67,112.2,15820.27,141,118.88,370772109,2022
145,145,Chris Kirk,88,112.16,23665.78,211,115.81,200734402,2022
146,146,Camilo Villegas,75,112.13,16819.12,150,116.6,110776204,2022
147,147,Lucas Glover,95,112.11,27130.38,242,129.68,200734302,2022
148,148,Doug Ghim,90,112.1,23877.23,213,116.2,480513205,2022
149,149,Jason Dufner,56,112.08,14121.67,126,115.93,10552405,2022
150,150,Justin Lower,80,112.04,18486.48,165,117.22,460876204,2022
151,151,Jonathan Byrd,61,111.74,13631.91,122,114.85,150704315,2022
152,152,Richy Werenski,69,111.73,17429.43,156,116.22,270770418,2022
153,153,Jonas Blixt,52,111.72,15640.43,140,115.6,370772402,2022
154,154,Russell Henley,81,111.6,19307.57,173,121.54,50899303,2022
155,155,Chase Seiffert,59,111.48,13489.49,121,115.56,370772402,2022
T156,T156,Denny McCarthy,102,111.37,24389.53,219,115.37,490901214,2022
T156,T156,Kevin Streelman,88,111.37,31630.27,284,116.82,410884111,2022
158,158,Sung Kang,86,111.3,24596.45,221,117.2,40538202,2022
159,159,Greyson Sigg,96,111.25,28369.31,255,116.28,270770315,2022
160,160,Russell Knox,93,111.21,27357.48,246,121.47,200734402,2022
161,161,David Lipsky,92,111.11,27667.16,249,116.81,480513317,2022
162,162,Tyler Duncan,86,111.04,24428.16,220,123.3,410884205,2022
163,163,C.T. Pan,82,111.01,23200.57,209,115.04,10552418,2022
164,164,Chad Ramey,79,111.0,19425.02,175,118.18,30746212,2022
165,165,Hank Lebioda,86,110.98,26191.51,236,116.17,450883406,2022
166,166,J.J. Spaun,95,110.97,25744.76,232,114.75,220009404,2022
167,167,Brandt Snedeker,61,110.79,19055.72,172,114.46,390503210,2022
T168,T168,Joel Dahmen,89,110.66,21799.17,197,116.16,170005118,2022
T168,T168,Troy Merritt,93,110.66,24123.6,218,116.1,10552109,2022
170,170,Adam Long,90,110.56,29078.37,263,113.89,400669415,2022
171,171,Ian Poulter,51,110.53,12269.04,111,112.91,350021403,2022
172,172,Nate Lashley,76,110.51,22875.65,207,113.44,350021203,2022
173,173,Max McGreevy,76,110.49,20440.4,185,113.48,10552109,2022
174,174,Kevin Kisner,77,110.42,18661.19,169,113.9,50899218,2022
175,175,Brice Garnett,83,110.36,21188.23,192,114.47,100897108,2022
176,176,Rory Sabbatini,55,110.23,19180.1,174,114.86,40538413,2022
177,177,Cameron Percy,50,110.06,12216.74,111,113.64,460876107,2022
178,178,Christiaan Bezuidenhout,87,109.99,17707.91,161,126.67,190500117,2022
179,179,Abraham Ancer,63,109.98,12537.88,114,112.79,150704405,2022
180,180,Kelly Kraft,75,109.62,22580.95,206,118.49,150704115,2022
181,181,John Huh,80,109.53,24644.65,225,119.74,200734302,2022
182,182,Brian Harman,94,109.23,25232.16,231,114.3,500688304,2022
183,183,Austin Cook,75,109.17,22380.2,205,112.89,10552113,2022
184,184,Michael Thompson,88,108.4,27100.79,250,116.24,450883418,2022
185,185,Matt Kuchar,71,108.38,16799.19,155,115.65,40538409,2022
186,186,Satoshi Kodaira,51,108.09,12862.63,119,111.65,400669409,2022
187,187,Zach Johnson,64,107.7,19924.53,185,110.94,390503106,2022
188,188,Joshua Creel,53,106.75,14624.76,137,109.77,370772211,2022
189,189,Vaughn Taylor,57,106.53,13423.16,126,118.41,400669215,2022
190,190,Chez Reavie,91,106.23,27726.39,261,110.03,100897101,2022
191,191,Brendon Todd,87,105.86,24241.49,229,110.57,180510215,2022
192,192,Ryan Armour,56,105.8,13437.2,127,108.58,110776115,2022
193,193,Brian Stuard,95,104.8,25360.89,242,108.55,180510114,2022
