RK,Name,AGE,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS,Year
1,Matt Kuchar,44,"$4,910,477",2728,26,95,23,11,1,69.4,286.9,67.9,69.4,1.739,56.2,3.968,2010
2,Jim Furyk,52,"$4,809,623",2980,21,74,18,7,3,70.2,276.0,71.0,67.1,1.767,48.0,3.635,2010
3,Ernie Els,53,"$4,558,861",1438,20,70,17,7,2,70.4,288.4,60.2,67.9,1.768,48.4,3.786,2010
4,Dustin Johnson,38,"$4,473,122",2493,23,82,20,7,2,70.5,308.5,56.4,68.0,1.767,44.8,3.939,2010
5,Steve Stricker,55,"$4,190,236",2028,19,72,19,9,2,69.8,282.9,68.5,68.3,1.746,54.8,3.889,2010
6,Phil Mickelson,52,"$3,821,733",842,20,76,18,6,1,70.3,299.1,52.7,65.1,1.762,53.6,3.895,2010
7,Luke Donald,45,"$3,665,234",2700,20,68,16,7,0,70.3,277.0,62.4,65.3,1.751,65.8,3.544,2010
8,Paul Casey,45,"$3,613,194",2250,17,58,14,7,0,69.9,294.2,61.3,68.7,1.753,47.9,3.879,2010
9,Justin Rose,42,"$3,603,331",718,22,78,16,4,2,69.9,287.8,65.2,66.3,1.76,58.8,3.872,2010
10,Hunter Mahan,40,"$3,574,550",677,25,84,19,3,2,70.6,291.8,67.9,68.7,1.797,45.8,3.536,2010
11,Lee Westwood,49,"$3,564,954",0,11,38,10,6,1,70.3,0.0,0.0,0.0,0.0,0.0,3.789,2010
12,Tim Clark,47,"$3,530,003",592,24,85,20,7,1,70.3,272.2,73.7,66.7,1.756,61.6,3.518,2010
13,Jeff Overton,39,"$3,456,356",480,26,89,18,6,0,70.3,297.3,55.4,63.9,1.753,51.1,3.764,2010
14,Bo Van Pelt,47,"$3,336,258",445,28,104,24,8,0,70.1,292.0,65.2,69.2,1.776,54.7,3.856,2010
15,Retief Goosen,53,"$3,218,089",1360,19,71,18,10,0,70.0,291.4,64.8,66.0,1.766,54.6,3.746,2010
16,Bubba Watson,44,"$3,198,998",600,22,77,16,4,1,70.2,309.8,55.7,68.5,1.763,47.0,3.935,2010
17,Camilo Villegas,41,"$3,035,523",622,20,72,18,7,1,70.9,289.6,61.7,66.0,1.797,50.8,3.5,2010
18,Ryan Palmer,46,"$2,985,297",595,27,84,15,5,1,70.6,295.8,57.2,65.5,1.744,52.4,3.917,2010
19,Robert Allenby,51,"$2,974,998",500,22,75,18,5,0,69.6,289.1,64.8,68.2,1.77,55.6,3.68,2010
20,Zach Johnson,46,"$2,916,993",683,25,91,23,3,1,70.6,279.7,71.2,66.5,1.739,56.3,3.791,2010
21,Bill Haas,40,"$2,905,137",0,25,87,18,4,2,70.2,293.3,64.2,69.9,1.774,44.5,3.713,2010
22,Jason Day,35,"$2,904,327",1660,24,83,18,5,1,69.6,298.2,57.8,67.7,1.777,54.8,3.627,2010
23,Rickie Fowler,34,"$2,857,108",0,28,98,20,7,0,70.3,292.7,64.2,69.9,1.779,42.7,3.602,2010
24,Ben Crane,46,"$2,841,500",550,24,82,19,5,1,70.3,282.3,71.1,68.2,1.752,52.7,3.793,2010
25,Anthony Kim,37,"$2,574,921",0,14,44,10,4,1,70.9,0.0,0.0,0.0,0.0,0.0,3.5,2010
26,Charley Hoffman,46,"$2,559,646",2500,24,85,18,5,1,69.9,298.2,61.6,65.0,1.752,50.0,3.953,2010
27,Rory McIlroy,33,"$2,554,280",0,16,52,12,5,1,70.9,300.0,62.6,66.2,1.795,52.5,3.442,2010
28,Nick Watney,41,"$2,536,714",880,24,88,22,8,0,70.4,296.5,62.6,69.6,1.764,43.3,4.011,2010
29,Adam Scott,42,"$2,489,402",640,20,68,16,4,1,70.8,294.4,62.9,69.6,1.799,53.0,3.632,2010
30,Geoff Ogilvy,45,"$2,393,045",752,19,60,13,2,1,70.8,287.0,57.9,67.7,1.752,57.3,3.917,2010
31,Heath Slocum,48,"$2,387,687",0,25,97,23,5,1,70.5,278.9,72.4,66.7,1.802,50.0,3.485,2010
32,J.B. Holmes,40,"$2,386,248",0,26,100,24,3,0,70.2,307.2,54.5,65.5,1.77,52.8,3.81,2010
33,Ryan Moore,40,"$2,374,823",613,24,79,18,6,0,70.7,289.7,68.0,66.7,1.768,45.8,3.671,2010
34,Martin Kaymer,38,"$2,356,460",0,10,30,7,4,1,71.0,0.0,0.0,0.0,0.0,0.0,3.533,2010
35,K.J. Choi,52,"$2,199,962",717,22,82,19,4,0,70.4,283.1,66.0,65.2,1.774,59.1,3.622,2010
36,Brendon de Jonge,42,"$2,167,979",0,32,114,24,7,0,70.1,286.9,65.5,65.2,1.759,48.8,3.763,2010
37,Martin Laird,40,"$2,137,928",1005,26,91,18,4,0,70.8,296.5,60.3,67.8,1.794,51.6,3.495,2010
38,Ian Poulter,47,"$2,079,664",0,15,49,11,2,1,71.5,286.8,62.7,62.5,1.804,54.6,3.143,2010
39,Kevin Na,39,"$2,021,815",570,26,93,23,4,0,70.0,278.6,66.5,65.9,1.752,54.8,3.753,2010
40,Stuart Appleby,51,"$1,965,825",0,31,101,19,3,1,71.2,289.0,59.8,60.6,1.778,49.1,3.297,2010
41,Carl Pettersson,45,"$1,934,465",0,29,99,20,4,1,70.3,282.1,62.8,58.6,1.736,62.9,3.535,2010
42,Jason Bohn,49,"$1,904,763",0,25,84,16,2,1,70.6,279.8,66.9,67.8,1.755,40.9,3.619,2010
43,Sean O'Hair,40,"$1,859,040",0,25,82,19,3,0,70.8,289.3,64.0,68.2,1.817,48.2,3.293,2010
44,Graeme McDowell,43,"$1,848,637",0,10,30,7,2,1,71.1,0.0,0.0,0.0,0.0,0.0,3.867,2010
45,Vaughn Taylor,46,"$1,838,862",0,26,87,17,6,0,70.6,284.4,68.3,68.3,1.767,51.0,3.736,2010
46,Ricky Barnes,41,"$1,835,195",0,28,103,23,6,0,70.5,285.5,58.4,68.2,1.776,54.3,3.612,2010
47,Charl Schwartzel,38,"$1,710,845",0,11,36,9,3,0,71.5,0.0,0.0,0.0,0.0,0.0,3.361,2010
48,Freddie Jacobson,48,"$1,666,252",0,24,83,18,3,0,70.2,283.1,62.2,67.8,1.766,50.0,3.651,2010
49,Scott Verplank,58,"$1,653,190",0,22,73,16,3,0,71.0,278.6,68.2,63.9,1.759,48.3,3.425,2010
50,Brian Davis,48,"$1,640,516",0,32,101,18,2,0,71.1,278.9,68.3,63.1,1.786,54.2,3.257,2010
1,Luke Donald,45,"$6,683,215",3316,19,67,17,14,2,69.3,284.1,64.3,67.3,1.7,59.1,4.239,2011
2,Webb Simpson,37,"$6,347,354",3295,26,98,23,12,2,69.2,296.2,61.9,69.8,1.731,52.0,4.235,2011
3,Nick Watney,41,"$5,290,674",1645,22,77,19,10,2,69.6,301.9,58.2,66.9,1.738,48.1,4.104,2011
4,K.J. Choi,52,"$4,434,691",1529,22,75,18,8,1,70.5,285.6,62.0,65.9,1.787,55.6,3.453,2011
5,Dustin Johnson,38,"$4,309,962",2515,21,71,17,6,1,70.7,314.2,57.2,68.4,1.759,41.5,4.197,2011
6,Matt Kuchar,44,"$4,233,920",2478,24,88,22,9,0,69.6,286.2,64.7,67.0,1.735,58.9,3.943,2011
7,Bill Haas,40,"$4,088,637",3033,26,92,22,7,1,70.1,296.6,63.6,69.4,1.775,43.9,3.707,2011
8,Steve Stricker,55,"$3,992,785",1280,19,69,18,5,2,69.3,288.8,62.5,66.0,1.71,52.1,4.275,2011
9,Jason Day,35,"$3,962,647",1961,21,73,18,10,0,69.9,302.6,54.7,64.9,1.737,61.0,4.014,2011
10,David Toms,56,"$3,858,090",940,23,79,16,7,1,68.7,279.1,71.8,66.6,1.749,55.9,3.886,2011
11,Adam Scott,42,"$3,764,797",998,18,59,14,7,1,70.2,299.7,64.0,68.1,1.772,55.7,3.797,2011
12,Phil Mickelson,52,"$3,763,488",1045,21,77,20,7,1,70.2,299.8,53.2,67.0,1.778,52.2,3.857,2011
13,Keegan Bradley,36,"$3,758,600",920,28,91,18,4,2,70.6,300.7,61.5,63.0,1.767,39.3,3.692,2011
14,Brandt Snedeker,42,"$3,587,206",2092,26,85,16,7,1,69.9,287.2,64.0,64.9,1.727,49.7,3.776,2011
15,Hunter Mahan,40,"$3,503,540",1972,25,89,22,9,0,70.0,291.6,62.9,68.8,1.751,51.4,4.056,2011
16,Bubba Watson,44,"$3,477,811",782,22,79,19,3,2,70.6,314.9,56.9,69.8,1.785,38.7,3.911,2011
17,Gary Woodland,38,"$3,448,591",1035,25,93,21,6,1,70.1,310.5,58.1,69.4,1.793,42.6,3.957,2011
18,Justin Rose,42,"$3,401,420",0,23,77,18,5,1,70.5,290.6,63.3,69.5,1.784,58.2,3.688,2011
19,Mark Wilson,48,"$3,158,477",805,26,87,19,4,2,70.6,284.8,67.6,66.0,1.782,55.2,3.368,2011
20,Aaron Baddeley,41,"$3,094,693",1252,22,77,17,5,1,70.2,296.2,55.7,63.8,1.741,54.4,4.078,2011
21,Jason Dufner,45,"$3,057,860",987,23,78,15,6,0,70.4,286.8,65.8,67.0,1.783,54.1,3.679,2011
22,Jonathan Byrd,44,"$2,938,921",805,26,82,17,5,1,70.6,291.6,60.3,65.7,1.768,50.4,3.549,2011
23,Martin Laird,40,"$2,676,509",0,23,76,17,6,1,70.2,303.0,58.5,66.6,1.761,44.2,3.855,2011
24,Charl Schwartzel,38,"$2,604,558",372,15,56,15,3,1,70.5,297.0,61.7,66.0,1.78,47.9,3.625,2011
25,Charles Howell III,43,"$2,509,223",891,30,108,25,7,0,69.9,297.3,57.5,66.4,1.79,54.2,3.472,2011
26,Freddie Jacobson,48,"$2,488,325",680,25,92,21,3,1,70.2,287.4,60.8,58.0,1.739,52.7,3.761,2011
27,Rory Sabbatini,46,"$2,420,655",308,24,85,18,3,1,70.7,292.5,56.7,62.7,1.788,53.0,3.765,2011
28,Vijay Singh,59,"$2,371,050",708,25,79,16,5,0,70.7,294.3,59.7,66.5,1.796,54.6,3.734,2011
29,Rory McIlroy,33,"$2,344,610",0,10,34,9,4,1,70.6,0.0,0.0,0.0,0.0,0.0,3.735,2011
30,Bo Van Pelt,47,"$2,344,546",760,27,90,19,5,0,70.3,297.4,63.6,68.0,1.789,52.3,3.578,2011
31,Kevin Na,39,"$2,336,965",0,26,84,15,6,1,70.4,279.8,57.7,61.0,1.724,55.3,3.833,2011
32,Spencer Levin,38,"$2,320,038",0,31,113,25,6,0,70.0,286.3,63.5,65.6,1.781,45.5,3.584,2011
33,Y.E. Yang,51,"$2,314,865",737,18,59,14,5,0,70.8,290.2,62.2,62.5,1.779,52.4,3.492,2011
34,John Senden,51,"$2,294,811",0,26,94,20,3,0,70.3,293.3,66.8,70.9,1.796,41.1,3.745,2011
35,Chez Reavie,41,"$2,285,067",1445,27,92,18,5,0,70.6,293.5,67.3,68.6,1.769,43.7,3.793,2011
36,Tommy Gainey,47,"$2,174,191",0,34,104,17,7,0,70.8,296.7,59.0,64.4,1.774,47.2,3.779,2011
37,Rickie Fowler,34,"$2,084,681",0,24,81,19,4,0,70.5,299.5,56.7,64.5,1.723,45.1,4.086,2011
38,D.A. Points,46,"$2,034,156",0,26,89,18,3,1,70.8,287.4,66.5,64.9,1.772,50.0,3.629,2011
39,Brendan Steele,39,"$1,976,310",0,27,89,16,3,1,71.0,292.8,64.8,64.0,1.781,52.1,3.528,2011
40,Steve Marino,42,"$1,975,077",0,23,76,15,3,0,70.7,295.2,61.0,65.8,1.768,41.1,3.737,2011
41,Bryce Molder,43,"$1,957,945",0,27,83,15,6,1,69.3,282.0,66.5,63.4,1.73,57.5,3.711,2011
42,Scott Stallings,37,"$1,957,162",0,28,84,13,2,1,71.0,303.7,56.9,61.8,1.791,31.5,3.512,2011
43,Ryan Moore,40,"$1,942,906",0,22,75,18,4,0,70.6,290.1,63.1,62.9,1.756,46.4,3.613,2011
44,Geoff Ogilvy,45,"$1,916,994",0,21,66,14,4,0,70.5,290.0,62.9,62.6,1.749,52.3,3.833,2011
45,Zach Johnson,46,"$1,880,406",0,23,78,19,4,0,70.1,278.2,71.1,66.4,1.758,54.6,3.526,2011
46,Chris Kirk,37,"$1,877,627",0,28,88,15,4,1,70.3,295.7,56.5,65.9,1.751,53.4,3.75,2011
47,Jhonattan Vegas,38,"$1,854,414",0,25,84,18,3,1,70.9,304.9,54.7,64.0,1.82,40.6,3.821,2011
48,Ryan Palmer,46,"$1,850,530",0,24,80,18,3,0,70.9,299.5,53.8,63.8,1.772,51.2,3.65,2011
49,Lucas Glover,43,"$1,823,327",0,23,75,15,1,1,69.8,294.6,61.0,65.9,1.754,47.1,3.6,2011
50,Robert Karlsson,53,"$1,779,815",0,18,59,14,3,0,70.6,299.2,56.8,63.4,1.776,54.1,3.525,2011
1,Rory McIlroy,33,"$8,047,952",2827,16,54,13,10,4,69.6,310.1,56.6,66.4,1.738,56.2,4.204,2012
2,Tiger Woods,47,"$6,133,159",2662,19,67,16,9,3,69.8,297.4,63.9,67.6,1.761,49.0,3.97,2012
3,Brandt Snedeker,42,"$4,989,739",4100,22,78,19,7,2,70.1,288.7,60.5,63.7,1.725,57.9,4.013,2012
4,Jason Dufner,45,"$4,869,304",853,22,82,21,8,2,69.9,292.4,66.9,69.2,1.756,56.7,3.963,2012
5,Bubba Watson,44,"$4,644,997",1005,19,66,16,7,1,70.0,315.5,58.8,69.9,1.77,39.3,3.803,2012
6,Zach Johnson,46,"$4,504,244",1073,25,94,24,6,2,70.2,281.1,68.5,65.0,1.726,57.2,3.787,2012
7,Justin Rose,42,"$4,290,930",1770,19,68,17,8,1,70.2,290.9,65.8,70.3,1.78,62.8,3.691,2012
8,Phil Mickelson,52,"$4,203,822",2073,22,79,18,7,1,70.4,294.4,54.3,64.1,1.747,55.1,3.949,2012
9,Hunter Mahan,40,"$4,019,193",692,23,82,20,5,2,71.0,293.1,67.7,69.0,1.786,45.9,3.439,2012
10,Keegan Bradley,36,"$3,910,659",655,25,88,21,5,1,70.3,302.7,61.7,66.5,1.758,55.3,3.909,2012
11,Matt Kuchar,44,"$3,903,065",707,22,82,21,9,1,70.0,286.2,65.1,65.4,1.752,60.1,3.622,2012
12,Jim Furyk,52,"$3,623,805",790,24,84,20,8,0,70.1,280.0,70.7,68.2,1.774,65.2,3.25,2012
13,Carl Pettersson,45,"$3,538,656",612,26,92,20,6,1,70.4,297.1,57.6,63.9,1.74,56.7,3.696,2012
14,Luke Donald,45,"$3,512,024",1275,17,62,16,8,1,70.4,280.1,65.2,65.0,1.745,56.5,3.516,2012
15,Louis Oosthuizen,40,"$3,460,995",1635,19,63,14,5,0,70.3,299.5,62.4,68.8,1.756,44.2,3.778,2012
16,Ernie Els,53,"$3,453,118",510,22,78,19,5,1,70.8,294.6,56.7,66.5,1.797,48.0,3.218,2012
17,Webb Simpson,37,"$3,436,758",785,22,76,18,7,1,70.1,288.6,61.5,67.5,1.735,51.2,4.105,2012
18,Steve Stricker,55,"$3,420,021",685,19,70,18,7,1,70.1,285.4,63.3,68.3,1.747,47.6,3.8,2012
19,Dustin Johnson,38,"$3,393,820",1527,19,67,17,9,1,70.2,310.2,56.3,65.8,1.762,53.8,3.746,2012
20,Robert Garrigus,45,"$3,206,530",637,26,89,19,8,0,70.4,310.3,56.6,69.2,1.784,44.5,3.966,2012
21,Rickie Fowler,34,"$3,066,293",475,23,83,20,5,1,71.2,293.2,64.4,65.0,1.773,48.6,3.518,2012
22,Nick Watney,41,"$3,044,224",2215,26,94,23,5,1,70.9,296.8,58.9,66.4,1.777,47.2,3.596,2012
23,Bo Van Pelt,47,"$3,043,510",647,24,83,20,10,0,70.2,296.1,64.8,67.1,1.738,48.1,3.94,2012
24,Lee Westwood,49,"$3,016,569",1205,15,54,14,7,0,70.8,298.1,62.2,69.8,1.77,54.4,3.852,2012
25,Adam Scott,42,"$2,899,557",560,16,58,15,5,0,70.5,304.6,59.6,66.6,1.786,45.7,3.776,2012
26,Ryan Moore,40,"$2,858,944",1105,24,89,21,8,1,70.5,287.6,65.8,66.4,1.742,52.7,3.899,2012
27,Scott Piercy,44,"$2,699,205",483,28,95,19,4,1,70.5,304.5,56.1,65.7,1.747,48.9,3.853,2012
28,John Huh,32,"$2,692,113",460,28,99,22,4,1,70.7,288.3,68.7,66.4,1.769,51.0,3.646,2012
29,Sergio Garcia,43,"$2,510,116",732,16,56,14,3,1,70.7,292.4,61.2,65.0,1.762,56.4,3.643,2012
30,Ben Curtis,45,"$2,494,153",0,19,62,12,3,1,70.7,274.8,69.7,64.4,1.762,38.4,3.581,2012
31,Graeme McDowell,43,"$2,408,279",0,16,54,13,4,0,70.9,285.5,70.1,66.3,1.739,33.3,3.778,2012
32,Kyle Stanley,35,"$2,351,857",0,27,84,17,2,1,71.0,306.9,59.5,67.1,1.793,45.8,3.524,2012
33,Bill Haas,40,"$2,349,951",0,23,78,18,3,1,70.8,292.2,63.6,65.2,1.802,58.6,3.436,2012
34,Jonas Blixt,38,"$2,255,695",0,21,72,15,5,1,70.1,286.3,58.9,61.9,1.718,65.4,3.778,2012
35,Johnson Wagner,42,"$2,225,007",0,27,88,17,4,1,71.1,284.0,62.3,65.9,1.787,39.4,3.409,2012
36,Martin Laird,40,"$2,172,883",0,22,73,17,3,0,71.4,298.2,59.2,65.3,1.775,43.2,3.699,2012
37,Mark Wilson,48,"$2,144,780",0,25,78,16,3,1,71.6,276.0,68.6,64.0,1.8,52.6,3.038,2012
38,Kevin Na,39,"$2,029,943",0,25,80,18,6,0,70.0,281.5,65.9,61.3,1.753,54.0,3.55,2012
39,Brendon de Jonge,42,"$2,015,252",0,31,115,27,4,0,70.2,288.8,63.4,66.8,1.764,48.5,3.696,2012
40,Matt Every,39,"$1,972,166",0,25,80,15,6,0,70.9,285.5,60.9,62.9,1.757,56.1,3.85,2012
41,Marc Leishman,39,"$1,933,761",0,23,84,19,2,1,71.4,289.4,55.2,62.8,1.804,48.9,3.333,2012
42,John Senden,51,"$1,916,651",445,22,78,19,5,0,70.3,291.0,65.9,68.6,1.769,48.8,3.731,2012
43,Charlie Wi,51,"$1,845,397",0,25,86,18,4,0,71.2,285.6,61.7,59.7,1.753,44.7,3.43,2012
44,Bud Cauley,32,"$1,774,479",0,28,99,21,6,0,70.5,291.6,60.3,66.6,1.778,60.8,3.556,2012
45,Ian Poulter,47,"$1,715,272",0,15,56,15,4,0,70.8,285.0,65.1,61.6,1.765,56.1,3.411,2012
46,Ben Crane,46,"$1,701,365",0,23,72,15,4,0,70.7,286.8,64.4,64.8,1.74,54.6,3.889,2012
47,David Toms,56,"$1,658,428",0,19,58,12,5,0,70.9,275.5,69.8,66.1,1.78,59.2,3.379,2012
48,Jimmy Walker,45,"$1,638,420",0,28,101,23,6,0,70.7,296.5,52.7,64.3,1.76,52.7,3.713,2012
49,Seung-Yul Noh,31,"$1,629,751",0,28,101,23,4,0,70.5,300.4,59.3,64.7,1.78,48.3,3.535,2012
50,Jonathan Byrd,44,"$1,616,789",0,21,68,15,5,0,71.2,289.5,57.9,63.6,1.784,52.9,3.397,2012
1,Tiger Woods,47,"$8,553,439",2742,16,60,16,8,5,69.9,293.2,62.5,67.6,1.737,60.8,4.067,2013
2,Henrik Stenson,46,"$6,388,230",4750,18,64,16,8,2,69.9,290.9,70.1,72.0,1.784,46.2,3.766,2013
3,Matt Kuchar,44,"$5,616,809",1823,23,87,23,8,2,70.0,284.9,58.9,65.8,1.75,64.9,3.655,2013
4,Phil Mickelson,52,"$5,495,793",1313,21,78,18,7,2,70.1,287.9,57.3,66.7,1.718,55.6,4.218,2013
5,Brandt Snedeker,42,"$5,318,088",852,23,79,17,9,2,70.2,281.3,62.6,65.7,1.734,60.5,3.975,2013
6,Adam Scott,42,"$4,892,611",2277,16,60,16,6,2,70.3,297.8,61.8,68.8,1.775,53.8,3.75,2013
7,Steve Stricker,55,"$4,440,532",2650,13,47,13,8,0,69.2,283.6,70.7,71.2,1.731,54.7,4.128,2013
8,Justin Rose,42,"$4,146,148",1300,17,60,15,7,1,70.0,296.6,63.6,68.9,1.781,59.3,3.95,2013
9,Zach Johnson,46,"$4,044,509",2238,24,83,20,8,1,70.4,278.8,69.7,68.1,1.783,44.4,3.566,2013
10,Jordan Spieth,29,"$3,879,820",1690,23,82,18,9,1,70.0,289.4,67.8,66.9,1.734,51.6,3.89,2013
11,Keegan Bradley,36,"$3,636,813",693,25,87,21,7,0,70.0,300.6,62.8,66.5,1.771,56.3,3.759,2013
12,Jason Day,35,"$3,625,030",698,21,80,21,7,0,70.4,299.3,58.0,64.9,1.759,61.4,3.588,2013
13,Billy Horschel,36,"$3,501,703",728,26,96,22,8,1,70.5,293.8,64.2,67.5,1.745,53.1,3.958,2013
14,Bill Haas,40,"$3,475,563",572,25,84,19,9,1,70.4,288.2,62.3,67.8,1.777,50.8,3.417,2013
15,Jim Furyk,52,"$3,204,779",757,22,78,19,7,0,70.5,275.3,70.5,68.3,1.767,55.4,3.513,2013
16,Jason Dufner,45,"$3,132,268",685,22,77,19,5,1,70.5,285.9,64.8,67.5,1.781,51.5,3.584,2013
17,Kevin Streelman,44,"$3,088,285",553,25,86,18,5,1,70.6,287.5,67.3,66.4,1.789,48.3,3.43,2013
18,Hunter Mahan,40,"$3,036,164",652,25,85,22,5,0,70.6,290.0,66.6,67.6,1.785,48.5,3.671,2013
19,Dustin Johnson,38,"$2,963,214",760,22,70,16,6,1,70.8,305.8,53.4,66.7,1.778,42.7,3.771,2013
20,Webb Simpson,37,"$2,957,582",1050,25,88,21,5,0,70.3,285.4,63.3,66.7,1.759,55.6,3.818,2013
21,Graham DeLaet,40,"$2,834,900",1415,26,94,21,7,0,70.2,298.6,65.8,70.5,1.799,48.9,3.851,2013
22,Boo Weekley,49,"$2,786,662",455,27,100,23,4,1,70.7,290.9,66.4,69.4,1.805,49.7,3.5,2013
23,D.A. Points,46,"$2,658,887",452,28,87,15,3,1,71.4,281.1,63.5,62.8,1.775,47.1,3.563,2013
24,Nick Watney,41,"$2,477,639",737,26,86,19,4,0,71.0,291.2,62.4,68.5,1.808,44.1,3.558,2013
25,Charl Schwartzel,38,"$2,256,723",490,19,68,17,5,0,70.5,296.1,59.9,65.8,1.746,50.7,4.059,2013
26,Sergio Garcia,43,"$2,251,139",635,17,63,16,6,0,70.4,291.0,61.3,67.5,1.75,50.0,3.603,2013
27,Harris English,33,"$2,201,167",0,26,95,21,4,1,70.5,295.2,58.7,66.0,1.749,52.7,3.874,2013
28,Graeme McDowell,43,"$2,174,596",0,16,49,11,4,1,71.3,277.5,68.5,62.7,1.801,52.9,3.061,2013
29,Roberto Castro,37,"$2,154,898",645,29,97,19,4,0,70.4,282.3,67.4,67.3,1.774,54.0,3.598,2013
30,Jimmy Walker,45,"$2,117,571",0,24,84,18,5,0,70.4,298.5,52.2,66.1,1.758,54.7,3.762,2013
31,Lee Westwood,49,"$2,081,731",0,19,69,18,6,0,71.0,290.3,62.6,65.2,1.816,55.0,3.435,2013
32,Jonas Blixt,38,"$2,027,517",0,24,76,15,2,1,71.4,283.7,56.5,60.9,1.779,54.2,3.158,2013
33,Russell Henley,33,"$2,008,026",0,24,78,17,3,1,70.9,289.0,64.7,64.2,1.762,49.6,3.705,2013
34,John Merrick,40,"$1,969,478",0,23,79,16,2,1,70.7,284.3,60.5,66.5,1.776,44.3,3.38,2013
35,Patrick Reed,32,"$1,961,519",0,26,83,16,5,1,70.7,292.0,56.1,63.8,1.76,59.7,3.627,2013
36,Luke Donald,45,"$1,930,646",482,17,58,14,5,0,70.6,278.1,62.9,62.2,1.747,55.8,3.724,2013
37,Gary Woodland,38,"$1,915,732",602,26,90,21,2,1,70.8,303.8,57.6,67.0,1.763,40.3,3.711,2013
38,Charles Howell III,43,"$1,877,389",0,26,86,19,5,0,70.0,294.8,53.1,66.0,1.756,52.4,3.663,2013
39,Scott Piercy,44,"$1,830,084",0,24,75,16,4,0,71.5,298.2,53.6,62.3,1.772,41.7,3.627,2013
40,Rickie Fowler,34,"$1,816,742",0,22,74,18,5,0,70.9,286.4,62.3,63.6,1.752,60.3,3.581,2013
41,Rory McIlroy,33,"$1,802,443",0,16,55,14,5,0,71.1,302.2,57.9,65.5,1.744,43.3,3.927,2013
42,Brendon de Jonge,42,"$1,795,244",503,30,110,25,4,0,70.0,286.3,66.3,68.8,1.773,53.9,3.627,2013
43,Angel Cabrera,53,"$1,791,183",0,21,73,16,2,0,71.3,294.0,56.2,65.0,1.816,36.9,3.479,2013
44,Bubba Watson,44,"$1,759,276",0,21,73,18,3,0,70.7,303.7,58.7,69.4,1.795,46.1,3.781,2013
45,Martin Laird,40,"$1,755,393",0,21,68,13,2,1,71.8,293.4,60.8,63.6,1.801,48.3,3.191,2013
46,David Lingmerth,35,"$1,748,109",0,23,68,11,3,0,71.3,285.8,64.9,63.2,1.773,52.6,3.662,2013
47,Chris Kirk,37,"$1,728,616",0,24,89,20,3,0,70.0,289.0,59.6,65.9,1.733,49.2,3.854,2013
48,Matt Jones,42,"$1,724,707",0,24,83,18,5,0,70.2,292.3,64.7,66.0,1.771,55.7,3.639,2013
49,Ian Poulter,47,"$1,723,463",0,16,53,13,4,0,71.2,281.7,62.4,63.5,1.785,57.1,3.226,2013
50,Ken Duke,53,"$1,722,583",0,28,87,15,2,1,71.2,275.1,69.3,63.1,1.773,43.7,3.287,2013
1,Rory McIlroy,33,"$8,280,096",3050,17,64,17,12,3,69.3,310.5,59.9,69.4,1.708,47.5,4.578,2014
2,Bubba Watson,44,"$6,336,978",2285,21,73,18,8,2,70.0,314.3,60.5,68.0,1.737,41.8,3.959,2014
3,Jim Furyk,52,"$5,987,395",2450,21,80,21,11,0,69.8,279.3,73.2,68.8,1.787,50.0,3.438,2014
4,Jimmy Walker,45,"$5,787,016",1668,27,96,23,10,3,70.0,301.0,51.7,67.6,1.732,50.0,4.177,2014
5,Sergio Garcia,43,"$4,939,607",815,16,58,15,10,0,69.4,294.3,62.2,68.7,1.75,56.4,3.862,2014
6,Chris Kirk,37,"$4,854,777",3100,28,104,26,5,2,70.4,291.0,62.8,63.5,1.759,57.9,3.683,2014
7,Billy Horschel,36,"$4,814,787",4750,27,90,20,5,2,70.7,291.6,67.0,70.4,1.79,45.1,3.589,2014
8,Rickie Fowler,34,"$4,806,117",1225,26,85,19,10,0,70.4,297.5,59.9,64.5,1.755,51.9,3.882,2014
9,Matt Kuchar,44,"$4,695,516",1300,24,88,22,11,1,69.8,283.8,67.4,66.9,1.755,56.3,3.818,2014
10,Martin Kaymer,38,"$4,532,537",655,19,64,15,4,2,71.0,294.9,61.3,64.6,1.759,52.6,3.688,2014
11,Jordan Spieth,29,"$4,342,749",697,27,98,24,8,0,70.3,289.7,58.8,62.5,1.717,57.6,3.969,2014
12,Dustin Johnson,38,"$4,249,180",210,17,57,14,7,1,69.9,311.0,57.2,68.0,1.726,52.0,4.053,2014
13,Adam Scott,42,"$4,098,588",835,17,68,17,10,1,69.5,303.5,61.5,68.8,1.732,53.7,4.235,2014
14,Patrick Reed,32,"$4,026,076",598,28,90,20,4,2,70.8,292.3,55.6,63.6,1.768,59.0,3.489,2014
15,Justin Rose,42,"$3,926,768",850,19,68,17,8,1,70.2,295.1,59.9,66.9,1.757,58.2,3.765,2014
16,Jason Day,35,"$3,789,574",1200,16,49,11,6,1,68.8,301.2,58.7,64.0,1.776,57.3,3.51,2014
17,Webb Simpson,37,"$3,539,601",525,25,84,19,9,1,70.4,288.5,62.2,65.3,1.765,53.6,3.75,2014
18,Brendon Todd,37,"$3,396,747",508,29,108,25,7,1,70.3,280.3,64.9,64.0,1.744,58.2,3.546,2014
19,Zach Johnson,46,"$3,353,417",650,26,96,24,5,1,70.2,282.2,70.5,67.4,1.76,53.2,3.615,2014
